resultDept,pbot15,hiCC,legendControl,extraTxt,extraTxt 2,extraTxt 3,colSectionLocRoomTitle,colSectionLocRooms,colSectionLocRooms 2,colCode,weekDay,dayInfo,dayInfo 2,dayInfo 3,weekDay 2,dayInfo 4,dayInfo 5,dayInfo 6,weekDay 3,weekDay href,weekDay 4,weekDay href 2,colInst,colAvail,numCurr,numTot,numWait,onlineMeeting,legendControl 3,legendControl 4,enConDesc,enConList,enConList 2,headerSect 13,alignC,extraTxt 4,extraTxt 5,extraTxt 6,extraTxt 7,extraTxt 8,extraTxt 9,extraTxt 11,extraTxt 12,extraTxt 13,extraTxt 14
NEW,Introduction to Critical Equity and Solidarity Studies,CSE240H1-F,Delivery instructions,Note:,"Lectures and tutorials are delivered on line. 2 hours/week are dedicated to lectures, and 1 hour/week is allocated for tutorial activities.  Learning is self-paced and not reliant on a course meeting time. Students need an internet connection and access to the course website (Quercus) and the ability to use online tools made available by the university, such as Office 365, Zoom and BB Collaborate. Students may require access to a webcam and microphone.",,,,,LEC2999,3.0 hours / week,,,,3.0 hours / week,,,,—,,—,,"Doyle-Wood, S.",of  available,0,17,No,Asynchronous (See Delivery Instructions.),Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,(Transitional Year Programme),,Room,,Course Description:,"An interdisciplinary intersectional interrogation and examination of systemic inequity and social justice in local and global contexts. Provides a foundation for the field of critical equity and solidarity studies through a concentrated focus on theory and practice as it relates to major concepts, historical perspectives, key debates and radical grassroots community resistance to inequity. Introduces and foregrounds the concept of critical equity as both a theoretical framework and as a lived contestation of the structural nature and effects of systemic inequity.","NEW240H1, NEW240Y1",Exclusion:,"Humanities, Social Science",Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,,
NMC,Introduction to Middle Egyptian,NML240Y1-Y,,,,,Room,1st Term,2nd Term,LEC0101,Monday,—,10:00,11:00,Wednesday,—,10:00,11:00,BF 315,https://map.utoronto.ca/?id=1809#!m/494497,BF 315,https://map.utoronto.ca/?id=1809#!m/494497,"Mesa Guzzo, C.",of  available,12,15,Yes: 0 student,In Person,,,,,,,,Course Description:,"This course introduces students to the hieroglyphic script and the classical form of the Ancient Egyptian language. After the basic elements of grammar are mastered, the class will begin reading simple hieroglyphic texts.",Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,,,,
NEW,Introduction to Critical Disability Studies,CSE241Y1-Y,,,,,Room,1st Term,2nd Term,LEC0101,Tuesday,—,13:00,15:00,,,,,SS 2125,https://map.utoronto.ca/?id=1809#!m/494510,SS 2125,https://map.utoronto.ca/?id=1809#!m/494510,"Ruiz-Chapman, T.",of  available,21,60,Yes: 0 student,In Person,,,,,,,—,Course Description:,"Draws on an intersectional history and politics of normativity and bodily difference to understand disability as a diverse and materially salient social category that can be used as a lens to better understand systems and experiences of colonization, race, class, gender, age, etc. Explores scenes of disability or 'crip' solidarity, resistance and cultural production, disability D/deaf and mad arts, coalitional movements for disability justice, collective approaches to access and other non-normative ways of knowing and being.",NEW241Y1,Exclusion:,"Humanities, Social Science",Distribution Requirement:,"Creative and Cultural Representations (1), Society and its Institutions (3)",Breadth Requirement:,,
NMC,Sumerian and Babylonian Literature in Translation,NMC246H1-F,,,,,,,,LEC0101,Wednesday,—,15:00,17:00,,,,,BF 315,https://map.utoronto.ca/?id=1809#!m/494497,,,"Baker, H.",of  available,1,15,Yes: 0 student,In Person,,,,,,Room,,Course Description:,"This course explores some of the world’s oldest literature, including the Epic of Gilgamesh and the Babylonian Epic of Creation. It surveys the major literary genres from ancient Mesopotamia, including epics, myths, lyrical poetry, wisdom literature, and humorous tales. It covers literary compositions written in the Sumerian and Babylonian languages using the cuneiform script, ranging in date from the third millennium BC through to the first millennium BC. The course also examines the scholarly and cultural context in which these works were created and preserved for posterity, including the role of scribal training, the nature of Mesopotamian scholarship, royal sponsorship, and the formation of ancient libraries.",NMC102H1,Recommended Preparation:,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,,
NEW,Africa in the 21st Century: Challenges and Opportunities,AFR250Y1-Y,,,,,Room,1st Term,2nd Term,LEC0101,Friday,—,10:00,12:00,,,,,WI 524,https://map.utoronto.ca/?id=1809#!m/494503,WI 524,https://map.utoronto.ca/?id=1809#!m/494503,"Levin, M.",of  available,7,45,Yes: 0 student,In Person,,,,,,,,Course Description:,"A critical examination of Africa as a living space rather than merely a site of intellectual speculation and study. Uses scholarly and popular literature to explore the issues that engage the attention of ordinary Africans, ranging from the dramatic to the seemingly trivial, as they struggle to fashion meaningful lives in fast-changing societies. Topics include urban transition and city life; economic, political and cultural impacts of globalization; new religious movements and changing conceptions of selfhood; new African diasporas in the West; dynamics of gender relations, kinships and identities; and the politics of liberalization. Materials studied will include print and electronic news media and other mass media resources from Africa and across the world.",NEW250Y1,Exclusion:,"Humanities, Social Science",Distribution Requirement:,"Creative and Cultural Representations (1), Society and its Institutions (3)",Breadth Requirement:,,
NMC,Introductory Biblical Hebrew,NML250Y1-Y,,,,,Room,1st Term,2nd Term,LEC0101,Monday,—,09:00,11:00,Wednesday,—,09:00,11:00,BF 214,https://map.utoronto.ca/?id=1809#!m/494497,BF 214,https://map.utoronto.ca/?id=1809#!m/494497,"Hare, L.",of  available,6,10,Yes: 0 student,In Person,,,,,,,—,Course Description:,An introduction to biblical Hebrew prose. Grammar and selected texts. For students with no previous knowledge of Hebrew.,Those who have completed Grade 8 Hebrew (or Grade 6 in Israel),Exclusion:,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,,
NMC,Voices from Ancient Egypt,NMC251H1-F,,,,,,,,LEC0101,Monday,—,14:00,16:00,,,,,SS 2108,https://map.utoronto.ca/?id=1809#!m/494510,,,"Goebs, K.",of  available,23,45,Yes: 0 student,In Person,,,,,,Room,,Course Description:,"This course introduces students to the culture of ancient Egypt through the study of “functional” textual materials. After a brief introduction to the Ancient Egyptian language and writing system, we will read texts from domestic, religious (comprising funerary and ritual); historical, and scientific backgrounds to paint a rich picture of the daily life and experiences of the ancient Egyptians. By way of example, we will illustrate Egyptian funerary beliefs on the basis of texts found in tombs, such as autobiographies, offering formulae, and letters left there for the dead by their families; or the role of the pharaoh for the Egyptian state by studying monumental inscriptions left on temple walls, boundary stelae, and in the tombs of the Egyptian elite. No knowledge of Ancient Egyptian required; all texts read in translation.",NMC101H1,Recommended Preparation:,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,,
NMC,Hebrew Bible,NMC252H1-S,,,,,,,,LEC0101,Monday,—,11:00,12:00,Wednesday,—,11:00,12:00,IN 209,https://map.utoronto.ca/?id=1809#!m/494541,IN 209,https://map.utoronto.ca/?id=1809#!m/494541,"Hare, L.",of  available,5,20,Yes: 0 student,In Person,,,,,,Room,,Course Description:,"An introduction to the critical study of the Hebrew Bible/Old Testament and the related literature of ancient Jewish communities (Apocrypha, Pseudepigrapha, Dead Sea Scrolls). English translations used; no knowledge of Hebrew is required.",NMC104H1,Recommended Preparation:,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,,
NMC,Egyptian Myths,NMC253H1-S,,,,,,,,LEC0101,Monday,—,14:00,16:00,,,,,SS 1073,https://map.utoronto.ca/?id=1809#!m/494510,,,"Goebs, K.",of  available,53,100,Yes: 0 student,In Person,,,,,,Room,,Course Description:,"This course explores ancient Egyptian mythical writings and representations, starting with the myths contained in the Pyramid Texts of the 3rd millennium BCE and ending with the narrative mythical tales of the 1st millennium BCE and beyond. Definitions and theories of ancient Egyptian myth as well as historical developments will be discussed, and we will attempt to explain why religious beliefs and stories changed. The course is structured systematically, focusing in particular on mythical accounts that elucidate Egyptian cosmic, royal, and funerary beliefs as well as the intersection of these domains. All texts read in translation.",NMC101H1,Recommended Preparation:,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,,
NMC,Intermediate Modern Hebrew I,NML255H1-F,,Religion,,,,,,LEC0101,Tuesday,—,13:00,15:00,Friday,—,13:00,15:00,JH 213,https://map.utoronto.ca/?id=1809#!m/494560,JH 213,https://map.utoronto.ca/?id=1809#!m/494560,"Nizri, Y.",of  available,2,5,Yes: 0 student,In Person,,,,,,Room,,Course Description:,See MHB255H1 in .,MHB156H1/NML156H1,Prerequisite:,Those who have completed Grade 8 Hebrew (or Ulpan level 2 in Israel); MHB255H1,Exclusion:,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:
NMC,1001 Nights Around the World,NMC256H1-F,,,,,,,,LEC0101,Monday,—,13:00,14:00,Wednesday,—,13:00,14:00,SS 1074,https://map.utoronto.ca/?id=1809#!m/494510,SS 1074,https://map.utoronto.ca/?id=1809#!m/494510,"Harrington, N.",of  available,40,60,Yes: 0 student,In Person,,,,,,Room,,Course Description:,"The 1001 Nights has had many lives, in many languages, and across many media. This course starts off with a detailed reading, in translation, of one of the oldest surviving Arabic versions of the text, with consideration of its literary and social context, and its sources. We then move forward in time to examine how the 1001 Nights was expanded, adapted, and disseminated from then until today. A key transformation moment occurred between 1704-1717 with the publication of Antoine Galland’s French version, composed with the input of Syrian storyteller Hanna Diab. This version was widely disseminated and became a basis for most subsequent modern adaptations. We consider adaptations both before and after this turning point, including manuscripts, translations, novels, ballets, short stories, and films produced around the world. Throughout, we consider the politics and aesthetics of these historical translations, adaptations, and transformations.",1.0 credit in Humanities/BR=1 or 2,Recommended Preparation:,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,,
NMC,Intermediate Modern Hebrew II,NML256H1-S,,Religion,,,,,,LEC0101,Tuesday,—,13:00,15:00,Friday,—,13:00,15:00,JH 213,https://map.utoronto.ca/?id=1809#!m/494560,JH 213,https://map.utoronto.ca/?id=1809#!m/494560,"Nizri, Y.",of  available,2,5,Yes: 0 student,In Person,,,,,,Room,,Course Description:,See MHB256H1 in .,NML255H1/MHB255H1,Prerequisite:,Those who have completed Grade 8 Hebrew (or Ulpan level 2 in Israel); MHB256H1,Exclusion:,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:
NMC,"The Book of Kings: Persian Myth, History, and Art",NMC258H1-S,,"Shahnameh,",Shahnameh,Shahnameh,,,,LEC0101,Wednesday,—,15:00,17:00,,,,,LA 248,https://map.utoronto.ca/?id=1809#!m/494544,,,,of  available,16,50,Yes: 0 student,In Person,,,,,,Room,—,Course Description:,"The or Book of Kings, is the single most important book in Iranian national culture and one of the great epics of world literature. Composed in Persian by the poet Ferdowsi in the late 10th–early 11th centuries, it had a deep and lasting impact not only on Iran, but also on those cultures that came under the influence of Persian language, literature, and courtly traditions. The course examines, in English translation, the ’s presentation of the history of the mythical dynasties of the ancient kings of Iran from the creation of the world to the Sasanians, the last historical dynasty to rule Iran before the Muslim Arab conquests. As the was frequently illustrated, attention will also be devoted to the manuscript tradition, which exhibits some of the finest examples of medieval Persian painting.",Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,,,,
NMC,Why the Ancient Near East? Investigating the Great Transformations in Pre- and Proto- History,NMC260H1-F,,,,,,,,LEC0101,Tuesday,—,11:00,13:00,Thursday,—,11:00,13:00,EM 205,https://map.utoronto.ca/?id=1809#!m/494463,EM 205,https://map.utoronto.ca/?id=1809#!m/494463,"Batiuk, S.",of  available,16,20,Yes: 0 student,In Person,,,,,,Room,,Course Description:,"This is an experiential course that asks what it would have been like for people in the ancient Near East as their world underwent the profound changes wrought by domestication, farming, urbanism, and state formation. We focus on the sensory experiences of the body, and their effect upon the mind, by reconstructing and using spaces and objects that have come to define the archaeological periods from 10,000 to 2500 BCE. From circular communal buildings and the constraints and possibilities they offer, to replastering skulls and making hand-held figurines, to the performance of a ritual text, we link traditional teaching with walking a mile in ancient footwear. Participation in this course requires an active imagination and a willingness to get physical.",Humanities,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,,,,
NMC,Introductory Persian,NML260Y1-Y,,,,,Room,1st Term,2nd Term,LEC0101,Tuesday,—,12:00,14:00,Thursday,—,12:00,14:00,BF 323,https://map.utoronto.ca/?id=1809#!m/494497,AP 124,https://map.utoronto.ca/?id=1809#!m/494472,"Hojatollah Taleghani, A.",of  available,4,20,Yes: 0 student,In Person,,,,,,,—,Course Description:,"This course is for students who have minimal or no prior knowledge of Persian focusing on reading, writing and conversation. Students start by learning how to write and pronounce the sound and alphabet, how to connect letters to form basic vocabulary in Persian in order to express basic ideas orally and in writing; then they develop their language comprehension through expanding their vocabulary and grammar. By the end of the course, students’ skills in listening, speaking, reading, and writing in Persian improves and they should be able to read, write and translate sentences in Persian at intermediate low level.","Native speakers, PRS210Y5, PRS210H5, PRS211H5",Exclusion:,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,,
NMC,Why the Ancient Near East? The Historic Periods,NMC262H1-S,,,,,,,,LEC0101,Tuesday,—,11:00,13:00,Thursday,—,11:00,13:00,KP 113,https://map.utoronto.ca/?id=1809#!m/494488,KP 113,https://map.utoronto.ca/?id=1809#!m/494488,,of  available,12,20,Yes: 0 student,In Person,,,,,,Room,—,Course Description:,"From 2500 to 333 BCE, the ancient Near East saw the world’s first empire, the birth of international diplomacy, burgeoning sea-trade and piracy, perennial warfare and the emergence of new ethnic identities like the Philistines and Israelites. Explore the archaeological evidence for these events in Mesopotamia, Egypt, Anatolia and the Levant.",Humanities,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,,,,
NMC,The Archaeology of Stuff,NMC264H1-F,,,,,,,,LEC5101,Tuesday,—,18:00,20:00,,,,,SS 1070,https://map.utoronto.ca/?id=1809#!m/494510,,,"Mason, R.",of  available,13,60,Yes: 0 student,In Person,,,,,,Room,,Course Description:,"Discover how the structure of animal skin enables the making of leather and tattoos; why mighty kings boasted about tree-cutting expeditions; how chariots, stirrups, and gunpowder changed the very structure of contemporary societies; why spears are better than swords. Understand and appreciate the materials in the world around you.",NMC369Y1,Exclusion:,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,,
NMC,"Archaeology in War Zones: Syria, Iraq, Afghanistan",NMC265H1-S,,,,,,,,LEC0101,Tuesday,—,14:00,16:00,,,,,BF 315,https://map.utoronto.ca/?id=1809#!m/494497,,,,of  available,0,20,Yes: 2 students,In Person,,,,,,Room,—,Course Description:,"Focusing on Syria, Iraq and Afghanistan, this course raises some controversial issues in coming to grips with the impact of war on retrieving, interpreting, and preserving the past. Find out the many ways we can work to preserve the history and culture of places at risk, now and in the future.",Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,,,,
NMC,Archaeologies of Power,NMC266H1-F,,,,,,,,LEC0101,Wednesday,—,10:00,13:00,,,,,AB 114,https://map.utoronto.ca/?id=1809#!m/494489,,,"Reichel, C.",of  available,15,25,Yes: 0 student,In Person,,,,,,Room,,Course Description:,"Who were the first powerful leaders? How did they portray themselves, and what was the source and basis of their power? This course provides a comprehensive survey of the origins and rise of political leadership in the Near East from its beginnings in the Neolithic period to the famous kings and military leaders of Sumer, Assyria, and Babylon. Sources consulted include archaeological data (architecture, monuments, narrative art) as well as historical sources. The course is intended as an introduction to a broader understanding of the mechanisms that result in the formation of political power structures. Although it focuses on the ancient Near East, the course will discuss parallels from other parts of the world, both ancient and modern, that are relevant to understanding manifestations of political power in our present-day world.",NMC102H1,Recommended Preparation:,Humanities,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,,
NEW,Community (dis)Engagement and Solidarity,CSE270H1-S,Delivery instructions,Note:,"Lectures and tutorials are delivered online. 2 hours/week are dedicated to lectures, and 1 hour/week is allocated for tutorial activities.  Learning is self-paced and not reliant on a course meeting time. Students need an internet connection and access to the course website (Quercus) and the ability to use online tools made available by the university, such as Office 365, Zoom and BB Collaborate. Students may require access to a webcam and microphone.",,,,,LEC2999,3.0 hours / week,,,,3.0 hours / week,,,,—,,—,,"Doyle-Wood, S.",of  available,3,14,No,Asynchronous (See Delivery Instructions.),Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,(Transitional Year Programme),,Room,—,Course Description:,"An introduction to issues and questions arising from the field of 'community engagement'. Explores the meaning, practices and implications of/for 'community' and 'community (dis)engagement' from multiple perspectives (e.g. the State and its agencies, institutional power, colonial discourse, communities of embodied difference, etc.) Takes a multi-media and arts-based approach to examining self-care from an anti-colonial perspective of central importance in the practice and pedagogy of critical equity and solidarity in the collective struggle for freedom and transformation.",NEW270H1,Exclusion:,Social Science,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,,
NMC,Christians of the Middle East,NMC270H1-F,,,,,,,,LEC0101,Tuesday,—,16:00,18:00,,,,,BF 215,https://map.utoronto.ca/?id=1809#!m/494497,,,"Alibertis, D.",of  available,14,25,Yes: 0 student,In Person,,,,,,Room,,Course Description:,"The course will introduce students to the Christian communities living in the Middle East since the distant past, identified by ecclesiastical and or ethnic terms, including Armenian, Copt, Greek-Melkite, Maronite, and Syriac. The course will discuss the plurality of their cultural, literary, and theological traditions, the social and intellectual roles of their monasteries, the contributions of their top religious authorities in diplomacy between Byzantium and the Sassanians, their position in the Islamic world and contributions to Islamic culture, philosophy, sciences, and theology, interreligious dialogues and polemics with Islam.",NMC102H1,Recommended Preparation:,Humanities,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,,
NMC,Introductory Turkish,NML270Y1-Y,,,,,Room,1st Term,2nd Term,LEC0101,Monday,—,10:00,12:00,Wednesday,—,10:00,12:00,BF 323,https://map.utoronto.ca/?id=1809#!m/494497,BF 323,https://map.utoronto.ca/?id=1809#!m/494497,"Mercan, G.",of  available,20,30,Yes: 0 student,In Person,,,,,,,,Course Description:,"This course is designed to provide an introduction to Turkish for learners with no previous experience with the language. A variety of speaking, listening, reading, and writing activities will be included to develop both spoken and written language skills. By the end of the course, students will be able to carry out basic conversations in Turkish in everyday social encounters, have a grasp of the basics of the Turkish grammar, and understand elementary texts such as simple excerpts from news articles or literary works. They will also have gained a basic understanding of the cultural contexts in which Turkish is spoken.",Native speakers,Exclusion:,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,,
NMC,Early Islamic History: The Prophet and the Caliphates,NMC273Y1-Y,,,,,Room,1st Term,2nd Term,LEC0101,Monday,—,14:00,15:00,Wednesday,—,14:00,15:00,AP 120,https://map.utoronto.ca/?id=1809#!m/494472,AP 120,https://map.utoronto.ca/?id=1809#!m/494472,"Razzaque, A.",of  available,25,43,Yes: 0 student,In Person,,,,,,,,Course Description:,"The formative period of Islam, from its origins in the late antique Near East to the fall of Baghdad in the mid-13th century. This course serves to build a solid foundation in Middle East and Islamic Studies, giving students an understanding of the key topics, events, movements and figures in medieval Islamic history. The major early Islamic dynasties (including the Umayyads, Abbasids, Buyids, and Fatimids) are covered, with attention to broader themes of importance, such as historiography, change and continuity, imperial power and politics, revolt and resistance, religious authority and tradition, cultural and intellectual developments, military organization and slavery, and the encounters between nomadic and sedentary peoples. Students will also gain an awareness of the sources and methods available for the study of Islamic history, the challenges they pose for modern historians, various interpretive approaches in using them, and the debates they have inspired in the scholarship.",Humanities,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,,,,
NMC,Topics in Near & Middle Eastern Civilizations,NMC277H1-S,,,,,,,,LEC0101,Thursday,—,14:00,16:00,,,,,LM 157,https://map.utoronto.ca/?id=1809#!m/494502,,,"Alibertis, D.",of  available,38,40,Yes: 0 student,In Person,,,,,,Room,,Course Description:,"Topics vary from year to year, depending on instructor.",Humanities,Distribution Requirement:,,,,,,
NMC,Introduction to the Modern Middle East,NMC278H1-F,,,,,,,,LEC0101,Tuesday,—,10:00,11:30,Thursday,—,10:00,11:30,UC 161,https://map.utoronto.ca/?id=1809#!m/494517,UC 161,https://map.utoronto.ca/?id=1809#!m/494517,"Reilly, J.",of  available,10,70,Yes: 0 student,In Person,,,,,,Room,,Course Description:,"The emergence of modern states in the Middle East, against a background of empire, world wars, and national and religious movements. Students will learn why the modern map looks the way it does, and how Middle Eastern peoples' self-identifications have changed over the past 200 years.",NMC103H1,Recommended Preparation:,Humanities,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,,
NEW,Introductory Swahili,AFR280Y1-Y,Delivery instructions,Note:,"Lectures are delivered online. Learning is self-paced and not reliant on a course meeting time. Students need an internet connection and access to the course website (Quercus) and the ability to use online tools made available by the university, such as Office 365, Zoom and BB Collaborate. Students may require access to a webcam, headset and microphone.",,Room,1st Term,2nd Term,LEC9901,4.0 hours / week,,,,,,,,,,,,"Almasi, O.",of  available,0,80,Yes: 0 student,Asynchronous (See Delivery Instructions.),,,,,,,,Course Description:,Introduction to grammar and basic vocabulary of Swahili. Emphasis on comprehension and oral practice. Reading of selected texts. Relation of the language to its East African cultural context.,NEW280Y1,Exclusion:,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,,
NMC,"Topics in Judaism and Feminism: Conflict, Competition, Complement",NMC284H1-F,,halakhah,,,,,,LEC0101,Monday,—,13:00,15:00,,,,,BF 315,https://map.utoronto.ca/?id=1809#!m/494497,,,"Meacham, T.",of  available,15,20,Yes: 0 student,In Person,,,,,,Room,,Course Description:,"Agitation for change exists in religious practice worldwide in areas of access, status, inclusion, and egalitarianism. Traditional religion is often in conflict with egalitarian modernity. This sometimes results in difficulties with religious identification. This course will explore the interaction between feminism and Judaism. We will examine how Jewish law () sometimes conflicts with ideas of egalitarianism particularly in legal disabilities for women such as divorce, lack of access to high-level Torah study, and discrimination in public religious roles. The traditional exemption of women from the obligation of Torah study had great impact on women’s religious responsibility and status. Various movements within Judaism competed in efforts to resolve these difficulties. In this course we will consider to what extent inclusion and egalitarianism have become complementary to traditional Judaism.",Humanities,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,,,,
RLG,The History of Buddhist Meditation,JNR301H1-S,,,,,,,,LEC9901,6.0 hours / week,,,,,,,,,,—,,,of  available,27,60,Yes: 0 student,Asynchronous,,,,,,Room,—,Course Description:,"This course will survey historical, cultural, and textual contexts for Buddhist meditative and contemplative practices and techniques.",RLG206H1/NEW232Y1/BPM232H1,Prerequisite:,Humanities,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,,
MUSIC,African Popular Music,MUS301H1-F,,,,,,,,LEC0101,Thursday,—,13:00,15:00,,,,,NF 003,https://map.utoronto.ca/?id=1809#!m/494600,,,"Copeland, L.",of  available,235,300,Yes: 0 student,In Person,,,,,,Room,,Course Description:,"A survey of popular music in Sub-Saharan Africa from the 1920s to today. Students will listen to and think critically about a range of musical genres in their historical and social contexts. Case studies include Ghanaian highlife, Congolese rumba, Ethiopian jazz, South African kwaito, and Nigerian afrobeat(s). In our exploration of popular genres, we will engage topics of colonialism, nationalism, ethnicity, aesthetics, commodification, and appropriation, among others. No prior background in music is required.",Creative and Cultural Representations (1),Breadth Requirement:,,,,,,
NEW,"C.G. Jung: Stories, Patterns, Symbols",NEW302Y1-Y,,,,,Room,1st Term,2nd Term,LEC5101,Thursday,—,18:00,21:00,,,,,WE 54F,https://map.utoronto.ca/?id=1809#!m/494509,WE 54F,https://map.utoronto.ca/?id=1809#!m/494509,"Todd, A.",of  available,7,28,Yes: 0 student,In Person,,,,,,,,Course Description:,"Impact of Jung's analytical psychology, critical methodology and interpretative practice on issues in religion, anthropology, art and literature, popular culture, gender studies and postmodernist critique. Theoretical studies include traditional Jungian and contemporary post-Jungian texts together with feminist and non-Jungian sources.","Four FCEs, at least one of which should be in the humanities",Prerequisite:,Humanities,Distribution Requirement:,"Creative and Cultural Representations (1), Thought, Belief and Behaviour (2)",Breadth Requirement:,,
NEW,Hypotheses of the Unconscious,NEW303H1-F,,,,,,,,LEC0101,Wednesday,—,10:00,13:00,,,,,WI 524,https://map.utoronto.ca/?id=1809#!m/494503,,,"Todd, A.",of  available,4,40,Yes: 0 student,In Person,,,,,,Room,,Course Description:,"Current discussions of the hypotheses, starting with Freud's and Jung's hypotheses, especially Jung's collective unconscious; critical examination through retrospective analysis of the evolution and development of the concept in works from philosophy, psychology, poetry, ethnology, science and popular culture that anticipated, influenced or were influenced by the work of Freud and Jung, post-Freudians and post-Jungians.","Four FCEs, at least one of which should be in the humanities",Prerequisite:,NEW302Y1,Recommended Preparation:,Humanities,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:
NMC,Introductory Akkadian,NML305Y1-Y,,,,,Room,1st Term,2nd Term,LEC0101,Tuesday,—,10:00,12:00,Thursday,—,10:00,12:00,UC 53,https://map.utoronto.ca/?id=1809#!m/494517,IN 312,https://map.utoronto.ca/?id=1809#!m/494541,"Kelley, K.",of  available,3,10,Yes: 0 student,In Person,,,,,,,,Course Description:,Introduction to Old Babylonian. Grammar and the reading of selected texts.,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,,,,
NMC,Intermediate Standard Arabic II,NML310Y1-Y,,,,,Room,1st Term,2nd Term,LEC9901,Monday,—,13:00,15:00,Wednesday,—,13:00,15:00,,,,,"Ali, A.",of  available,6,15,Yes: 0 student,Online - Synchronous,,,,,,,,Course Description:,"This course assumes active knowledge of the content covered in NML210Y. As the course progresses, students are introduced to increasingly complex morphological and syntactic patterns of Arabic. This is achieved through analysis of texts covering a wide range of genres. By the end of the course, students are expected to achieve advanced level of proficiency.",NML210Y1 or permission of the instructor.,Prerequisite:,Native speakers. Priority enrollment will be given to declared NMC majors/specialists.,Exclusion:,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:
NEW,"Caribbean Foodways Across History, Culture and Diaspora",CAR315H1-S,Delivery instructions,Note:,"Some aspects of the course are delivered on line at the scheduled time and students are required to attend online at the same time. Students need an internet connection and access to the course website (Quercus) and the ability to use online tools made available by the university, such as Office 365, Zoom and BB Collaborate. Students may require access to a webcam and microphone.","Thought, Belief and Behaviour (2)",,,,LEC9901,Thursday,—,14:00,16:00,,,,,,,—,,,of  available,4,40,Yes: 0 student,Online - Synchronous (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",CARIBBEAN STUDIES     (Faculty of Arts and Science),"CARIBBEAN STUDIES     (John H. Daniels Faculty of Architecture, Landscape, & Design)",Room,—,Course Description:,"Examines the historical roots of regional Caribbean food from the colonial period to the present day, and then moves to study Caribbean food in the global and Caribbean-Canadian diasporas, in the literary imagination, as a marker of personal, group and national identity, and as cultural expression.",Completion of 4.0 credits.,Prerequisite:,NEW315H1,Exclusion:,HIS230H1/HIS231H1/CAR120Y1/CAR220H1/CAR221H1/NEW224Y1/CAR225H1/CAR226H1/CSE240H1,Recommended Preparation:,Humanities,Distribution Requirement:
NEW,Caribbean Religions,CAR316H1-F,,,,,,,,LEC0101,Tuesday,—,15:00,17:00,,,,,,,—,,"Garcia-Dominguez, B.",of  available,30,40,Yes: 0 student,Online - Synchronous,,,,,,Room,,Course Description:,"Explores the complex and dynamic practices, philosophies and political and cultural contexts of Caribbean religions. Topics may include the profound impact - in both the Caribbean and its diasporas - of Caribbean Christianities, Hinduisim and Islam as well as Afro-Creole religions such as Vodun, Rastafari and Santeria.",HIS230H1/HIS231H1/CAR120Y1/CAR220H1/CAR221H1/NEW224Y1/CAR225H1/CAR226H1,Prerequisite:,"NEW316H1, NEW329H1 (Special Topics in Caribbean Studies: Caribbean Religions); offered in Fall 2014 and Fall 2015",Exclusion:,Humanities,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:
