resultDept,pbot15,hiCC,colSectionLocRoomTitle,colSectionLocRooms,colSectionLocRooms 2,colCode,weekDay,dayInfo,dayInfo 2,dayInfo 3,weekDay 2,weekDay href,weekDay 3,alignC,colAvail,numCurr,numTot,numWait,onlineMeeting,legendControl 2,legendControl 3,enConDesc,extraTxt,extraTxt 2,extraTxt 3,extraTxt 4,extraTxt 5,extraTxt 6,headerSect 7,colInst,enConList,enConList 2,enConList 3,extraTxt 7,extraTxt 8,extraTxt 9,extraTxt 10,extraTxt 11,extraTxt 13,extraTxt 14
VIC,Physical Sciences Today,VIC172Y1-Y,Room,1st Term,2nd Term,LEC0101,Wednesday,—,14:00,16:00,NF 004,https://map.utoronto.ca/?id=1809#!m/494600,NF 004,,of  available,1,25,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,Course Description:,How is science performed and what enables scientific progress? What are our responsibilities as scientists? We base the discussion mostly on the development of microscopy tools. We look at how scientific discoveries affect and were affected by society. This course explores the complementary skills and knowledge needed by modern scientists. Restricted to first-year students. Not eligible for CR/NCR option.,admission to Vic One,Prerequisite:,"VIC173Y1 and 1.0 FCE selected from first-year course offerings in the sciences (0.5 FCE must be a CHM, MAT or PHY course)",Corequisite:,,"Istrate, E.",,,,,,"Innis One, Munk One, New One, SMC One, Trinity One, UC One, Woodsworth One, 199 seminars, Vic One Hundred courses.",Exclusion:,Breadth Requirement:,"Science, Social Science",Distribution Requirement:
VIC,Philosophy of Science for Physical Scientists,VIC173Y1-Y,Room,1st Term,2nd Term,LEC0101,Friday,—,14:00,16:00,VC 304,https://map.utoronto.ca/?id=1809#!m/494602,VC 304,,of  available,1,25,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,Course Description:,"This course introduces students to some of the issues in the philosophy of science, in general, and in the philosophy of physics, in particular. Topics include the scientific method and its controversies, the meaning of time and its properties, realism versus competing approaches, thought experiments, and quantum mechanics. Restricted to first-year students. Not eligible for CR/NCR option.",admission to Vic One,Prerequisite:,"VIC172Y1 and 1.0 FCE selected from first-year course offerings in the sciences (0.5 FCE must be a CHM, MAT or PHY course)",Corequisite:,,"Barseghyan, H.",,,,,,"Innis One, Munk One, New One, SMC One, Trinity One, UC One, Woodsworth One, 199 seminars, Vic One Hundred courses.",Exclusion:,Breadth Requirement:,"Science, Social Science",Distribution Requirement:
VIC,Events in the Public Sphere: World Affairs,VIC181H1-F,,,,LEC0101,Monday,—,14:00,16:00,VC 304,https://map.utoronto.ca/?id=1809#!m/494602,,,of  available,1,25,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,Course Description:,"This course will review issues in contemporary world affairs, from the fall of the Berlin Wall to the present day. The course will examine the politics and practice of foreign policy decision making. Issues to be covered include the collapse of the Soviet Union, intervention in humanitarian crises, and the conflicts in Afghanistan and Iraq. Restricted to first-year students. Not eligible for CR/NCR option.",Admission to Vic One,Prerequisite:,"VIC183H1, VIC184H1, VIC185H1, and 1.0 FCE in any 100-level course in ECO, HIS or POL",Corequisite:,Room,"Wright, D.",,,,,,"Innis One, Munk One, New One, SMC One, Trinity One, UC One, Woodsworth One, 199 seminars, Vic One Hundred courses.",Exclusion:,Breadth Requirement:,Social Science,Distribution Requirement:
VIC,Events in the Public Sphere: World Affairs,VIC181H1-S,,,,LEC0101,Monday,—,14:00,16:00,NF 231,https://map.utoronto.ca/?id=1809#!m/494600,,,of  available,0,25,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,Course Description:,"This course will review issues in contemporary world affairs, from the fall of the Berlin Wall to the present day. The course will examine the politics and practice of foreign policy decision making. Issues to be covered include the collapse of the Soviet Union, intervention in humanitarian crises, and the conflicts in Afghanistan and Iraq. Restricted to first-year students. Not eligible for CR/NCR option.",Admission to Vic One,Prerequisite:,"VIC183H1, VIC184H1, VIC185H1, and 1.0 FCE in any 100-level course in ECO, HIS or POL",Corequisite:,Room,"Wright, D.",,,,,,"Innis One, Munk One, New One, SMC One, Trinity One, UC One, Woodsworth One, 199 seminars, Vic One Hundred courses.",Exclusion:,Breadth Requirement:,Social Science,Distribution Requirement:
VIC,Individuals and the Public Sphere: Shaping Memory,VIC183H1-F,,,,LEC0101,Thursday,—,10:00,12:00,NF 231,https://map.utoronto.ca/?id=1809#!m/494600,,,of  available,1,25,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,Course Description:,"This course explores how public service and citizenship are developed. Topics may include the role of law and government, civil liberties, rights and responsibilities, and the creation of policy, as well as how these factors shape collective memory. Restricted to first-year students. Not eligible for CR/NCR option.",Admission to Vic One,Prerequisite:,"VIC181H1, VIC184H1, VIC185H1, and 1.0 credit in any 100-level course in ECO, HIS or POL",Corequisite:,Room,"Johal, S.",,,,,,"Innis One, Munk One, New One, SMC One, Trinity One, UC One, Woodsworth One, 199 seminars, Vic One Hundred courses.",Exclusion:,Breadth Requirement:,Social Science,Distribution Requirement:
VIC,Individuals and the Public Sphere: Shaping Memory,VIC183H1-S,,,,LEC0101,Thursday,—,10:00,12:00,NF 231,https://map.utoronto.ca/?id=1809#!m/494600,,,of  available,0,25,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,Course Description:,"This course explores how public service and citizenship are developed. Topics may include the role of law and government, civil liberties, rights and responsibilities, and the creation of policy, as well as how these factors shape collective memory. Restricted to first-year students. Not eligible for CR/NCR option.",Admission to Vic One,Prerequisite:,"VIC181H1, VIC184H1, VIC185H1, and 1.0 credit in any 100-level course in ECO, HIS or POL",Corequisite:,Room,"Johal, S.",,,,,,"Innis One, Munk One, New One, SMC One, Trinity One, UC One, Woodsworth One, 199 seminars, Vic One Hundred courses.",Exclusion:,Breadth Requirement:,Social Science,Distribution Requirement:
VIC,"Individuals and the Public Sphere: History, Historiography and Making Cultural Memory",VIC184H1-F,,,,LEC0101,Monday,—,14:00,15:00,NF 119,https://map.utoronto.ca/?id=1809#!m/494600,NF 119,,of  available,0,25,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,Course Description:,"A seminar course that examines the contribution of an individual or individuals to the public sphere. The course will explore how public service and citizenship are developed in social, philosophical, and cultural contexts. We will examine our evolving role in developing collective, cultural and counter memory. Restricted to first-year students. Not eligible for CR/NCR option.",Admission to Vic One,Prerequisite:,"VIC181H1, VIC183H1, VIC185H1, and 1.0 FCE in any 100-level course in ECO, HIS or POL",Corequisite:,Room,"Urbancic, A.",,,,,,"Innis One, Munk One, New One, SMC One, Trinity One, UC One, Woodsworth One, 199 seminars, Vic One Hundred courses.",Exclusion:,Breadth Requirement:,Social Science,Distribution Requirement:
VIC,"Individuals and the Public Sphere: History, Historiography and Making Cultural Memory",VIC184H1-S,,,,LEC0101,Monday,—,14:00,15:00,NF 235,https://map.utoronto.ca/?id=1809#!m/494600,NF 235,,of  available,1,25,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,Course Description:,"A seminar course that examines the contribution of an individual or individuals to the public sphere. The course will explore how public service and citizenship are developed in social, philosophical, and cultural contexts. We will examine our evolving role in developing collective, cultural and counter memory. Restricted to first-year students. Not eligible for CR/NCR option.",Admission to Vic One,Prerequisite:,"VIC181H1, VIC183H1, VIC185H1, and 1.0 FCE in any 100-level course in ECO, HIS or POL",Corequisite:,Room,"Urbancic, A.",,,,,,"Innis One, Munk One, New One, SMC One, Trinity One, UC One, Woodsworth One, 199 seminars, Vic One Hundred courses.",Exclusion:,Breadth Requirement:,Social Science,Distribution Requirement:
VIC,Events in the Public Sphere: Social Justice,VIC185H1-F,,,,LEC0101,Thursday,—,10:00,12:00,EM 119,https://map.utoronto.ca/?id=1809#!m/494463,,,of  available,0,25,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,Course Description:,"This course uses events to discuss the nature of society including major revolutions, economic crises, and the impact of significant artistic, cultural and technological developments. Emphasis on our responsibilities towards social justice. Restricted to first-year students. Not eligible for CR/NCR option.",Admission to Vic One,Prerequisite:,"VIC181H1, VIC183H1, VIC184H1, and 1.0 FCE in any 100-level course in ECO, HIS or POL",Corequisite:,Room,"Falkenheim, V.",,,,,,"Innis One, Munk One, New One, SMC One, Trinity One, UC One, Woodsworth One, 199 seminars, Vic One Hundred courses.",Exclusion:,Breadth Requirement:,Social Science,Distribution Requirement:
VIC,Events in the Public Sphere: Social Justice,VIC185H1-S,,,,LEC0101,Thursday,—,10:00,12:00,NF 235,https://map.utoronto.ca/?id=1809#!m/494600,,,of  available,1,25,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,Course Description:,"This course uses events to discuss the nature of society including major revolutions, economic crises, and the impact of significant artistic, cultural and technological developments. Emphasis on our responsibilities towards social justice. Restricted to first-year students. Not eligible for CR/NCR option.",Admission to Vic One,Prerequisite:,"VIC181H1, VIC183H1, VIC184H1, and 1.0 FCE in any 100-level course in ECO, HIS or POL",Corequisite:,Room,"Falkenheim, V.",,,,,,"Innis One, Munk One, New One, SMC One, Trinity One, UC One, Woodsworth One, 199 seminars, Vic One Hundred courses.",Exclusion:,Breadth Requirement:,Social Science,Distribution Requirement:
VIC,The Art and Literature of Leadership 1,VIC186H1-F,,,,LEC5101,Tuesday,—,18:00,20:00,EM 119,https://map.utoronto.ca/?id=1809#!m/494463,,,of  available,0,25,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,Course Description:,"What is a leader? Are leaders born or are they made, and if they are made is there a craft to being able to lead others? Through works of art, film, and literature, this course examines the various types of men and women who become leaders from natural-born talents to statesmen and state-crafters and individual entrepreneurs with the purpose of defining those qualities that make for the leaders of tomorrow. Restricted to first-year students. Not eligible for CR/NCR option.",Admission to Vic One,Prerequisite:,"VIC187H1, VIC188H1, VIC189H1, ECO101H1 and ECO102H1",Corequisite:,Room,"Rupp, S.",,,,,,"VIC186Y1, Innis One, Munk One, New One, SMC One, Trinity One, UC One, Woodsworth One, 199 seminars, Vic One Hundred.",Exclusion:,Breadth Requirement:,Humanities,Distribution Requirement:
VIC,"Prosperity, Justice, and Sustainability: Introduction to Public Policy",VIC187H1-F,,,,LEC5101,Monday,—,17:00,19:00,EM 119,https://map.utoronto.ca/?id=1809#!m/494463,,,of  available,0,25,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,Course Description:,"This course introduces policy applications of measurement tools and economic concepts by analyzing current issues in the news, such as public spending and debt, health care, social security, energy, climate change, innovation, and education. Concepts from the philosophy and history of economic thought will be used to address such questions as: What is the nature of economic explanations? Do they tell us the truth about reality? Restricted to first-year students. Not eligible for CR/NCR option.",Admission to Vic One,Prerequisite:,"VIC186Y1, VIC188H1, ECO101H1 and ECO102H1",Corequisite:,Room,"Wynne, K.",,,,,,"Innis One, Munk One, New One, SMC One, Trinity One, UC One, Woodsworth One, 199 seminars, Vic One Hundred.",Exclusion:,Breadth Requirement:,Social Science,Distribution Requirement:
VIC,"Corporate Citizenship, Sustainability, and Ethics",VIC188H1-S,,,,LEC5101,Monday,—,17:00,19:00,NF 235,https://map.utoronto.ca/?id=1809#!m/494600,,,of  available,0,25,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,Course Description:,"Drawing together philosophical background readings with contemporary applications, this course addresses issues of corporate social responsibility, business ethics, human rights, diversity, and equity, and considers how these topics intersect with a wide range of global practices. Restricted to first-year students. Not eligible for CR/NCR option.",Admission to Vic One,Prerequisite:,"VIC186Y1, VIC187H1, ECO101H1 and ECO102H1",Corequisite:,Room,"Cecil, W.",,,,,,"Innis One, Munk One, New One, SMC One, Trinity One, UC One, Woodsworth One, 199 seminars, Vic One Hundred.",Exclusion:,Breadth Requirement:,Humanities,Distribution Requirement:
VIC,The Art and Literature of Leadership 2,VIC189H1-S,,,,LEC0101,Friday,—,11:00,13:00,NF 235,https://map.utoronto.ca/?id=1809#!m/494600,,,of  available,0,25,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,Course Description:,"What is a leader? Are leaders born or are they made, and if they are made is there a craft to being able to lead others? Through works of art, film, and literature, this course examines the various types of men and women who become leaders from natural-born talents to statesmen and state-crafters and individual entrepreneurs with the purpose of defining those qualities that make for the leaders of tomorrow. Restricted to first-year students. Not eligible for CR/NCR option.",Admission to Vic One,Prerequisite:,"VIC186H1, VIC187H1, VIC188H1, ECO101H1 and ECO102H1",Corequisite:,Room,"Borins, S.",,,,,,"VIC186Y1, Innis One, Munk One, New One, SMC One, Trinity One, UC One, Woodsworth One, 199 seminars, Vic One Hundred.",Exclusion:,Breadth Requirement:,Humanities,Distribution Requirement:
VIC,The Arts and Society,VIC190Y1-Y,Room,1st Term,2nd Term,LEC0101,Friday,—,10:00,12:00,NF 004,https://map.utoronto.ca/?id=1809#!m/494600,NF 004,,of  available,3,25,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,Course Description:,"The artist, filmmaker, poet or dramatist has changed society and how we imagine our future. The course explores a number of paradigm cases of how the arts have interacted with social problems. Both historical and current examples of the role of the imaginative arts will be explored. Restricted to first-year students. Not eligible for CR/NCR option.",Admission to Vic One,Prerequisite:,VIC191Y1 and 1.0 FCE in any 100-level course in ARC or CIN or DRM or ENG or MUS or VIS,Corequisite:,,"Sol, A.",,,,,,"Innis One, Munk One, New One, SMC One, Trinity One, UC One, Woodsworth One, 199 seminars, Vic One Hundred courses.",Exclusion:,Breadth Requirement:,Humanities,Distribution Requirement:
TRIN,Disaster and Terrorism: Religion and Ethics at Ground Zero,TRN191H1-S,,,,LEC0101,Thursday,—,13:00,15:00,TC 22,https://map.utoronto.ca/?id=1809#!m/494461,,,of  available,0,25,Yes: 17 students,In Person,Restricted (R2),Enrolment Controls:,"This section is restricted to two groups of students. Group 1 is given priority access until July 28. There is no course enrolment on July 29. Beginning July 30, Group 2 can enrol in this section:",Course Description:,"In response to contemporary terrorist attacks and natural disasters, many are led to cry, “The world will never be the same!” How should such statements be evaluated? What impact do they have on social and political life? This course explores religious and cultural responses to human tragedy and cultural shock. Discussion will attend to debates over the meaning of suffering, public reactions to terrorism, the traumas of natural disasters, and the role of media in covering such events. These themes are engaged from the perspectives of ethics, cultural theory, religious studies, and theology. The course focuses on popular responses to events that include: the Lisbon Earthquake of 1755, the First World War, the Holocaust, Hurricane Katrina, the Japanese experiences of Hiroshima and Fukushima, 9/11, and more recent examples of terrorism and disaster. Attention will be given to concerns such as the impact of trauma on social and political debate, the function of religious discourse in the face of tragedy, the nature of ideology, and the relationship between religion and violence. A thematic concern throughout the course will be the nature of ethical commitment in the midst of confusion and social disruption. Restricted to first-year students. Not available for CR/NCR option.",Humanities,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,Room,"Brittain, C.",Group 1: Year 1    Trinity College  (Faculty of Arts and Science),Group 2: Year 1      (Faculty of Arts and Science),,,,,,,,
VIC,Artistic Creation and Public Issues,VIC191Y1-Y,Room,1st Term,2nd Term,LEC0101,Tuesday,—,15:00,17:00,NF 235,https://map.utoronto.ca/?id=1809#!m/494600,NF 235,,of  available,3,25,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,Course Description:,"This course addresses social issues through the exploration of creative activity and the imaginative arts. Topics will be discussed from historical, ethical and philosophical perspectives, and might be considered either in a group or individually. Restricted to first-year students. Not eligible for CR/NCR option.",Admission to Vic One,Prerequisite:,VIC190Y1 and 1.0 FCE in any 100-level course in ARC or CIN or DRM or ENG or MUS or VIS,Corequisite:,,"Battershill, C.",,,,,,"Innis One, Munk One, New One, SMC One, Trinity One, UC One, Woodsworth One, 199 seminars, Vic One Hundred courses.",Exclusion:,Breadth Requirement:,Humanities,Distribution Requirement:
TRIN,Public Health in Canada: Health for the 21st Century,TRN192H1-S,,,,LEC0101,Wednesday,—,14:00,16:00,LA 200,https://map.utoronto.ca/?id=1809#!m/494544,,,of  available,0,25,Yes: 1 student,In Person,Restricted (R2),Enrolment Controls:,"This section is restricted to two groups of students. Group 1 is given priority access until July 28. There is no course enrolment on July 29. Beginning July 30, Group 2 can enrol in this section:",Course Description:,"This course deals with preventive care and population health. It will also move into new areas like healthcare and the environment (climate change) and the greening of healthcare. It will look at health as an extension of democracy – of how health extends individual rights beyond the political realm to the social realm, of how it can build social capital and knit populations together. It will look at areas inimical to health, ‘detriments to health’ and how economic inequality can lead to health inequality. Along with this it will look at ways of empowering the individual, the public as agent and a role of public engagement by major institutions. It will also push beyond the popular determinants of health to engage students in a paradigm on next steps, the future challenges in population health. Restricted to first-year students. Not eligible for CR/NCR option.",Social Science,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,Room,"Boehm, L.",Group 1: Year 1    Trinity College  (Faculty of Arts and Science),Group 2: Year 1      (Faculty of Arts and Science),,,,,,,,
TRIN,"Canadian Health Policy: Past, Present and Future",TRN193H1-F,,,,LEC0101,Wednesday,—,14:00,16:00,LA 200,https://map.utoronto.ca/?id=1809#!m/494544,,,of  available,10,25,Yes: 0 student,In Person,Restricted (R2),Enrolment Controls:,"This section is restricted to two groups of students. Group 1 is given priority access until July 28. There is no course enrolment on July 29. Beginning July 30, Group 2 can enrol in this section:",Course Description:,"This is a health systems course. It deals with illness care, individual health, and health insurance. It will take a comparative and historical approach. We will look at the genesis of Canadian healthcare, our benefits and those other countries provide (e.g., pharmacare, dental care). We will look at indirect contributors like childcare and basic income. We will examine the public-private debate. We will also take some novel approaches. One is that the university has an expanded role in the 21st century, one that involves public outreach, a role that includes healthcare. Recent academic literature on healthcare notes that it is nation-building. We will look at why. We will examine some cutting-edge ideas, like integrated care, the learning health system, the concept of customer-owners. We will explore whether our healthcare system needs to be anchored by ‘institutions of excellence’ and identify these. Restricted to first-year students. Not eligible for CR/NCR option.",Social Science,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,Room,"Boehm, L.",Group 1: Year 1    Trinity College  (Faculty of Arts and Science),Group 2: Year 1      (Faculty of Arts and Science),,,,,,,,
TRIN,Literature and Wicked Problems,TRN194H1-S,,,,LEC0101,Tuesday,—,12:00,14:00,HI CART,https://map.utoronto.ca/?id=1809#!m/494576,,,of  available,4,30,Yes: 0 student,In Person,Restricted (R2),Enrolment Controls:,"This section is restricted to two groups of students. Group 1 is given priority access until July 28. There is no course enrolment on July 29. Beginning July 30, Group 2 can enrol in this section:",Course Description:,"This course explores contemporary literature in relation to the interdisciplinary framework of “wicked problems.” Research emphasizes that complex, entrenched problems, like government relations with Indigenous peoples or human impacts on the climate, involve interconnected systems and require approaches that cross disciplines and types of knowledge. The course examines the role of literary works (mostly 21st-century fiction) in addressing these issues of pressing concern to students as global citizens. Critical thinking, scholarly reading and database research are foundational skills that this course strengthens in order to prepare students for their writing in disciplines across the university. Restricted to first-year students. Not eligible for CR/NCR option.",Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,Room,"Stevenson, S.",Group 1: Year 1    Trinity College  (Faculty of Arts and Science),Group 2: Year 1      (Faculty of Arts and Science),,,,,,,,
TRIN,The Literature of Heroes and Horrors,TRN195H1-F,,,,LEC0101,Tuesday,—,12:00,14:00,HI CART,https://map.utoronto.ca/?id=1809#!m/494576,,,of  available,0,25,Yes: 0 student,In Person,Restricted (R2),Enrolment Controls:,"This section is restricted to two groups of students. Group 1 is given priority access until July 28. There is no course enrolment on July 29. Beginning July 30, Group 2 can enrol in this section:",Course Description:,"This course explores contemporary literary works that redefine heroism in light of personal and cultural trauma. What does recent literature (mostly 21st-century fiction) show us about the nature of heroism in our time? To answer this question, the course examines theories of psychological trauma, studies in the field of positive psychology, and research on gothic and dystopian literature. Critical thinking, scholarly reading and database research are foundational skills that the course strengthens in order to prepare students for their writing in disciplines across the university. Restricted to first-year students. Not eligible for CR/NCR option.",Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,Room,"Stevenson, S.",Group 1: Year 1    Trinity College  (Faculty of Arts and Science),Group 2: Year 1      (Faculty of Arts and Science),,,,,,,,
TRIN,Joy and Resistance in Diverse Storytelling,TRN196H1-S,,,,LEC0101,Thursday,—,11:00,13:00,LA 340,https://map.utoronto.ca/?id=1809#!m/494544,,,of  available,18,25,Yes: 0 student,In Person,Restricted (R2),Enrolment Controls:,"This section is restricted to two groups of students. Group 1 is given priority access until July 28. There is no course enrolment on July 29. Beginning July 30, Group 2 can enrol in this section:",Course Description:,"""Can we speak about joy for once?"" In contemporary literature from Black, Indigenous and People of Colour (BIPOC) authors across Canada and Turtle Island, there is a resurgence in diasporic stories that capture the joy and resistance of carving space for community against the mechanisms of the state. This course explores how BIPOC literature has intersected with social problems and activist movements, creating spaces for readers to reflect on their own lived experiences. Students will expand their creative thinking, critical reading and scholarly writing skills through multi-modal assignments that offer connections to current issues and community knowledge. Restricted to first-year students. Not eligible for CR/NCR option.",Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,Room,"Simpson, L.",Group 1: Year 1    Trinity College  (Faculty of Arts and Science),Group 2: Year 1      (Faculty of Arts and Science),,,,,,,,
UC,Inventing Canada,CDN197H1-F,,,,LEC0101,Thursday,—,14:00,16:00,UC 175,https://map.utoronto.ca/?id=1809#!m/494517,,,of  available,0,30,Yes: 0 student,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Course Description:,"This course explores the ways that Canadian history and identity have been commemorated, interpreted and experienced, now and in the past. The course focuses in particular on who has been included or excluded in commemorative efforts over time. Key topics include representations of women, Indigenous peoples, and political figures on screen and through public installations like museum exhibits, plaques and statues. Case studies highlighting a range of interpretive media will encourage students to work with and discuss a range of primary and secondary sources, build critical thinking and academic writing skills. Restricted to first-year students. Not eligible for CR/NCR option.",Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,Room,"Barclay, K.",Year 1      (Faculty of Arts and Science),"Year 1      (John H. Daniels Faculty of Architecture, Landscape, & Design)",,,,,,,,
TRIN,"In the Shadow of the Vikings: Depictions of the Early Norse in Medieval, Modern, and Post-Modern Culture",TRN197H1-S,,,,LEC0101,Wednesday,—,14:00,16:00,TC 22,https://map.utoronto.ca/?id=1809#!m/494461,,,of  available,7,25,Yes: 0 student,In Person,Restricted (R2),Enrolment Controls:,"This section is restricted to two groups of students. Group 1 is given priority access until July 28. There is no course enrolment on July 29. Beginning July 30, Group 2 can enrol in this section:",Course Description:,"Although rarely attested during the historical era when they were active, since the early nineteenth century the word “Viking” has been popularly applied to describe groups of Scandinavian adventurers who marauded along the frontiers of Medieval Europe: in this respect, the image of “the Viking” may be regarded as much a modern, as it is a medieval, creation. The legacy of historical “Viking activities” was a factor in the development of modern nation states in Scandinavia and the Baltic region, and their contributions to the heritage of people residing in Britain, continental Europe, the Middle East, and even the Atlantic coast of Canada have been and continue to be cited to the present day. Aspects of culture attributed to “the Vikings”—their assumed independence, courage, resourcefulness, and tenacity in the face of adversity, as well as the occult characteristics of their cosmology—have, for better and worse, inspired modern artists, writers, composers, intellectuals, explorers and even political leaders, and persist in present day literature, art, music, sport and popular culture as well. Why and how do elements of historic Viking culture continue to evoke traditions and characteristics popularly attributed to “the Vikings”? What are some implications of “Viking-ness” for those people in the post-Viking Age past and/or present who we may regard—or may regard themselves—as the “cultural descendants” of the Vikings? In this seminar, participants will study selected cultural artifacts of the “post-Viking Age,” along with recent multidisciplinary research, to observe how various “post-Viking Age” cultures and subcultures have selectively appropriated elements of the “Viking” past. Restricted to first-year students. Not eligible for CR/NCR option.",Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,Room,"Herold, J.",Group 1: Year 1    Trinity College  (Faculty of Arts and Science),Group 2: Year 1      (Faculty of Arts and Science),,,,,,,,
UC,Hamilton: Musical and History,UNI197H1-F,,,,LEC0101,Tuesday,—,14:00,16:00,UC 163,https://map.utoronto.ca/?id=1809#!m/494517,,,of  available,6,30,Yes: 0 student,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Course Description:,"This course examines the American revolution and its reception in the musical “Hamilton.” The American revolution generated multiple stories that included and excluded actors, peoples, perspectives, and more. This course delves into the American revolution and the diversity of those engaged in it and affected by it. The songs, performances, and reception of the musical “Hamilton” are a key resource for exploring the events and role of the American Revolution. Restricted to first-year students. Not eligible for CR/NCR option.",Humanities,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,Room,"Anderson, H.",Year 1      (Faculty of Arts and Science),"Year 1      (John H. Daniels Faculty of Architecture, Landscape, & Design)",,,,,,,,
UC,"Canada, Colonialism and Settler Relations",CDN198H1-S,,,,LEC0101,Thursday,—,14:00,16:00,UC 67,https://map.utoronto.ca/?id=1809#!m/494517,,,of  available,0,30,Yes: 2 students,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Course Description:,"A First Year Foundations seminar focused on exploring Canada's colonial history and recent efforts to enact appropriate settler relations through an interdisciplinary lens. Topics will include contemporary land claims and treaty-making processes, the Royal Commission on Aboriginal Peoples, governmental apologies for the mistreatment of Indigenous peoples, the Truth and Reconciliation Commission, land acknowledgements, practices of allyship through social movement such as Idle No More, and efforts to influence Canada's overseas mining practices. Restricted to first-year students. Not eligible for CR/NCR option.",Society and its Institutions (3),Breadth Requirement:,,,Room,"Barclay, K.",Year 1      (Faculty of Arts and Science),"Year 1      (John H. Daniels Faculty of Architecture, Landscape, & Design)",,,,,,,,
