resultDept,pbot15,hiCC,extraTxt 2,extraTxt 3,extraTxt 4,extraTxt 5,extraTxt 6,extraTxt 7,extraTxt 8,colCode,weekDay,dayInfo,dayInfo 2,dayInfo 3,weekDay 2,dayInfo 4,dayInfo 5,dayInfo 6,weekDay 3,weekDay href,weekDay 4,weekDay href 2,weekDay 5,weekDay 6,colInst,colInst 2,colAvail,numCurr,numTot,numWait,onlineMeeting,legendControl 2,legendControl 3,enConDesc,enConList,enConList 2,enConList 3,enConList 4,enConList 5,headerSect 7,headerSect 8,headerSect 9,headerSect 10,headerSect 11,headerSect 12,colCode 2,weekDay 7,dayInfo 7,dayInfo 8,dayInfo 9,colAvail 2,numCurr 2,numTot 2,numWait 2,onlineMeeting 2,headerSect 13,weekDay href 8,weekDay 14,dayInfo 31,alignC 9,extraTxt 9,headerSect 79,legendControl 4,extraTxt 10,extraTxt 11,extraTxt 13
PSL,Molecular Aspects of Cardiovascular Function,PSL462H1-S,"Heart anatomy and development, ion channels and contractile proteins involved in cardiac and smooth muscle contraction are studied. Emphasis is on regulation of electrical and contractile function of kinases, metabolism, volume and ions.","PSL300H1, PSL301H1",Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,LEC0101,Wednesday,—,15:00,18:00,,,,,MS 4279,https://map.utoronto.ca/?id=1809#!m/494491,,,,,"Gramolini, A.","Heximer, S.",of  available,0,30,Yes: 6 students,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ0482 MA PHYSIOLOGY  - Year 4,ASSPE0482 SP PHYSIOLOGY  - Year 3,ASSPE0482 SP PHYSIOLOGY  - Year 4,,,,,,,,,,,,,,,,,,,,,,,,,Room,Timetable instructions,Note:,This course may be added on your ACORN account during your enrolment start date. The interim status (INT) will be updated to approved (APP) or refused (REF) in August. If you require additional information please contact Eva Eng at .,
PSL,Cardiovascular Physiology,PSL470H1-S,"Development of the cardiovascular system from conception to adulthood with particular emphasis on maturational changes, age-related differences and developmental problems from cellular/molecular to whole organ/system.","PSL300H1, PSL301H1",Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,LEC0101,Thursday,—,09:00,11:00,,,,,MS 3154,https://map.utoronto.ca/?id=1809#!m/494491,,,,,"Wittnich, C.",,of  available,63,140,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,
PHY,Supervised Study in Physics,PHY471Y1-Y,"An individual study program chosen by the student with the advice of, and under the direction of, a staff member. A student may take advantage of this course either to specialize further in a field of interest or to explore interdisciplinary fields not available in the regular syllabus. Consult the department web pages for some possible topics. This course may also be available in the summer. Not eligible for CR/NCR option.",Consult the Physics Associate Chair (Undergraduate Studies).,Prerequisite:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,LEC0101,,—,,,—,,,,—,,,,,,"Sinervo, P.",,of  available,9999,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Timetable instructions,Note:,"For 'E' indicator courses and any undergraduate inquiries contact: Undergraduate Coordinator at ugcoord@physics.utoronto.ca (416-978-7057), or Prof. P. Sinervo at: pekka.sinervo@utoronto.ca.",
PHY,Supervised Study in Physics,PHY472H1-F,"An individual study program chosen by the student with the advice of, and under the direction of, a staff member. A student may take advantage of this course either to specialize further in a field of interest or to explore interdisciplinary fields not available in the regular syllabus. Consult the department web pages for some possible topics. This course may also be available in the summer. Not eligible for CR/NCR option.",Consult the Physics Associate Chair (Undergraduate Studies).,Prerequisite:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,LEC0101,,—,,,,,,,,,,,—,,"Sinervo, P.",,of  available,9995,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,Timetable instructions,Note:,"For 'E' indicator courses and any undergraduate inquiries contact: Undergraduate Coordinator at ugcoord@physics.utoronto.ca (416-978-7057), or Prof. P. Sinervo at: pekka.sinervo@utoronto.ca.",
PHY,Supervised Study in Physics,PHY472H1-S,"An individual study program chosen by the student with the advice of, and under the direction of, a staff member. A student may take advantage of this course either to specialize further in a field of interest or to explore interdisciplinary fields not available in the regular syllabus. Consult the department web pages for some possible topics. This course may also be available in the summer. Not eligible for CR/NCR option.",Consult the Physics Associate Chair (Undergraduate Studies).,Prerequisite:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,LEC0101,,—,,,,,,,,,,,—,,"Sinervo, P.",,of  available,9999,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,Timetable instructions,Note:,"For 'E' indicator courses and any undergraduate inquiries contact: Undergraduate Coordinator at ugcoord@physics.utoronto.ca (416-978-7057), or Prof. P. Sinervo at: pekka.sinervo@utoronto.ca.",
PSL,Sleep Physiology and Chronobiology,PSL472H1-S,"This course covers the physiology underlying sleep and circadian rhythms, and their impact on important physiological processes and health. The integrative nature of the basic physiological processes is emphasized via discussions and clinical presentations. Overall, the aim is to present the full spectrum of integrative physiology from molecules and cells to understanding the sick patient.","PSL300H1, PSL301H1",Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,LEC0101,Tuesday,—,10:00,12:00,,,,,MC 254,https://map.utoronto.ca/?id=1809#!m/494474,,,,,"Horner, R.",,of  available,0,50,Yes: 23 students,In Person,Department Approval Required (AE),Enrolment Controls:,"This course requires approval from the department. The groups of students listed below can request enrolment for this course on ACORN until July 28. Once requested, the course will appear on ACORN with an Interim (INT) status until the sponsoring department has had an opportunity to review students' requests. Check ACORN after July 28 to see if your enrolment in the course has been Approved (APP) or Refused (REF). Beginning July 30 enrolment can no longer be requested on ACORN, and must instead be done by contacting the sponsoring department. The following list of students can request enrolment for this course on ACORN until July 28:",,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,Timetable instructions,Note:,This course may be added on your ACORN account during your enrolment start date. The interim status (INT) will be updated to approved (APP) or refused (REF) in August. If you require additional information please contact Eva Eng at .,
PHY,Undergraduate Research Project,PHY478H1-F,"An individual experimental or theoretical research project undertaken with the advice of, and under the direction of, a staff member. A student may take advantage of this course either to specialize further in a field of interest or to explore independent research. Consult the department web site for some possible topics. This course may also be available in the summer. Not eligible for CR/NCR option.",Consult the Physics Associate Chair (Undergraduate Studies),Prerequisite:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,LEC0101,,—,,,,,,,,,,,—,,"Sinervo, P.",,of  available,9993,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,Timetable instructions,Note:,"For 'E' indicator courses and any undergraduate inquiries contact: Undergraduate Coordinator at ugcoord@physics.utoronto.ca (416-978-7057), or Prof. P. Sinervo at: pekka.sinervo@utoronto.ca.",
PHY,Undergraduate Research Project,PHY478H1-S,"An individual experimental or theoretical research project undertaken with the advice of, and under the direction of, a staff member. A student may take advantage of this course either to specialize further in a field of interest or to explore independent research. Consult the department web site for some possible topics. This course may also be available in the summer. Not eligible for CR/NCR option.",Consult the Physics Associate Chair (Undergraduate Studies),Prerequisite:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,LEC0101,,—,,,,,,,,,,,—,,"Sinervo, P.",,of  available,9999,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,Timetable instructions,Note:,"For 'E' indicator courses and any undergraduate inquiries contact: Undergraduate Coordinator at ugcoord@physics.utoronto.ca (416-978-7057), or Prof. P. Sinervo at: pekka.sinervo@utoronto.ca.",
PHY,Undergraduate Research Project,PHY479Y1-Y,"An individual experimental or theoretical research project undertaken with the advice of, and under the direction of, a faculty member. A student may take advantage of this course either to specialize further in a field of interest or to explore independent research. Consult the department web site for possible topics. This course may also be available in the summer. Not eligible for CR/NCR option.",Consult the Physics Associate Chair (Undergraduate Studies),Prerequisite:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,LEC0101,,—,,,—,,,,—,,,,,,"Sinervo, P.",,of  available,9975,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Timetable instructions,Note:,"For 'E' indicator courses and any undergraduate inquiries contact: Undergraduate Coordinator at ugcoord@physics.utoronto.ca (416-978-7057), or Prof. P. Sinervo at: pekka.sinervo@utoronto.ca.",
PSL,Diving Physiology of Marine Mammals,PSL480H1-F,"This course compares and contrasts the physiological and anatomical adaptations exhibited by the different species of marine mammals in relationship to humans, with respect to diving.","(BIO270H1, BIO271H1)/PSL201Y1/PSL300H1, PSL301H1; PSL280H1",Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,LEC0101,Thursday,—,09:00,11:00,,,,,MS 4279,https://map.utoronto.ca/?id=1809#!m/494491,,,,,"Belanger, M.","Wittnich, C.",of  available,34,56,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,
PHY,Relativity Theory I,PHY483H1-F,"Basis of Einstein's theory: differential geometry, tensor analysis, gravitational physics leading to General Relativity. Theory starting from solutions of Schwarzschild, Kerr, etc.","PHY350H1, PHY354H1",Prerequisite:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,LEC0101,Monday,—,11:00,12:00,Thursday,—,11:00,12:00,MP 134,https://map.utoronto.ca/?id=1809#!m/494490,MP 134,https://map.utoronto.ca/?id=1809#!m/494490,Contact DEPT,,"Sealfon, C.","Sealfon, C.",of  available,44,66,Yes: 0 student,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,(Faculty of Applied Science & Engineering),,,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Friday,—,13:00,14:00,of  available,54,81,No,In Person,,https://map.utoronto.ca/?id=1809#!m/494490,MP 134,—,,,Room,,,,
PHY,Relativity Theory II,PHY484H1-S,"Applications of General Relativity to Astrophysics and Cosmology. Introduction to black holes, large-scale structure of the universe.",PHY483H1,Prerequisite:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,LEC0101,Monday,—,10:00,11:00,Thursday,—,10:00,11:00,SS 1087,https://map.utoronto.ca/?id=1809#!m/494510,SS 1087,https://map.utoronto.ca/?id=1809#!m/494510,,,"Curtin, D.","Curtin, D.",of  available,3,20,Yes: 0 student,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,(Faculty of Applied Science & Engineering),,,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Friday,—,13:00,14:00,of  available,12,30,No,In Person,,https://map.utoronto.ca/?id=1809#!m/494510,SS 2110,—,,,Room,,,,
PHY,Laser Physics,PHY485H1-F,"This course, which is intended to be an introduction to research in optical sciences, covers the statistics of optical fields and the physics of lasers. Topics include the principles of laser action, laser cavities, properties of laser radiation and its propagation, the diffraction of light, and spatial and temporal coherence.","PHY350H1, PHY358H1, PHY385H1/ECE318H1",Prerequisite:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,LEC0101,Monday,—,10:00,11:00,Thursday,—,10:00,11:00,MP 134,https://map.utoronto.ca/?id=1809#!m/494490,,,,,"James, D.","James, D.",of  available,56,64,Yes: 0 student,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,(Faculty of Applied Science & Engineering),,,,,,,,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494490,MP 134,—,,,Room,,,,
PHY,Condensed Matter Physics,PHY487H1-F,"Introduction to foundational concepts of condensed matter physics in the solid state. Main topics to be covered: crystal structure, reciprocal lattice, x-ray diffraction, crystal binding, lattice vibrations, phonons and electrons in solids, Fermi surfaces, energy bands, semiconductors and magnetism. Special topics to be surveyed: superconductivity and nanoelectronic transport.","PHY250H1, PHY252H1, PHY356H1",Prerequisite:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,LEC0101,Monday,—,14:00,15:00,Wednesday,—,14:00,15:00,MP 134,https://map.utoronto.ca/?id=1809#!m/494490,,,,,"Wei, J.","Wei, J.",of  available,53,71,Yes: 0 student,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,(Faculty of Applied Science & Engineering),,,,,,,,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494490,MP 134,—,,,Room,,,,
PHL,Advanced Topics in Philosophy,PHL489Y1-Y,Advanced Topics in Philosophy,Permission of the instructor and Department,Prerequisite:,Humanities,Distribution Requirement:,,,LEC0101,Friday,—,12:00,15:00,,,,,OI 3312,https://map.utoronto.ca/?id=1809#!m/494563,OI 3312,https://map.utoronto.ca/?id=1809#!m/494563,,,"Smith, J.",,of  available,0,10,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHY,Introduction to High Energy Physics,PHY489H1-F,"This course introduces the basics of fundamental particles and the strong, weak and electromagnetic forces that govern their interactions in the Standard Model of particle physics. Topics include relativistic kinematics, conservation laws, particle decays and scattering processes, with an emphasis on the techniques used for calculating experimental observables.","PHY354H1, PHY356H1",Prerequisite:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,LEC0101,Tuesday,—,14:00,15:00,Thursday,—,14:00,15:00,MP 134,https://map.utoronto.ca/?id=1809#!m/494490,,,,,"Luke, M.","Luke, M.",of  available,25,50,Yes: 0 student,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,(Faculty of Applied Science & Engineering),,,,,,,,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494490,MP 134,—,,,Room,,,,
PHL,Individual Studies,PHL490Y1-Y,Individual Studies. Not eligible for CR/NCR option.,Humanities,Distribution Requirement:,,,,,LEC0101,,—,,,—,,,,—,,,,,,,,of  available,9997,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,,,,,,,,,,,,,,,,,—,,,,,,
PHY,Current Interpretations of Quantum Mechanics,PHY491H1-S,"Different interpretations of quantum mechanics are presented and discussed, comparing and contrasting the various approaches to understanding the formalism of the theory.  We begin with “textbook quantum mechanics” and then discuss the Copenhagen view, operationalist quantum mechanics, hidden variable theories, Bohm-deBroglie theory, consistent histories, relational quantum mechanics, relative state approaches (many minds and many worlds); Qbism, the interactional interpretation, and collapse theories.",PHY456H1,Prerequisite:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,LEC0101,Monday,—,15:00,16:00,Wednesday,—,15:00,16:00,MP 134,https://map.utoronto.ca/?id=1809#!m/494490,MP 137,https://map.utoronto.ca/?id=1809#!m/494490,MP 137,,"Sipe, J.",,of  available,32,50,Yes: 0 student,In Person,,,,,,,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Monday,—,16:00,17:00,of  available,35,50,No,In Person,,https://map.utoronto.ca/?id=1809#!m/494490,MP 134,,,,Room,,,,
PHY,Advanced Atmospheric Physics,PHY492H1-F,"A preparatory course for research in experimental and theoretical atmospheric physics. Content will vary from year to year. Themes may include techniques for remote sensing of the Earth's atmosphere and surface; theoretical atmosphere-ocean dynamics; the physics of clouds, precipitation, and convection in the Earth's atmosphere.","PHY250H1, MAT235Y1/MAT237Y1/MAT257Y1",Prerequisite:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,LEC0101,Tuesday,—,15:00,16:00,Thursday,—,12:00,13:00,MP 134,https://map.utoronto.ca/?id=1809#!m/494490,MP 134,https://map.utoronto.ca/?id=1809#!m/494490,,,"Kushner, P.","Kushner, P.",of  available,30,50,Yes: 0 student,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,(Faculty of Applied Science & Engineering),,,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Tuesday,—,16:00,17:00,of  available,38,60,No,In Person,,https://map.utoronto.ca/?id=1809#!m/494490,MP 134,—,,,Room,,,,
PHY,Seismology,JPE493H1-F,"Why do earthquakes occur and how are they related to tectonic motion of the Earth's surface? What is the physics behind the propagation of seismic waves through the Earth, and how can it be used to determine the internal structures of the Earth? This introductory course is aimed at understanding the physics behind seismic wave propagation, as well as asymptotic and numerical solutions to the elastodynamic equation. Travel time and amplitude of seismic waves are discussed based on seismic ray theory, while numerical methods are introduced to obtain accurate solutions to more complex velocity structures. Seismic tomographic methods, including their applications to hydrocarbon reservoir imaging, are also covered.","JPE395H1, APM346H1/APM351Y1/MAT351Y1",Prerequisite:,PHY493H1,Exclusion:,ESS345H1,Recommended Preparation:,LEC0101,Monday,—,15:00,16:00,Wednesday,—,15:00,16:00,SS 1069,https://map.utoronto.ca/?id=1809#!m/494510,,,,,"Liu, Q.",,of  available,5,20,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494510,SS 1069,,,Science,Room,,,,Distribution Requirement:
