resultDept,pbot15,hiCC,legendControl,extraTxt,extraTxt 2,extraTxt 3,extraTxt 5,extraTxt 6,extraTxt 8,extraTxt 9,extraTxt 10,extraTxt 11,extraTxt 12,extraTxt 13,extraTxt 14,headerSect 3,colCode,weekDay,dayInfo,dayInfo 2,dayInfo 3,weekDay 2,dayInfo 4,dayInfo 5,dayInfo 6,weekDay 3,weekDay 4,colInst,colAvail,numCurr,numTot,numWait,onlineMeeting,legendControl 4,legendControl 5,enConDesc,enConList,enConList 2,enConList 3,enConList 4,headerSect 8,headerSect 9,headerSect 10,headerSect 11,headerSect 12,headerSect 13,headerSect 14,colCode 2,weekDay 5,dayInfo 7,dayInfo 8,dayInfo 9,weekDay 6,dayInfo 10,dayInfo 11,dayInfo 12,weekDay 7,colInst 2,colAvail 2,numCurr 2,numTot 2,numWait 2,onlineMeeting 2,legendControl 6,legendControl 7,enConDesc 2,headerSect 15,headerSect 16,headerSect 17,headerSect 18,headerSect 19,headerSect 20,headerSect 21,colCode 3,weekDay 9,dayInfo 13,dayInfo 14,dayInfo 15,weekDay 10,dayInfo 16,dayInfo 17,dayInfo 18,weekDay 12,colInst 3,colAvail 3,numCurr 3,numTot 3,numWait 3,onlineMeeting 3,legendControl 8,legendControl 9,enConDesc 3,headerSect 22,headerSect 23,headerSect 24,headerSect 25,headerSect 26,headerSect 27,headerSect 28,colCode 4,weekDay 13,dayInfo 19,dayInfo 20,dayInfo 21,weekDay 14,dayInfo 22,dayInfo 23,dayInfo 24,weekDay 15,weekDay 16,colAvail 4,numCurr 4,numTot 4,numWait 4,onlineMeeting 4,weekDay 17,dayInfo 25,dayInfo 26,dayInfo 27,weekDay 19,weekDay 20,weekDay 23,weekDay 24,weekDay 27,weekDay href,weekDay href 2,weekDay href 3,weekDay href 4,alignC,weekDay href 5,weekDay href 6,weekDay href 7,weekDay href 8,extraTxt 15,colNotes
CSC,Numerical Methods,CSC336H1-F,,,,,Breadth Requirement:,,"The study of computational methods for solving problems in linear algebra, non-linear equations, and approximation. The aim is to give students a basic understanding of both floating-point arithmetic and the implementation of algorithms used to solve numerical problems, as well as a familiarity with current numerical computing environments.","CSC148H1/CSC111H1; MAT133Y1(70%)/(MAT135H1, MAT136H1)/MAT135Y1/MAT137Y1/MAT157Y1, MAT221H1/MAT223H1/MAT240H1",Prerequisite:,"CSC350H1, CSC351H1. NOTE: Students not enrolled in the Computer Science Major or Specialist program at FAS, UTM, or UTSC, or the Data Science Specialist at FAS, are limited to a maximum of three 300-/400-level CSC/ECE half-courses.",Exclusion:,Science,Distribution Requirement:,Room,LEC5101,Tuesday,—,18:00,20:00,Tuesday,—,20:00,21:00,,,"Christara, C.",of  available,39,120,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Computer Science   (Faculty of Arts and Science),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BA 1130,BA 1130,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494470,https://map.utoronto.ca/?id=1809#!m/494470,,,,,,,,The Physical and Mathematical Universes (5),"September 13, 2021: Room updated."
CSC,Numerical Methods,CSC336H1-S,,,,,Breadth Requirement:,,"The study of computational methods for solving problems in linear algebra, non-linear equations, and approximation. The aim is to give students a basic understanding of both floating-point arithmetic and the implementation of algorithms used to solve numerical problems, as well as a familiarity with current numerical computing environments.","CSC148H1/CSC111H1; MAT133Y1(70%)/(MAT135H1, MAT136H1)/MAT135Y1/MAT137Y1/MAT157Y1, MAT221H1/MAT223H1/MAT240H1",Prerequisite:,"CSC350H1, CSC351H1. NOTE: Students not enrolled in the Computer Science Major or Specialist program at FAS, UTM, or UTSC, or the Data Science Specialist at FAS, are limited to a maximum of three 300-/400-level CSC/ECE half-courses.",Exclusion:,Science,Distribution Requirement:,Room,LEC0101,Tuesday,—,13:00,15:00,Thursday,—,13:00,14:00,,,"Christara, C.",of  available,29,120,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Computer Science   (Faculty of Arts and Science),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BA 1190,BA 1160,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494470,https://map.utoronto.ca/?id=1809#!m/494470,,,,,,,,The Physical and Mathematical Universes (5),"September 17, 2021: Room changed."
CSC,Introduction to Databases,CSC343H1-F,Delivery instructions,Note:,Special information regarding CSC343H1F only:,LEC0201,Breadth Requirement:,,"Introduction to database management systems. The relational data model. Relational algebra. Querying and updating databases: the query language SQL. Application programming with SQL. Integrity constraints, normal forms, and database design. Elements of database system technology: query processing, transaction management.","CSC111H1/ CSC165H1/ ​CSC240H1/ ​(MAT135H1, MAT136H1)/ MAT135Y1/ MAT137Y1/ ​MAT157Y1/ (MAT186H1, MAT187H1)/ (MAT194H1, MAT195H1)/ (ESC194H1, ESC195H1); CSC207H1/ CSC207H5/ CSCB07H3/ ECE345H1/ ESC190H1",Prerequisite:,"CSC443H1. NOTE: Students not enrolled in the Computer Science Major or Specialist program at FAS, UTM, or UTSC, or the Data Science Specialist at FAS, are limited to a maximum of three 300-/400-level CSC/ECE half-courses.",Exclusion:,Science,Distribution Requirement:,Room,LEC0101,Tuesday,—,15:00,18:00,Tuesday,—,15:00,18:00,—,—,"Horton, D.",of  available,9,234,Yes: 0 student,Online - Synchronous (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Computer Science   (Faculty of Arts and Science),Department of Computer Science   (Faculty of Arts and Science),Department of Computer Science   (Faculty of Arts and Science),(Faculty of Applied Science & Engineering),Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0102,Wednesday,—,13:00,15:00,Friday,—,13:00,14:00,—,"Horton, D.",of  available,91,149,Yes: 0 student,Online - Synchronous (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0201,Tuesday,—,15:00,18:00,,,,,,"Horton, D.",of  available,2,150,Yes: 0 student,Online - Synchronous (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,LEC2001,,,,,,,,,,,of  available,28,60,Yes: 0 student,Online - Synchronous (See Delivery Instructions.),,,,,,,,,,,,,,,,,,,The Physical and Mathematical Universes (5),"August 26, 2021:  Delivery Method Changed"
CSC,Introduction to Databases,CSC343H1-S,,,,,Breadth Requirement:,,"Introduction to database management systems. The relational data model. Relational algebra. Querying and updating databases: the query language SQL. Application programming with SQL. Integrity constraints, normal forms, and database design. Elements of database system technology: query processing, transaction management.","CSC111H1/ CSC165H1/ ​CSC240H1/ ​(MAT135H1, MAT136H1)/ MAT135Y1/ MAT137Y1/ ​MAT157Y1/ (MAT186H1, MAT187H1)/ (MAT194H1, MAT195H1)/ (ESC194H1, ESC195H1); CSC207H1/ CSC207H5/ CSCB07H3/ ECE345H1/ ESC190H1",Prerequisite:,"CSC443H1. NOTE: Students not enrolled in the Computer Science Major or Specialist program at FAS, UTM, or UTSC, or the Data Science Specialist at FAS, are limited to a maximum of three 300-/400-level CSC/ECE half-courses.",Exclusion:,Science,Distribution Requirement:,Room,LEC0101,Monday,—,11:00,12:00,Wednesday,—,11:00,12:00,RW 110,OI 2212,"Heap, D.",of  available,0,72,Yes: 13 students,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Computer Science   (Faculty of Arts and Science),Department of Computer Science   (Faculty of Arts and Science),Department of Computer Science   (Faculty of Arts and Science),(Faculty of Applied Science & Engineering),Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0201,Friday,—,11:00,12:00,Monday,—,12:00,13:00,RW 110,"Heap, D.",of  available,0,72,Yes: 13 students,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0301,Wednesday,—,12:00,13:00,Friday,—,12:00,13:00,WI 1016,"Kazakevich, M.",of  available,0,72,Yes: 9 students,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,LEC2001,Monday,—,16:00,17:00,Wednesday,—,16:00,17:00,OI 2212,RW 110,of  available,0,53,Yes: 12 students,In Person,Friday,—,16:00,17:00,RW 110,OI 2212,RW 110,RW 110,WI 1016,https://map.utoronto.ca/?id=1809#!m/494563,https://map.utoronto.ca/?id=1809#!m/494515,https://map.utoronto.ca/?id=1809#!m/494515,https://map.utoronto.ca/?id=1809#!m/494563,,https://map.utoronto.ca/?id=1809#!m/494515,https://map.utoronto.ca/?id=1809#!m/494515,https://map.utoronto.ca/?id=1809#!m/494503,https://map.utoronto.ca/?id=1809#!m/494503,The Physical and Mathematical Universes (5),
CSC,Parallel Programming,CSC367H1-F,,,,,Breadth Requirement:,,"Introduction to aspects of parallel programming. Topics include computer instruction execution, instruction-level parallelism, memory system performance, task and data parallelism, parallel models (shared memory, message passing); synchronization, scalability and Amdahl's law, Flynn taxonomy, vector processing and parallel computing architectures.",CSC258H1/ CSC258H5/ CSCB58H3; CSC209H1/ CSC209H5/ CSCB09H3,Prerequisite:,"NOTE: Students not enrolled in the Computer Science Major or Specialist program at FAS, UTM, or UTSC, or the Data Science Specialist at FAS, are limited to a maximum of three 300-/400-level CSC/ECE half-courses.",Exclusion:,Science,Distribution Requirement:,Room,LEC0101,Monday,—,10:00,11:00,Wednesday,—,10:00,11:00,Contact DEPT,Contact DEPT,"Mehri Dehnavi, M.",of  available,72,125,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Computer Science   (Faculty of Arts and Science),Department of Computer Science   (Faculty of Arts and Science),,,Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0201,Friday,—,10:00,11:00,Monday,—,11:00,12:00,,"Mehri Dehnavi, M.",of  available,63,125,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",,,,,,,,,Wednesday,—,11:00,12:00,Friday,—,11:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,SF 1101,SF 1101,,,,,,,,,,SF 1101,SF 1101,,,,https://map.utoronto.ca/?id=1809#!m/494481,https://map.utoronto.ca/?id=1809#!m/494481,https://map.utoronto.ca/?id=1809#!m/494481,https://map.utoronto.ca/?id=1809#!m/494481,,,,,,The Physical and Mathematical Universes (5),
CSC,Operating Systems,CSC369H1-F,,,,,Breadth Requirement:,,"Principles of operating systems. The operating system as a control program and as a resource allocator. The concept of a process and concurrency problems: synchronization, mutual exclusion, deadlock. Additional topics include memory management, file systems, process scheduling, threads, and protection.",CSC209H1/ CSC209H5/ CSCB09H3;  CSC258H1/ CSC258H5/ CSCB58H3,Prerequisite:,"NOTE: Students not enrolled in the Computer Science Major or Specialist program at FAS, UTM, or UTSC, or the Data Science Specialist at FAS, are limited to a maximum of three 300-/400-level CSC/ECE half-courses.",Exclusion:,Science,Distribution Requirement:,Room,LEC0101,Monday,—,14:00,15:00,Wednesday,—,14:00,15:00,,,"Reid, K.",of  available,0,125,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Computer Science   (Faculty of Arts and Science),Department of Computer Science   (Faculty of Arts and Science),,,Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,LEC5101,Friday,—,14:00,15:00,Wednesday,—,18:00,20:00,,"Reid, K.",of  available,1,125,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",,,,,,,,,Wednesday,—,20:00,21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BA 1130,BA 1130,,,,,,,,,,BA 1130,BA 1170,BA 1130,,,https://map.utoronto.ca/?id=1809#!m/494470,https://map.utoronto.ca/?id=1809#!m/494470,https://map.utoronto.ca/?id=1809#!m/494470,https://map.utoronto.ca/?id=1809#!m/494470,,https://map.utoronto.ca/?id=1809#!m/494470,,,,The Physical and Mathematical Universes (5),
CSC,Operating Systems,CSC369H1-S,,,,,Breadth Requirement:,,"Principles of operating systems. The operating system as a control program and as a resource allocator. The concept of a process and concurrency problems: synchronization, mutual exclusion, deadlock. Additional topics include memory management, file systems, process scheduling, threads, and protection.",CSC209H1/ CSC209H5/ CSCB09H3;  CSC258H1/ CSC258H5/ CSCB58H3,Prerequisite:,"NOTE: Students not enrolled in the Computer Science Major or Specialist program at FAS, UTM, or UTSC, or the Data Science Specialist at FAS, are limited to a maximum of three 300-/400-level CSC/ECE half-courses.",Exclusion:,Science,Distribution Requirement:,Room,LEC0101,Tuesday,—,14:00,15:00,Thursday,—,14:00,15:00,,,"Demke Brown, A.",of  available,0,125,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Computer Science   (Faculty of Arts and Science),Department of Computer Science   (Faculty of Arts and Science),,,Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0201,Friday,—,14:00,15:00,Tuesday,—,15:00,16:00,,,of  available,23,125,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",,,,,,,,,Thursday,—,15:00,16:00,Friday,—,15:00,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,WI 1016,WB 116,,,,,,,,,,BA 1180,BA 1190,BA 1190,BA 1130,,https://map.utoronto.ca/?id=1809#!m/494503,https://map.utoronto.ca/?id=1809#!m/494460,https://map.utoronto.ca/?id=1809#!m/494470,https://map.utoronto.ca/?id=1809#!m/494470,—,https://map.utoronto.ca/?id=1809#!m/494470,https://map.utoronto.ca/?id=1809#!m/494470,,,The Physical and Mathematical Universes (5),
STAT,Data Science II,JSC370H1-S,Delivery instructions,Note:,"Some of the scheduled in-person lectures may be offered online depending on current public health and institutional guidelines. Details about the course meeting schedule, as well as other course activities and assessments, will be communicated in the course syllabus and/or on Quercus.",restricted to,Breadth Requirement:,,"This course is  students in the Data Science Specialist program. Students will learn to identify and answer questions through the application of exploratory data analysis, data visualization, statistical methods or machine learning algorithms to complex data. Software development for data science and reproducible workflows. Communication of statistical information at various technical levels, ethical practice of data analysis and software development, and teamwork skills. Topics will be explored through case studies and collaboration with researchers in other fields.","JSC270H1, STA261H1, MAT237Y1/MAT257Y1, CSC263H1, STA302H1, CSC343H1",Prerequisite:,STA303H1/STA305H1,Corequisite:,Science,Distribution Requirement:,Room,LEC0101,Tuesday,—,15:00,17:00,Thursday,—,15:00,17:00,,,,of  available,1,30,Yes: 0 student,In Person (See Delivery Instructions.),Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,ASSPE1687 SP DATA SCI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES 4000,ES 4000,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494499,https://map.utoronto.ca/?id=1809#!m/494499,,,—,,,,,The Physical and Mathematical Universes (5),
CSC,"Algorithm Design, Analysis & Complexity",CSC373H1-F,,,,,Breadth Requirement:,,"Standard algorithm design techniques: divide-and-conquer, greedy strategies, dynamic programming, linear programming, randomization, network flows, approximation algorithms. Brief introduction to NP-completeness: polynomial time reductions, examples of various NP-complete problems, self-reducibility. Additional topics may include approximation and randomized algorithms. Students will be expected to show good design principles and adequate skills at reasoning about the correctness and complexity of algorithms.",CSC263H1/ CSC265H1 / CSC263H5/ CSCB63H3,Prerequisite:,"CSC375H1. NOTE: Students not enrolled in the Computer Science Major or Specialist program at FAS, UTM, or UTSC, or the Data Science Specialist at FAS, are limited to a maximum of three 300-/400-level CSC/ECE half-courses.",Exclusion:,Science,Distribution Requirement:,Room,LEC0101,Monday,—,16:00,17:00,Tuesday,—,13:00,15:00,Contact DEPT,Contact DEPT,"Shah, N.",of  available,0,125,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Computer Science   (Faculty of Arts and Science),ASSPE1868 SP BIOINFO & COMPUT BIOLOGY,Department of Computer Science   (Faculty of Arts and Science),ASSPE1868 SP BIOINFO & COMPUT BIOLOGY,Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0201,Thursday,—,14:00,15:00,Monday,—,16:00,17:00,,"Shah, N.",of  available,21,125,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",,,,,,,,,Tuesday,—,15:00,16:00,Thursday,—,15:00,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,BA 1190,BA 1190,,,,,,,,,,KP 108,KP 108,,,,https://map.utoronto.ca/?id=1809#!m/494470,https://map.utoronto.ca/?id=1809#!m/494470,https://map.utoronto.ca/?id=1809#!m/494488,https://map.utoronto.ca/?id=1809#!m/494488,,,,,,The Physical and Mathematical Universes (5),
CSC,"Algorithm Design, Analysis & Complexity",CSC373H1-S,,,,,Breadth Requirement:,,"Standard algorithm design techniques: divide-and-conquer, greedy strategies, dynamic programming, linear programming, randomization, network flows, approximation algorithms. Brief introduction to NP-completeness: polynomial time reductions, examples of various NP-complete problems, self-reducibility. Additional topics may include approximation and randomized algorithms. Students will be expected to show good design principles and adequate skills at reasoning about the correctness and complexity of algorithms.",CSC263H1/ CSC265H1 / CSC263H5/ CSCB63H3,Prerequisite:,"CSC375H1. NOTE: Students not enrolled in the Computer Science Major or Specialist program at FAS, UTM, or UTSC, or the Data Science Specialist at FAS, are limited to a maximum of three 300-/400-level CSC/ECE half-courses.",Exclusion:,Science,Distribution Requirement:,Room,LEC0101,Monday,—,11:00,12:00,Wednesday,—,11:00,13:00,Contact DEPT,Contact DEPT,"Wiebe, N.",of  available,0,125,Yes: 4 students,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Computer Science   (Faculty of Arts and Science),ASSPE1868 SP BIOINFO & COMPUT BIOLOGY,Department of Computer Science   (Faculty of Arts and Science),ASSPE1868 SP BIOINFO & COMPUT BIOLOGY,Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0201,Friday,—,11:00,12:00,Monday,—,14:00,15:00,Contact DEPT,"Singh, K.",of  available,0,125,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0301,Wednesday,—,14:00,16:00,Friday,—,14:00,15:00,,"Singh, K.",of  available,44,125,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",,,,,,,,,Monday,—,16:00,17:00,Wednesday,—,16:00,18:00,KP 108,MS 2172,,,,,,Friday,—,16:00,17:00,MC 254,MC 102,MS 2158,MS 2158,,https://map.utoronto.ca/?id=1809#!m/494488,https://map.utoronto.ca/?id=1809#!m/494491,https://map.utoronto.ca/?id=1809#!m/494474,https://map.utoronto.ca/?id=1809#!m/494474,,https://map.utoronto.ca/?id=1809#!m/494491,https://map.utoronto.ca/?id=1809#!m/494491,,,The Physical and Mathematical Universes (5),
CSC,Introduction to Artificial Intelligence,CSC384H1-F,,,,The Physical and Mathematical Universes (5),Distribution Requirement:,Breadth Requirement:,"Theories and algorithms that capture (or approximate) some of the core elements of computational intelligence. Topics include: search; logical representations and reasoning, classical automated planning, representing and reasoning with uncertainty, learning, decision making (planning) under uncertainty. Assignments provide practical experience, in both theory and programming, of the core topics.","(CSC263H1/​ CSC265H1/ CSC263H5/ CSCC63H3/ ECE345H1/ ECE358H1/ MIE335H1, STA237H1/ STA247H1/​ STA255H1/​ STA257H1/ STA237H1/ STAB57H3/ STAB52H3/ ECE302H1/ STA286H1/ CHE223H1/ CME263H1/ MIE231H1/ MIE236H1/ MSE238H1/ ECE286H1)",Prerequisite:,"NOTE: Students not enrolled in the Computer Science Major or Specialist program at FAS, UTM, or UTSC, or the Data Science Specialist at FAS, are limited to a maximum of three 300-/400-level CSC/ECE half-courses.",Exclusion:,CSC324H1,Recommended Preparation:,Room,LEC0101,Monday,—,12:00,13:00,Wednesday,—,12:00,13:00,BA 1130,BA 1130,"Aameri, B.",of  available,0,65,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Computer Science   (Faculty of Arts and Science),ASMAJ1446 MA COGNITIVE SCIENCE(SCIENCE),ASMAJ1446A MA COG SCI: SCI - COMPUT COG,ASMAJ1446B MA COG SCI: SCI - COGN & BRAIN,Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0201,Friday,—,12:00,13:00,Monday,—,13:00,14:00,BA 1130,"Erdem, O.",of  available,2,65,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,LEC2001,Wednesday,—,13:00,14:00,Friday,—,13:00,14:00,BA 1130,"Aameri, B.",of  available,23,60,Yes: 0 student,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,LEC2101,Monday,—,12:00,13:00,Wednesday,—,12:00,13:00,BA 1130,BA 1130,of  available,12,60,Yes: 0 student,In Person,Friday,—,12:00,13:00,BA 1130,BA 1130,BA 1130,BA 1130,BA 1130,https://map.utoronto.ca/?id=1809#!m/494470,https://map.utoronto.ca/?id=1809#!m/494470,https://map.utoronto.ca/?id=1809#!m/494470,https://map.utoronto.ca/?id=1809#!m/494470,,https://map.utoronto.ca/?id=1809#!m/494470,https://map.utoronto.ca/?id=1809#!m/494470,https://map.utoronto.ca/?id=1809#!m/494470,https://map.utoronto.ca/?id=1809#!m/494470,Science,
