resultDept,pbot15,hiCC,extraTxt 10,extraTxt 11,extraTxt 13,extraTxt 14,extraTxt 15,extraTxt 16,extraTxt 17,extraTxt 18,extraTxt 19,colCode,weekDay,dayInfo,dayInfo 2,dayInfo 3,weekDay 2,dayInfo 4,dayInfo 5,dayInfo 6,weekDay 3,dayInfo 7,dayInfo 8,dayInfo 9,weekDay 4,weekDay href,weekDay 5,weekDay href 2,weekDay 6,weekDay 7,weekDay href 3,weekDay 8,weekDay href 4,colInst,colInst 2,colAvail,numCurr,numTot,numWait,onlineMeeting,legendControl 3,legendControl 4,enConDesc,enConList,enConList 2,headerSect 7,headerSect 8,headerSect 9,headerSect 10,headerSect 11,headerSect 12,colCode 2,weekDay 10,dayInfo 10,dayInfo 11,dayInfo 12,colAvail 2,numCurr 2,numTot 2,numWait 2,onlineMeeting 2,headerSect 13,headerSect 14,colNotes,headerSect 25,headerSect 26,headerSect 27,headerSect 28,headerSect 29,headerSect 30,colCode 5,weekDay 37,dayInfo 37,dayInfo 38,dayInfo 39,alignC,colAvail 5,numCurr 5,numTot 5,numWait 5,onlineMeeting 5,headerSect 31,headerSect 32,headerSect 33,headerSect 34,headerSect 35,headerSect 36,colCode 6,weekDay 40,dayInfo 40,dayInfo 41,dayInfo 42,weekDay 41,alignC 2,colAvail 6,numCurr 6,numTot 6,numWait 6,onlineMeeting 6,headerSect 37,headerSect 38,headerSect 39,headerSect 40,headerSect 41,headerSect 42,colCode 7,weekDay 43,dayInfo 43,dayInfo 44,dayInfo 45,alignC 3,colAvail 7,numCurr 7,numTot 7,numWait 7,onlineMeeting 7,headerSect 43,headerSect 44,headerSect 45,headerSect 46,headerSect 47,headerSect 48,colCode 8,weekDay 46,dayInfo 46,dayInfo 47,dayInfo 48,alignC 4,colAvail 8,numCurr 8,numTot 8,numWait 8,onlineMeeting 8,headerSect 49,headerSect 50,headerSect 51,headerSect 52,headerSect 53,headerSect 54,colCode 9,weekDay 49,dayInfo 49,dayInfo 50,dayInfo 51,weekDay 50,weekDay 51,alignC 5,colAvail 9,numCurr 9,numTot 9,numWait 9,onlineMeeting 9,weekDay 53,weekDay 54,weekDay href 25,weekDay href 26,weekDay href 27,weekDay href 28,headerSect 223,headerSect 224,headerSect 297,headerSect 298,headerSect 299,headerSect 300
MAT,Introduction to Graph Theory,MAT332H1-F,"This course will explore the following topics: Graphs, subgraphs, isomorphism, trees, connectivity, Euler and Hamiltonian properties, matchings, vertex and edge colourings, planarity, network flows and strongly regular graphs. Participants will be encouraged to use these topics and execute applications to such problems as timetabling, tournament scheduling, experimental design and finite geometries.",MAT224H1/MATB24H3/MAT224H5/MAT247H1/MAT247H5,Prerequisite:,Recommended Corequisite: MAT301H1/MAT347Y1,Corequisite:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,LEC0101,Tuesday,—,13:00,15:00,Thursday,—,14:00,15:00,,,,,AB 107,https://map.utoronto.ca/?id=1809#!m/494489,AB 107,https://map.utoronto.ca/?id=1809#!m/494489,,,,,,"Nabutovsky, A.",,of  available,2,70,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Monday,—,10:00,11:00,—,of  available,4,35,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0201,Tuesday,—,10:00,11:00,,—,of  available,8,35,No,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LM 157,BL 112,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494502,https://map.utoronto.ca/?id=1809#!m/494536,,,Room,,Room,Room,,
MAT,Complex Variables,MAT334H1-F,"Theory of functions of one complex variable, analytic and meromorphic functions. Cauchy's theorem, residue calculus, conformal mappings, introduction to analytic continuation and harmonic functions.","MAT223H1/MATA23H3/MAT223H5/MAT240H1/MAT240H5, MAT235Y1/MAT235Y5/(MAT232H5, MAT236H5)/(MATB41H3, MATB42H3)/MAT237Y1/(MATB41H3, MATB42H3, MATB43H3)/MAT237Y5/MAT257Y1",Prerequisite:,MAT354H1,Exclusion:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,LEC0101,Monday,—,10:00,11:00,Wednesday,—,10:00,11:00,Friday,—,10:00,11:00,MP 203,https://map.utoronto.ca/?id=1809#!m/494490,MP 203,https://map.utoronto.ca/?id=1809#!m/494490,MP 203,BA 1170,https://map.utoronto.ca/?id=1809#!m/494490,BA 1170,https://map.utoronto.ca/?id=1809#!m/494470,"Johnstone, D.","Kiro, A.",of  available,38,195,Yes: 0 student,In Person,,,,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0201,Monday,—,15:00,16:00,of  available,1,110,Yes: 0 student,In Person,Activity,Time,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Tuesday,—,09:00,10:00,—,of  available,22,40,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0201,Tuesday,—,13:00,14:00,,—,of  available,2,40,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0301,Tuesday,—,15:00,16:00,—,of  available,1,40,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0401,Wednesday,—,09:00,10:00,—,of  available,6,40,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0501,Wednesday,—,13:00,14:00,SS 1088,MS 3278,—,of  available,0,40,No,In Person,BA 2175,GB 304,https://map.utoronto.ca/?id=1809#!m/494510,https://map.utoronto.ca/?id=1809#!m/494491,https://map.utoronto.ca/?id=1809#!m/494470,https://map.utoronto.ca/?id=1809#!m/494473,Room,Room,Room,Room,Room,Room
MAT,Complex Variables,MAT334H1-S,"Theory of functions of one complex variable, analytic and meromorphic functions. Cauchy's theorem, residue calculus, conformal mappings, introduction to analytic continuation and harmonic functions.","MAT223H1/MATA23H3/MAT223H5/MAT240H1/MAT240H5, MAT235Y1/MAT235Y5/(MAT232H5, MAT236H5)/(MATB41H3, MATB42H3)/MAT237Y1/(MATB41H3, MATB42H3, MATB43H3)/MAT237Y5/MAT257Y1",Prerequisite:,MAT354H1,Exclusion:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,LEC0101,Tuesday,—,12:00,14:00,Thursday,—,12:00,13:00,Tuesday,—,18:00,21:00,MP 102,https://map.utoronto.ca/?id=1809#!m/494490,MP 102,https://map.utoronto.ca/?id=1809#!m/494490,MP 202,,https://map.utoronto.ca/?id=1809#!m/494490,,,"Mayrand, M.","Dawydiak, S.",of  available,24,196,Yes: 0 student,In Person,,,,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,LEC5101,,,,,of  available,45,196,Yes: 0 student,In Person,,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Tuesday,—,14:00,15:00,—,of  available,3,44,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0201,Tuesday,—,15:00,16:00,,—,of  available,1,44,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0301,Tuesday,—,16:00,17:00,—,of  available,2,44,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0401,Wednesday,—,10:00,11:00,—,of  available,5,44,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0501,Wednesday,—,14:00,15:00,GB 304,SS 1084,—,of  available,0,44,No,In Person,AB 107,RW 143,https://map.utoronto.ca/?id=1809#!m/494473,https://map.utoronto.ca/?id=1809#!m/494510,https://map.utoronto.ca/?id=1809#!m/494489,https://map.utoronto.ca/?id=1809#!m/494515,Room,Room,Room,Room,Room,Room
MAT,Elements of Analysis,MAT336H1-S,"This course provides the foundations of analysis and rigorous calculus for students who will take subsequent courses where these mathematical concepts are central of applications, but who have only taken courses with limited proofs. Topics include topology of Rn, implicit and inverse function theorems and rigorous integration theory.","MAT223H1/MATA23H3/MAT223H5/MAT240H1/MAT240H5, MAT235Y1/MAT235Y5/(MAT232H5, MAT236H5)/(MATB41H3, MATB42H3)/MAT237Y1/(MATB41H3, MATB42H3, MATB43H3)/MAT237Y5; (for FASE students, MAT185H, MAT195H/ESC195H)",Prerequisite:,"MAT257Y1, MAT337H1",Exclusion:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,LEC0101,Monday,—,16:00,17:00,Wednesday,—,14:00,16:00,Monday,—,16:00,17:00,SS 1074,https://map.utoronto.ca/?id=1809#!m/494510,SS 1074,https://map.utoronto.ca/?id=1809#!m/494510,SS 1074,SS 1074,https://map.utoronto.ca/?id=1809#!m/494510,,https://map.utoronto.ca/?id=1809#!m/494510,"Homayouni-Boroojeni, S.","Homayouni-Boroojeni, S.",of  available,13,33,Yes: 0 student,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,(Faculty of Applied Science & Engineering),,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,LEC2001,Wednesday,—,14:00,16:00,of  available,0,30,Yes: 0 student,In Person,,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Tuesday,—,09:00,10:00,—,of  available,22,32,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0201,Tuesday,—,11:00,12:00,,—,of  available,20,32,No,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BA 2165,ES 4000,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494470,https://map.utoronto.ca/?id=1809#!m/494499,,,Room,Room,Room,Room,,
MAT,Introduction to Real Analysis,MAT337H1-F,"Construction of Real Numbers. Metric spaces; compactness and connectedness. Sequences and series of functions, power series; modes of convergence. Interchange of limiting processes; differentiation of integrals. Function spaces; Weierstrass approximation; Fourier series. Contraction mappings; existence and uniqueness of solutions of ordinary differential equations. Countability; Cantor set; Hausdorff dimension.","MAT224H1/MATB24H3/MAT224H5/MAT247H1/MAT247H5, MAT235Y1/MAT235Y5/(MAT232H5, MAT236H5)/(MATB41H3, MATB42H3)/MAT237Y1/(MATB41H3, MATB42H3, MATB43H3)/MAT237Y5, MAT246H1/MAT157Y1; NOTE: These Prerequisites will be waived for students who have MAT257Y1",Prerequisite:,MAT357H1 & MAT378H5,Exclusion:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,LEC0101,Monday,—,12:00,13:00,Tuesday,—,12:00,13:00,Friday,—,13:00,14:00,NF 003,https://map.utoronto.ca/?id=1809#!m/494600,NF 003,https://map.utoronto.ca/?id=1809#!m/494600,NF 003,,https://map.utoronto.ca/?id=1809#!m/494600,,,"Uriarte-Tuero, I.",,of  available,109,188,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1165 MA MATHEMATICS,ASSPE1580 SP MATH & ITS APPL(TEACHING),,,,,,,,,,,,,,,,,,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Tuesday,—,14:00,15:00,—,of  available,6,42,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0102,Wednesday,—,12:00,13:00,,—,of  available,15,38,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0201,Wednesday,—,13:00,14:00,—,of  available,21,38,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0202,,,,,—,,,,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0301,,,,,SS 2105,RW 140,—,,,,,,BA 2139,,https://map.utoronto.ca/?id=1809#!m/494510,https://map.utoronto.ca/?id=1809#!m/494515,https://map.utoronto.ca/?id=1809#!m/494470,,Room,,Room,Room,Room,Room
MAT,Introduction to Real Analysis,MAT337H1-S,"Construction of Real Numbers. Metric spaces; compactness and connectedness. Sequences and series of functions, power series; modes of convergence. Interchange of limiting processes; differentiation of integrals. Function spaces; Weierstrass approximation; Fourier series. Contraction mappings; existence and uniqueness of solutions of ordinary differential equations. Countability; Cantor set; Hausdorff dimension.","MAT224H1/MATB24H3/MAT224H5/MAT247H1/MAT247H5, MAT235Y1/MAT235Y5/(MAT232H5, MAT236H5)/(MATB41H3, MATB42H3)/MAT237Y1/(MATB41H3, MATB42H3, MATB43H3)/MAT237Y5, MAT246H1/MAT157Y1; NOTE: These Prerequisites will be waived for students who have MAT257Y1",Prerequisite:,MAT357H1 & MAT378H5,Exclusion:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,LEC0101,Monday,—,15:00,17:00,Wednesday,—,15:00,16:00,,,,,EM 001,https://map.utoronto.ca/?id=1809#!m/494463,EM 001,https://map.utoronto.ca/?id=1809#!m/494463,,,,,,"Todorcevic, S.",,of  available,18,135,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1165 MA MATHEMATICS,ASSPE1580 SP MATH & ITS APPL(TEACHING),,,,,,,,,,,,,,,,,,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Tuesday,—,14:00,15:00,—,of  available,2,34,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0201,Tuesday,—,15:00,16:00,,—,of  available,13,34,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0301,Wednesday,—,12:00,13:00,—,of  available,16,34,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0401,Wednesday,—,13:00,14:00,—,of  available,0,34,No,In Person,,,,,,,,,,,,BA 2139,MS 3278,,,,,,,AB 114,SS 1084,https://map.utoronto.ca/?id=1809#!m/494470,https://map.utoronto.ca/?id=1809#!m/494491,https://map.utoronto.ca/?id=1809#!m/494489,https://map.utoronto.ca/?id=1809#!m/494510,Room,,Room,Room,Room,Room
MEDGM,Molecular Genetics,MGY340H1-F,"This course gives students an in-depth understanding of how genetics, the study of mutations and their resulting phenotypes, are used to probe and understand a variety of biological phenomena ranging from metabolism, to development, to cancer.","BIO120H1, BIO130H1, BIO230H1/BIO255H1, BIO260H1/HMB265H1",Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,,,LEC0101,Monday,—,13:00,14:00,Wednesday,—,13:00,14:00,Friday,—,13:00,14:00,MS 4279,https://map.utoronto.ca/?id=1809#!m/494491,MS 4279,https://map.utoronto.ca/?id=1809#!m/494491,MS 4279,,https://map.utoronto.ca/?id=1809#!m/494491,,,"Spence, A.",,of  available,11,86,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,,
MAT,Introduction to Combinatorics,MAT344H1-F,"Basic counting principles, generating functions, permutations with restrictions. Fundamentals of graph theory with algorithms; applications (including network flows). Combinatorial structures including block designs and finite geometries.",MAT223H1/MATA23H3/MAT223H5/MAT240H1/MAT240H5,Prerequisite:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,,,LEC0101,Monday,—,09:00,11:00,Wednesday,—,09:00,10:00,Monday,—,16:00,18:00,MP 102,https://map.utoronto.ca/?id=1809#!m/494490,MP 102,https://map.utoronto.ca/?id=1809#!m/494490,GB 221,GB 221,https://map.utoronto.ca/?id=1809#!m/494473,,https://map.utoronto.ca/?id=1809#!m/494473,"Saraf, S.","Mayrand, M.",of  available,1,196,Yes: 0 student,In Person,,,,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0201,Tuesday,—,17:00,18:00,of  available,0,100,Yes: 0 student,In Person,,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Monday,—,13:00,14:00,—,of  available,0,43,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0201,Tuesday,—,13:00,14:00,,—,of  available,0,43,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0301,Tuesday,—,16:00,17:00,—,of  available,0,43,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT5101,Monday,—,17:00,18:00,—,of  available,1,43,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT5201,Monday,—,18:00,19:00,BA 1220,SS 1086,—,of  available,0,43,No,In Person,RW 142,BA 2195,https://map.utoronto.ca/?id=1809#!m/494470,https://map.utoronto.ca/?id=1809#!m/494510,https://map.utoronto.ca/?id=1809#!m/494515,https://map.utoronto.ca/?id=1809#!m/494470,Room,Room,Room,Room,Room,Room
MAT,Introduction to Combinatorics,MAT344H1-S,"Basic counting principles, generating functions, permutations with restrictions. Fundamentals of graph theory with algorithms; applications (including network flows). Combinatorial structures including block designs and finite geometries.",MAT223H1/MATA23H3/MAT223H5/MAT240H1/MAT240H5,Prerequisite:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,,,LEC0101,Tuesday,—,09:00,11:00,Friday,—,09:00,10:00,Tuesday,—,12:00,14:00,BR 200,https://map.utoronto.ca/?id=1809#!m/494595,BR 200,https://map.utoronto.ca/?id=1809#!m/494595,MP 103,MP 103,https://map.utoronto.ca/?id=1809#!m/494490,,https://map.utoronto.ca/?id=1809#!m/494490,"Wolske, Z.","Durlanik, M.",of  available,78,196,Yes: 0 student,In Person,,,,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0201,Thursday,—,12:00,13:00,of  available,60,196,Yes: 0 student,In Person,,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Tuesday,—,16:00,17:00,—,of  available,0,44,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0102,Tuesday,—,16:00,17:00,,—,of  available,4,44,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0201,Wednesday,—,10:00,11:00,—,of  available,23,44,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0202,Wednesday,—,10:00,11:00,—,of  available,38,44,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0301,Wednesday,—,12:00,13:00,SS 1088,RW 143,—,of  available,14,44,No,In Person,BA 2145,BA B024,https://map.utoronto.ca/?id=1809#!m/494510,https://map.utoronto.ca/?id=1809#!m/494515,https://map.utoronto.ca/?id=1809#!m/494470,https://map.utoronto.ca/?id=1809#!m/494470,Room,Room,Room,Room,Room,Room
MAT,Partial Differential Equations,APM346H1-F,"Sturm-Liouville problems, Green's functions, special functions (Bessel, Legendre); partial differential equations of second order, separation of variables, integral equations, Fourier transform, stationary phase method.","MAT235Y1/ MAT235Y5/ (MAT232H5, MAT236H5)/ (MATB41H3, MATB42H3)/ MAT237Y1/ MAT237Y5/ MAT257Y1, (MAT244H1/ MATB44H3/ MAT244H5/ MAT267H1)",Prerequisite:,MAT351Y1,Exclusion:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,LEC0101,Monday,—,13:00,14:00,Thursday,—,13:00,15:00,,,,,MP 203,https://map.utoronto.ca/?id=1809#!m/494490,MP 203,https://map.utoronto.ca/?id=1809#!m/494490,,,,,,"Alexakis, S.",,of  available,45,175,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Wednesday,—,09:00,10:00,—,of  available,3,35,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0201,Wednesday,—,16:00,17:00,,—,of  available,5,35,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0301,Thursday,—,12:00,13:00,—,of  available,5,35,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0302,Thursday,—,11:00,12:00,—,of  available,23,35,No,Online - Synchronous,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT5101,Wednesday,—,17:00,18:00,BA B024,BA B024,—,of  available,10,35,No,In Person,LM 157,SS 1086,https://map.utoronto.ca/?id=1809#!m/494470,https://map.utoronto.ca/?id=1809#!m/494470,https://map.utoronto.ca/?id=1809#!m/494502,https://map.utoronto.ca/?id=1809#!m/494510,Room,,Room,Room,Room,Room
MAT,Partial Differential Equations,APM346H1-S,"Sturm-Liouville problems, Green's functions, special functions (Bessel, Legendre); partial differential equations of second order, separation of variables, integral equations, Fourier transform, stationary phase method.","MAT235Y1/ MAT235Y5/ (MAT232H5, MAT236H5)/ (MATB41H3, MATB42H3)/ MAT237Y1/ MAT237Y5/ MAT257Y1, (MAT244H1/ MATB44H3/ MAT244H5/ MAT267H1)",Prerequisite:,MAT351Y1,Exclusion:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,LEC0101,Monday,—,13:00,15:00,Thursday,—,13:00,14:00,Tuesday,—,10:00,12:00,MS 2172,https://map.utoronto.ca/?id=1809#!m/494491,MS 2172,https://map.utoronto.ca/?id=1809#!m/494491,LM 159,MP 203,https://map.utoronto.ca/?id=1809#!m/494502,,https://map.utoronto.ca/?id=1809#!m/494490,"Ivrii, V.","Kennedy, C.",of  available,4,140,Yes: 0 student,In Person,,,,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0201,Thursday,—,11:00,12:00,of  available,63,175,Yes: 0 student,In Person,,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Monday,—,15:00,16:00,—,of  available,0,40,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0201,Tuesday,—,12:00,13:00,,—,of  available,2,40,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0301,Tuesday,—,13:00,14:00,—,of  available,1,40,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0401,Thursday,—,12:00,13:00,—,of  available,11,40,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0402,Thursday,—,12:00,13:00,WB 119,MS 3278,—,of  available,30,39,No,In Person,SS 2111,SS 2127,https://map.utoronto.ca/?id=1809#!m/494460,https://map.utoronto.ca/?id=1809#!m/494491,https://map.utoronto.ca/?id=1809#!m/494510,https://map.utoronto.ca/?id=1809#!m/494510,Room,Room,Room,Room,Room,Room
MAT,"Groups, Rings and Fields",MAT347Y1-Y,"Groups, subgroups, quotient groups, Sylow theorems, Jordan-Hölder theorem, finitely generated abelian groups, solvable groups. Rings, ideals, Chinese remainder theorem; Euclidean domains and principal ideal domains: unique factorization. Noetherian rings, Hilbert basis theorem. Finitely generated modules. Field extensions, algebraic closure, straight-edge and compass constructions. Galois theory, including insolvability of the quintic.",MAT257Y1/(85% in MAT247H1/MAT247H5),Prerequisite:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,,,LEC0101,Monday,—,15:00,17:00,Thursday,—,16:00,17:00,,,,,ES B142,https://map.utoronto.ca/?id=1809#!m/494499,ES B142,https://map.utoronto.ca/?id=1809#!m/494499,,ES B142,https://map.utoronto.ca/?id=1809#!m/494499,ES B142,https://map.utoronto.ca/?id=1809#!m/494499,"Repka, J.",,of  available,40,104,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Tuesday,—,10:00,11:00,—,of  available,0,35,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0201,Tuesday,—,12:00,13:00,SS 1072,—,of  available,13,35,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0301,Wednesday,—,09:00,10:00,—,of  available,33,35,No,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAT,Mathematical Modelling,APM348H1-S,"An overview of mathematical modelling. A variety of approaches for representing physical situations mathematically followed by analytical techniques and numerical simulations to gain insight. Questions from biology, economics, engineering, medicine, physics, physiology, and the social sciences formulated as problems in optimization, differential equations, and probability. Precise content varies with instructor.","MAT244H1/MAT267H1, MAT224H1/MAT247H1, STA237H1/STA247H1/STA257H1/MAT377H1",Prerequisite:,MAT482H1 (Topics in Mathematics: Topics in Mathematical Modelling); offered in Winter 2019,Exclusion:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,LEC0101,Monday,—,13:00,14:00,Wednesday,—,13:00,14:00,Friday,—,12:00,13:00,SS 1071,https://map.utoronto.ca/?id=1809#!m/494510,SS 1071,https://map.utoronto.ca/?id=1809#!m/494510,SS 1071,Tuesday,https://map.utoronto.ca/?id=1809#!m/494510,SS 561,https://map.utoronto.ca/?id=1809#!m/494510,"Stinchcombe, A.",,of  available,13,50,Yes: 0 student,In Person,,,,,,Activity,Time,Room,Instructor(s),Space Availability,Wait List,PRA0101,SS 561,—,09:00,10:00,of  available,7,18,No,In Person,Status / Notes,Activity,"July 9, 2021: Friday Meeting Time changed.",Space Availability,Wait List,Status / Notes,,,,,,,,,—,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,,
MEDGM,Model Organisms to Disease,MGY350H1-S,"The concepts of genetics in the context of human development, disease and evolution. Topics include genetic interactions and complex traits, variation in disease phenotype, signalling and development, stem cells and epigenetic regulation.","BIO120H1, BIO230H1/BIO255H1, BIO260H1/HMB265H1",Prerequisite:,BCH311H1/CSB349H1/MGY311Y1,Corequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,LEC0101,Monday,—,15:00,16:30,Wednesday,—,15:00,16:30,,,,,MS 2173,https://map.utoronto.ca/?id=1809#!m/494491,MS 2173,https://map.utoronto.ca/?id=1809#!m/494491,,,,,,"Derry, B.",,of  available,19,60,Yes: 0 student,In Person,Department Approval Required (AE),Enrolment Controls:,"This course requires approval from the department. The groups of students listed below can request enrolment for this course on ACORN until July 28. Once requested, the course will appear on ACORN with an Interim (INT) status until the sponsoring department has had an opportunity to review students' requests. Check ACORN after July 28 to see if your enrolment in the course has been Approved (APP) or Refused (REF). Beginning July 30 enrolment can no longer be requested on ACORN, and must instead be done by contacting the sponsoring department. The following list of students can request enrolment for this course on ACORN until July 28:",Year 3      (Faculty of Arts and Science),"Year 3      (John H. Daniels Faculty of Architecture, Landscape, & Design)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,,
