resultDept,pbot15,hiCC,legendControl,extraTxt,extraTxt 2,extraTxt 3,extraTxt href,extraTxt 7,extraTxt 8,extraTxt href 2,extraTxt 9,extraTxt 10,extraTxt 11,extraTxt 12,extraTxt 13,extraTxt 14,colCode,weekDay,dayInfo,dayInfo 2,dayInfo 3,weekDay 2,weekDay 3,colInst,colAvail,numCurr,numTot,numWait,onlineMeeting,legendControl 4,legendControl 5,enConDesc,enConList,enConList 2,headerSect 7,headerSect 8,headerSect 9,headerSect 10,headerSect 11,headerSect 12,colCode 2,weekDay 4,dayInfo 4,dayInfo 5,dayInfo 6,weekDay 5,weekDay 7,alignC,colAvail 2,numCurr 2,numTot 2,numWait 2,onlineMeeting 2,headerSect 13,headerSect 25,weekDay 31,dayInfo 31,dayInfo 32,dayInfo 33,weekDay href,weekDay href 3,alignC 13,extraTxt 15,extraTxt 16
DRAMA,Directing I,DRM202H1-F,,,,,,"A practical introduction to directing theatre and to the different styles, concerns, and goals that can guide directors in their relations to actors, audiences, and politics. Through lectures, discussions, and practical exercises, students learn how directors prepare for their work in terms of generating ideas, breaking down a text, animating space, and communicating with actors and audiences.",,,Specialist or Major in Drama; DRM101Y1,Prerequisite:,DRM220Y1,Corequisite:,VPDC02H3,Exclusion:,LEC5101,Monday,—,17:00,20:00,,,"Rubess, B.",of  available,1,24,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ2148 MA DRAMA,ASSPE2148 SP DRAMA,,,,,,,,,,,,,UP 200,,,,,,,,Room,,,,,,,,Humanities,Distribution Requirement:
ES,Confronting Global Change,ESS205H1-F,Delivery instructions,Note:,Lectures and tutorials will be delivered online; learning is self-paced and not reliant on a meeting schedule.,,,"The emergence of society as a major geological force is considered in terms of the evolving debate about the consequences of human activity for the habitability of our planet. Major issues such as climate change, environmental pollution, and depletion of natural resources are examined.",,,Completion of at least 4.0 credits,Prerequisite:,"GLG205H1, ERS321H5, ENV200H1, EEB208H1",Exclusion:,Science,Distribution Requirement:,LEC9901,2.0 hours / week,,,,,,"Tutty, L.",of  available,4,250,Yes: 0 student,Asynchronous (See Delivery Instructions.),,,,,,,,,,,,,,,,,,—,,,,,,,,Room,,,,,,,,Living Things and Their Environment (4),Breadth Requirement:
ES,Confronting Global Change,ESS205H1-S,,,,,,"The emergence of society as a major geological force is considered in terms of the evolving debate about the consequences of human activity for the habitability of our planet. Major issues such as climate change, environmental pollution, and depletion of natural resources are examined.",,,Completion of at least 4.0 credits,Prerequisite:,"GLG205H1, ERS321H5, ENV200H1, EEB208H1",Exclusion:,Science,Distribution Requirement:,LEC0101,Tuesday,—,16:00,18:00,MY 150,,"Diamond, M.",of  available,67,468,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,,https://map.utoronto.ca/?id=1809#!m/494495,,,Living Things and Their Environment (4),Breadth Requirement:
EAS,Approaches to East Asia,EAS209H1-F,,,,,,"Required of EAS specialists and majors, this course introduces various approaches, theories, and methodologies for the study of East Asian societies and cultures. As the course serves as a foundation for upper-level EAS courses, it should be taken as early as possible, preferably in the second year.",,,"EAS103H1, EAS105H1",Prerequisite:,EAS209Y1,Exclusion:,Humanities,Distribution Requirement:,LEC0101,Thursday,—,13:00,15:00,EM 001,,"Cazdyn, E.",of  available,25,125,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1058 MA EAST ASIAN STUDIES,ASSPE1058 SP EAST ASIAN STUDIES,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Friday,—,09:00,10:00,Friday,,—,of  available,13,25,No,In Person,Activity,Room,,,,,https://map.utoronto.ca/?id=1809#!m/494463,https://map.utoronto.ca/?id=1809#!m/494536,,,
EAS,Modern Standard Korean II,EAS210Y1-Y,Timetable instructions,Note:,See EAS's website for . Students may need a placement interview prior to enrolling; registration deadline is at the end of June.,placement and enrolment instructions,https://www.eas.utoronto.ca/languages/enrolment-instructions/korean,"As a continuation of EAS110Y1, this course is designed to help students improve their skills in the Korean language. Students in this course are expected to perform basic communicative functions, read and write paragraph-level texts, and conjugate verbs/adjectives accurately. Students who do not meet the prerequisite must go through placement process conducted by the Department. See www.eas.utoronto.ca/languages/korean for details.",,,EAS110Y1 (63% minimum)/equivalent as determined by the Korean placement interview,Prerequisite:,"EAS211Y1,EAS212H1",Exclusion:,Humanities,Distribution Requirement:,LEC0101,Thursday,—,15:00,17:00,,,"Choi, Y.",of  available,3,50,Yes: 0 student,In Person (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1058 MA EAST ASIAN STUDIES,ASSPE1058 SP EAST ASIAN STUDIES,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Tuesday,—,15:00,16:30,Wednesday,—,—,of  available,0,25,No,Online - Synchronous (See Delivery Instructions.),Activity,,,,,,,,,Creative and Cultural Representations (1),Breadth Requirement:
EAS,Accelerated Modern Standard Korean I & II,EAS211Y1-Y,Timetable instructions,Note:,See EAS's website for . Students may need a placement interview prior to enrolling; registration deadline is at the end of June.,placement and enrolment instructions,https://www.eas.utoronto.ca/languages/enrolment-instructions/korean,"Covering both EAS110Y1 and EAS210Y1, the course is ideal for self-motivated students who enjoy fast-paced language learning, students with a passion for Korean films and television, students with some listening and speaking skills from prior study or family background, and students taking the full four-year course series. Successful completion of the course fulfils the prerequisite for EAS310Y1. Students must go through screening process conducted by the Department. See www.eas.utoronto.ca/languages/korean for details.",,,"EAS110Y1,EAS210Y1,EAS212H1",Exclusion:,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,LEC0101,Monday,—,10:00,12:00,—,—,"Choi, Y.",of  available,1,25,Yes: 0 student,Online - Synchronous (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. NOTE: Spaces for each priority group in this course are not equal, and each priority group has its own waitlist until July 28. As of July 30, the waitlists for each priority group merge into one, and your rank on the waitlist may change; this is also when other Arts & Science students can begin to enrol. Beginning August 4, other downtown campus students can enrol in this section. There is no course enrolment on August 5. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of East Asian Studies   (Faculty of Arts and Science),Year 1      (Faculty of Arts and Science),Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Thursday,—,10:00,11:00,,,—,of  available,5,25,No,In Person (See Delivery Instructions.),,,Wednesday,—,10:00,12:00,https://map.utoronto.ca/?id=1809#!m/494563,,,,
EAS,Accelerated Modern Standard Korean II,EAS212H1-S,Timetable instructions,Note:,See EAS's website for . Students may need a placement interview prior to enrolling; registration deadline is at the end of June.,placement and enrolment instructions,https://www.eas.utoronto.ca/languages/enrolment-instructions/korean,"As a continuation of EAS110Y1, this course is designed to help students increase their Korean communication skills at beginner high to intermediate low levels. It is ideal for self-motivated students who enjoy fast-paced language learning, and students who have built basic language skills from prior study. Successful completion of the course fulfils the prerequisite for EAS310Y1. Students must go through screening process conducted by the Department. See  for details.",www.eas.utoronto.ca/languages/korean,http://www.eas.utoronto.ca/languages/chinese,EAS110Y1 (70% minimum)/equivalent as determined by the Korean placement process.,Prerequisite:,"EAS210Y1,EAS211Y1",Exclusion:,Humanities,Distribution Requirement:,LEC0101,Monday,—,10:00,12:00,,,"Choi, Y.",of  available,0,10,Yes: 2 students,Online - Synchronous (See Delivery Instructions.),"Priority, then Enrol at Department (PE)",Enrolment Controls:,"Priority enrolment on ACORN is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all students must request permission to enrol in this section by contacting the sponsoring department. Please see Timetable Instructions tab for contact information. The following groups of students are given priority access on ACORN until July 28:",ASMAJ1058 MA EAST ASIAN STUDIES,ASSPE1058 SP EAST ASIAN STUDIES,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Thursday,—,10:00,11:00,,—,—,of  available,3,10,No,In Person (See Delivery Instructions.),,Room,Wednesday,—,10:00,12:00,,https://map.utoronto.ca/?id=1809#!m/494563,,Creative and Cultural Representations (1),Breadth Requirement:
EAS,Cultural History of Food in East Asia,EAS219H1-S,,,,,,"This course introduces historical, literary, and anthropological issues related to the consumption of food in East Asia. Through a wide variety of reading materials, it focuses on the relationship between various foodways and trade, ritual, religion, medicine, and cultural identity.",,,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,,,LEC0101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,,,,—,,
DRAMA,Comparative Theatre Histories,DRM220Y1-Y,,,,,,"This course will introduce students to major developments in world theatre history through the exploration of a wide range of plays, performances, and practices. In the Fall term our trajectory will go roughly from antiquity to the 16th Century; in the Winter term, from the 16th Century to the present. We will examine material from Africa, America, Asia, Europe, and Oceania, with close attention to the social, religious, historical, aesthetic, and political parameters in which theatre and performance take place. Nurturing ethnically sensitive approaches to world theatre history, this course considers the many ways theatre and performance interact with the globalized world. Students will have an opportunity to participate in collaborative projects and focus on writing for research in the performing arts.",,,DRM101Y1,Prerequisite:,Humanities,Distribution Requirement:,"Creative and Cultural Representations (1), Thought, Belief and Behaviour (2)",Breadth Requirement:,LEC0101,Tuesday,—,10:00,12:00,—,—,"Schotzko, T.",of  available,25,70,Yes: 0 student,Online - Synchronous,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ2148 MA DRAMA,ASSPE2148 SP DRAMA,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Tuesday,—,12:00,13:00,,—,—,of  available,27,70,No,Online - Synchronous,Activity,,,,,,,,,,
EAS,Modern Standard Japanese II,EAS220Y1-Y,Timetable instructions,Note:,See EAS's website for . Returning students who need to take the placement test must register at the beginning of June.,placement and enrolment instructions,https://www.eas.utoronto.ca/languages/enrolment-instructions/japanese,This is an advanced beginner level language course for those who completed EAS120Y1 or EAS121H1 with a minimum grade of 67%. Students who do not meet the prerequisite must go through placement process conducted by the Department. See  for details.,www.eas.utoronto.ca/languages/enrolment-instructions/japanese,https://www.eas.utoronto.ca/languages/enrolment-instructions/japanese,EAS120Y1 (minimum of 67%)/EAS121H1 (minimum 67%)/equivalent as determined by placement process. Students who did not take the prerequisite in the preceding academic year must take the placement test.,Prerequisite:,EAS223Y0,Exclusion:,Humanities,Distribution Requirement:,LEC0101,Monday,—,10:00,12:00,—,—,"Yoshizumi, Y.",of  available,0,75,Yes: 0 student,Online - Synchronous (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1058 MA EAST ASIAN STUDIES,ASSPE1058 SP EAST ASIAN STUDIES,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Wednesday,—,10:00,12:00,Wednesday,—,—,of  available,0,25,No,Online - Synchronous (See Delivery Instructions.),Activity,,,,,,https://map.utoronto.ca/?id=1809#!m/494517,https://map.utoronto.ca/?id=1809#!m/494517,,Creative and Cultural Representations (1),Breadth Requirement:
EAS,Modern Standard Japanese II for Students with Prior Background,EAS221H1-S,Timetable instructions,Note:,See EAS's website for . Returning students who need to take the placement test must register at the beginning of June.,placement and enrolment instructions,https://www.eas.utoronto.ca/languages/enrolment-instructions/japanese,"This course is equivalent to the second half of EAS220Y1. Designed for those who have a good foundation of lower beginners’ grammar, vocabulary, and kanji knowledge and have not yet acquired the proficiency required to take EAS320Y1. Students must go through placement process conducted by the Department. See www.eas.utoronto.ca/languages/japanese for details.",,,Placement process,Prerequisite:,EAS220Y1/EAS223Y0,Exclusion:,The first half of the content covered in EAS220Y1,Recommended Preparation:,LEC0101,Monday,—,10:00,12:00,,,"Yoshizumi, Y.",of  available,6,12,Yes: 0 student,Online - Synchronous (See Delivery Instructions.),Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Wednesday,—,10:00,12:00,Wednesday,—,—,of  available,2,4,No,Online - Synchronous (See Delivery Instructions.),Activity,Room,,,,,,https://map.utoronto.ca/?id=1809#!m/494517,,Humanities,Distribution Requirement:
ES,Earth System Chemistry 1: Earth Materials,ESS223H1-F,,,,,,"This course introduces students to the basic principles of geochemistry beginning with some fundamental chemical concepts concerning atoms, bonding and the periodic table. It continues with an overview of the wide ranging geochemical fields and concepts such as elemental distributions, fractionation and differentiation, and trace element cycling. The latter half of the courses leads into an introduction to basic thermodynamics as it applies to more advanced geochemical concepts found in aqueous geochemistry, mineralogy and petrology.",,,"MAT135H1, MAT136H1, CHM135H1",Prerequisite:,ENV233H1,Exclusion:,Science,Distribution Requirement:,LEC0101,Tuesday,—,11:00,13:00,ES 1067,,"Henderson, G.",of  available,27,55,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",GEOLOGY     (Faculty of Arts and Science),"GEOLOGY     (John H. Daniels Faculty of Architecture, Landscape, & Design)",Activity,Time,Room,Instructor(s),Space Availability,Wait List,PRA0101,Tuesday,—,14:00,16:00,ES 1067,,—,of  available,27,55,No,In Person,Status / Notes,Room,,,,,https://map.utoronto.ca/?id=1809#!m/494499,https://map.utoronto.ca/?id=1809#!m/494499,,The Physical and Mathematical Universes (5),Breadth Requirement:
DRAMA,"Robots, Automata, and Avatars",DRM224H1-F,,,,,,"Across centuries and global traditions, theatre has staged imaginations - and real demonstrations - of mechanical humans and other animals. This course introduces students to a wide range of technological performers, from science-fiction drama to drone ballets, from baroque automata to virtual puppeteering. Special attention will be paid to how these figures both construct and dismantle concepts of race, gender, and the human. Hands-on sessions will introduce students to the problems such performers present in the studio.",,,DRM101Y1 or DRM220Y1,Corequisite:,DRM101Y1,Recommended Preparation:,Humanities,Distribution Requirement:,LEC0101,Monday,—,14:00,17:00,RL 14190,,"Eacho, D.",of  available,12,25,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ2148 MA DRAMA,ASSPE2148 SP DRAMA,,,,,,,,,,,,,,,,,,,,,Room,,,,,https://map.utoronto.ca/?id=1809#!m/494531,,,Creative and Cultural Representations (1),Breadth Requirement:
ES,Introduction to Mineralogy and Petrology,ESS224H1-S,,,,,,"An introduction to atomic structure, chemistry, physical properties, and geological significance of rock-forming minerals and rocks. Field techniques and core concepts to identify important minerals and rocks in hand specimens and place them into their geological context. The development of practical skills is emphasized.",,,JEG100H1/ESS262H1,Prerequisite:,"CHM135H1, PHY131H1, MAT135H1. For Mineral Engineering students, recommended preparation is MAT186H1 and CHE112H1.",Recommended Preparation:,Science,Distribution Requirement:,LEC0101,Wednesday,—,10:00,12:00,WB 119,WB 119,"Anderson, M.",of  available,8,49,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Earth Sciences    (Faculty of Arts and Science),"Department of Earth Sciences    (John H. Daniels Faculty of Architecture, Landscape, & Design)",Activity,Time,Room,Instructor(s),Space Availability,Wait List,PRA0101,Wednesday,—,13:00,16:00,ES 1067,ES 2101,—,of  available,7,33,No,In Person,Status / Notes,Room,Wednesday,—,10:00,12:00,https://map.utoronto.ca/?id=1809#!m/494460,https://map.utoronto.ca/?id=1809#!m/494499,,The Physical and Mathematical Universes (5),Breadth Requirement:
DRAMA,Playwriting I,DRM228H1-S,,,,,,"A hands-on study of the craft of dramatic writing. The class examines the basic elements of playwriting such as plot, structure, theme, character, dialogue, setting, with an emphasis on story-making. Attention is given to the development of students own work through written assignments and in-class exercises.",,,Specialist or Major in Drama; DRM101Y1,Prerequisite:,DRM220Y1,Corequisite:,DRE362H5,Exclusion:,LEC5101,Tuesday,—,17:00,20:00,UC 255,,,of  available,0,22,Yes: 2 students,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ2148 MA DRAMA,ASSPE2148 SP DRAMA,,,,,,,,,,,,,,,,,,,,,Room,,,,,https://map.utoronto.ca/?id=1809#!m/494517,,—,Humanities,Distribution Requirement:
EAS,Perceptions of China in Japanese Literature,EAS235H1-F,,,,,,"Lectures on Japanese literary negotiations with China, the Chinese and Chineseness, ranging from celebration of shared cultural practices and aestheticization of China to nativist resistance to Chinese cultural hegemony. Required readings are available in English translation, including Tale of Genji, Tale of Middle-Councillor Hamamatsu (medieval romance); Haku Rakuten (No Play); Battles of Coxinga (Kabuki play); Three-Cornered World (by Soseki); and Wild Goose (by Ogai).",,,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,,,LEC0101,Wednesday,—,09:00,11:00,SS 1086,,"Michielsen, E.",of  available,2,45,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of East Asian Studies   (Faculty of Arts and Science),"Department of East Asian Studies   (John H. Daniels Faculty of Architecture, Landscape, & Design)",,,,,,,,,,,,,,,,,,,,,Room,,,,,https://map.utoronto.ca/?id=1809#!m/494510,,,,
ES,Geologic Structures and Maps,ESS241H1-F,,,,,,"Field observations, description and classification of geological structures: stratigraphic and intrusive contacts, unconformities; relative age determination; folds and fold systems; faults and fault systems; boudinage, foliations and lineations; spherical projections and mechanical principles (stress, strain, rheology). Practical work focuses on reading geological maps, constructing cross-sections, and interpreting both in terms of geological processes and histories.",,,"GLG345H1, EESC37H3",Exclusion:,JEG100H1/ESS262H1,Recommended Preparation:,Science,Distribution Requirement:,LEC0101,Tuesday,—,09:00,11:00,ES 1062,ES 1062,"Santimano, T.",of  available,4,40,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",School of Environment    (Faculty of Arts and Science),Department of Earth Sciences    (Faculty of Arts and Science),Activity,Time,Room,Instructor(s),Space Availability,Wait List,PRA0101,Thursday,—,09:00,12:00,ES 1062,,—,of  available,4,55,No,In Person,Status / Notes,Room,Tuesday,—,09:00,11:00,https://map.utoronto.ca/?id=1809#!m/494499,https://map.utoronto.ca/?id=1809#!m/494499,,The Physical and Mathematical Universes (5),Breadth Requirement:
ES,Computational Geology,ESS245H1-F,,,,,,"A practical introduction to programming. This course will teach an operational knowledge on how to write and execute self written computer programs. Course topics touch upon using a computer without a graphical interface, using an integrated development environment, programming, documenting, debugging, reading and writing data, graphical output, how to navigate existing documentation and internet resources, and last but not least how to effectively ask for help. Students will work individually and in small groups in an inverted classroom setting on earth science related problem sets. Previous programming experience is not required.",,,"1.0 credit from first-year math, or physics courses except MAT193H1, MAT198H1, MAT199H1, PHY196H1, PHY197H1, PHY198H1, PHY199H1",Prerequisite:,ESS345H1,Exclusion:,Science,Distribution Requirement:,LEC0101,Monday,—,09:00,12:00,ES 1062,,"Wortmann, U.",of  available,19,40,Yes: 0 student,In Person,,,,,,Activity,Time,Room,Instructor(s),Space Availability,Wait List,PRA0101,Wednesday,—,09:00,11:00,ES 1062,,—,of  available,19,40,No,In Person,Status / Notes,Room,,,,,https://map.utoronto.ca/?id=1809#!m/494499,https://map.utoronto.ca/?id=1809#!m/494499,,The Physical and Mathematical Universes (5),Breadth Requirement:
EAS,Early Modern Japanese History,EAS246H1-S,,,,,,"A survey of the history of Japan from about 1600 until the disintegration of the Tokugawa regime in the mid-19th century. Uses a wide range of translated primary Japanese texts to illuminate the emergence of cultural forms and their conjunction with social, economic, religious, and political trends.",,,EAS103H1/EAS105H1,Recommended Preparation:,Humanities,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,LEC5101,Wednesday,—,17:00,19:00,UC 140,,"Keirstead, T.",of  available,23,130,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of East Asian Studies   (Faculty of Arts and Science),"Department of East Asian Studies   (John H. Daniels Faculty of Architecture, Landscape, & Design)",,,,,,,,,,,,,,,,,,,,,Room,,,,,https://map.utoronto.ca/?id=1809#!m/494517,,,,
EAS,Marxism and East Asia,EAS248H1-F,,,,,,"This course focuses on how Marxism became one of the most important and influential systems of revolutionary thought in East Asian countries such as Japan, Korea, and China in the twentieth century, with enormous repercussions for our present historical conjuncture. The course particularly focuses on the theoretical creativity and impasses that went into translating the basic tenets of Marxism to address particular, national questions in East Asia.",,,Humanities,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,,,LEC0101,Tuesday,—,13:00,15:00,RW 117,,"Michielsen, E.",of  available,32,80,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of East Asian Studies   (Faculty of Arts and Science),"Department of East Asian Studies   (John H. Daniels Faculty of Architecture, Landscape, & Design)",,,,,,,,,,,,,,,,,,,,,Room,,,,,https://map.utoronto.ca/?id=1809#!m/494515,,,,
DRAMA,Design and Production I,DRM254H1-F,,Creative and Cultural Representations (1),Breadth Requirement:,,,"A practical and theoretical introduction to the fundamentals of theatrical performance design. This course touches on theatre architecture, conceptual approaches to theatrical design and spatial considerations of live performance. Students will work on case studies and practical projects geared toward understanding theatre terminology, design, and production processes. Students will also explore concrete aspects of technical theatre production, particularly as they pertain to theatrical design elements.",,,Specialist or Major in Drama,Prerequisite:,DRM101Y1 or DRM220Y1,Corequisite:,"DRM254Y1, VPDB03H3/VPDC03H3",Exclusion:,LEC0101,Wednesday,—,10:00,13:00,KS 320 B,,"Pesic, S.",of  available,6,22,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ2148 MA DRAMA,ASSPE2148 SP DRAMA,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Monday,—,10:00,12:00,,,—,of  available,6,22,No,In Person,,Room,,,,,https://map.utoronto.ca/?id=1809#!m/494461,https://map.utoronto.ca/?id=1809#!m/494461,,DRM101Y1,Recommended Preparation:
EAS,Chinese Literature (Pre-Qin to Tang),EAS256H1-S,,,,,,"A survey of major works in premodern Chinese literature, including poetry, essays, and short narratives from the pre-Qin through Tang eras (11th century BCE - 10th century CE).",,,"EAS336Y1,EAS336H1",Exclusion:,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,LEC0101,Thursday,—,09:00,11:00,LM 161,,"Sanders, G.",of  available,0,130,Yes: 90 students,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of East Asian Studies   (Faculty of Arts and Science),"Department of East Asian Studies   (John H. Daniels Faculty of Architecture, Landscape, & Design)",,,,,,,,,,,,,,,,,,,,,Room,,,,,https://map.utoronto.ca/?id=1809#!m/494502,,,,
EAS,Chinese Literature (Song to Qing),EAS257H1-F,,,,,,"A survey of major works in premodern Chinese literature, including poetry, essays, short narratives and drama from the Song through Qing dynasties (10th - 19th centuries CE).",,,"EAS337Y1,EAS337H1",Exclusion:,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,LEC9901,Monday,—,09:00,11:00,,,"Wen, Y.",of  available,1,80,No,Online - Synchronous,,,,,,,,,,,,,,,,,,—,,,,,,,,Room,,,,,,,,,
ES,Earth System Evolution,ESS261H1-S,,,,,,"Interrelationships between Earths atmosphere, hydrosphere, geosphere and biosphere through time; including patterns of evolution and extinction as they are related to changes at the earth's surface and recorded in the rock record. Laboratories cover major groups of fossils, their classification, use in biostratigraphy, and living analogues. NOTE: ESS261H1 and ESS262H1 may be taken in either order; and both are required for advanced courses.",,,GLG217H1,Exclusion:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,LEC0101,Monday,—,13:00,15:00,ES 1067,,"Bank, C.",of  available,6,50,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",School of Environment    (Faculty of Arts and Science),Department of Earth Sciences    (Faculty of Arts and Science),Activity,Time,Room,Instructor(s),Space Availability,Wait List,PRA0101,Tuesday,—,13:00,16:00,ES 1062,,—,of  available,10,50,No,In Person,Status / Notes,Room,,,,,https://map.utoronto.ca/?id=1809#!m/494499,https://map.utoronto.ca/?id=1809#!m/494499,,,
