resultDept,pbot15,hiCC,extraTxt 2,extraTxt 3,extraTxt 4,extraTxt 5,extraTxt 6,extraTxt 7,extraTxt 8,extraTxt 9,extraTxt 10,headerSect 3,colCode,weekDay,dayInfo,dayInfo 2,dayInfo 3,weekDay 2,weekDay href,numCurr,numTot,numWait,onlineMeeting,legendControl 2,legendControl 3,enConDesc,enConList,enConList 2,enConList 3,enConList 4,enConList 5,weekDay 4,legendControl 4,legendControl 5,enConList 6,headerSect 15,headerSect 16,headerSect 17,headerSect 18,headerSect 19,headerSect 20,headerSect 21,colCode 3,weekDay 5,dayInfo 7,dayInfo 8,dayInfo 9,weekDay 6,weekDay href 3,colAvail 3,numCurr 3,numTot 3,numWait 3,onlineMeeting 3,headerSect 22,headerSect 23,headerSect 25,headerSect 26,headerSect 27,headerSect 28,colCode 4,weekDay 7,dayInfo 10,dayInfo 11,dayInfo 12,colAvail 4,numCurr 4,numTot 4,numWait 4,onlineMeeting 4,colInst,extraTxt 11,extraTxt 12,extraTxt 13,extraTxt 16
HMB,Vertebrate Histology and Histopathology,HMB302H1-F,"Laboratory and lecture course studying the structure of the cell, various tissues and organ systems. Emphasis is on functional morphology and the adaptive response (including the inflammatory reaction) by comparing histological sections of normal tissues and organs with common diseases including neoplasia, respiratory, and liver disease. (Lab Materials Fee: $27)",BIO230H1/ BIO255H1,Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,,,Room,LEC0101,Wednesday,—,10:00,12:00,HS 610,https://map.utoronto.ca/?id=1809#!m/494459,0,250,Yes: 0 student,In Person (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. NOTE: Spaces for each priority group in this course are not equal, and each priority group has its own waitlist until July 28. As of July 30, the waitlists for each priority group merge into one, and your rank on the waitlist may change; this is also when other Arts & Science students can begin to enrol. Beginning August 4, other downtown campus students can enrol in this section. There is no course enrolment on August 5. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASFOC1540C FOC HEALTH AND DISEASE,ASFOC2270C FOC HEALTH AND DISEASE,ASMAJ2013 MA HMB: HEALTH AND DISEASE  - Year 3,ASMAJ2013 MA HMB: HEALTH AND DISEASE  - Year 4,ASMAJ2013 MA HMB: HEALTH AND DISEASE  - Year 2,,Delivery instructions,,ASSPE2013 SP HMB: HEALTH AND DISEASE  - Year 4,Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,PRA0201,RW 13,—,09:00,12:00,Friday,https://map.utoronto.ca/?id=1809#!m/494515,of  available,1,85,No,In Person (See Delivery Instructions.),Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,PRA5101,RW 13,—,18:00,21:00,of  available,0,85,No,In Person (See Delivery Instructions.),"Wilson Jr, R.",Note:,Lectures are in person and will be recorded for asynchronous viewing.,,
HMB,Global Health and Human Rights,HMB303H1-F,"The Global Health & Human Rights course uses a multidisciplinary approach to consider the theory and practice of global health as well as human rights from a global health perspective. The course has an emphasis on the social, historical, economic and political determinants of global health and human rights. The critical approach used in the course will also allow students to begin to consider the limitations and contradictions inherent in the theory and practice of global health and in human rights.","9 FCE complete, a HST200-level course/ HMB202H1/HMB203H1/HMB204H1",Prerequisite:,"Science, Social Science",Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,,,Room,LEC0101,Tuesday,—,16:00,19:00,UC 179,https://map.utoronto.ca/?id=1809#!m/494517,2,100,Yes: 0 student,In Person (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. NOTE: Spaces for each priority group in this course are not equal, and each priority group has its own waitlist until July 28. As of July 30, the waitlists for each priority group merge into one, and your rank on the waitlist may change; this is also when other Arts & Science students can begin to enrol. Beginning August 4, other downtown campus students can enrol in this section. There is no course enrolment on August 5. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ2035 MA HUMAN BIOLOGY  - Year 4,ASMAJ2035 MA HUMAN BIOLOGY  - Year 3,ASMAJ2085 MA HEALTH STUDIES  - Year 3,ASMAJ2085 MA HEALTH STUDIES  - Year 4,ASMAJ2575 MA HMB: GLOBAL HEALTH  - Year 4,,Delivery instructions,,ASMAJ2575 MA HMB: GLOBAL HEALTH  - Year 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamel, P.",Note:,There will be no lecture recordings.,,
ASABS,Indigenous Language and Indigenous Thought,INS303H1-F,Examination of original Indigenous values and philosophies as embodied in Indigenous languages through various media forms.,"5.0 credits including INS201Y1, plus 1.0 additional INS credit",Prerequisite:,Social Science,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,,,Room,LEC0101,Monday,—,13:00,15:00,UC 67,https://map.utoronto.ca/?id=1809#!m/494517,13,30,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brant, T.",,,,
ASABS,Exploring Indigenous Thought Through Language Texts,INS304H1-S,Examination of original Indigenous values and philosophies as embodied in written Indigenous language texts.,"5.0 credits including INS201Y1, plus 1.0 additional INS credit",Prerequisite:,Social Science,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,,,Room,LEC0101,Monday,—,13:00,15:00,LA 340,https://map.utoronto.ca/?id=1809#!m/494544,13,30,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brant, T.",,,,
HMB,Ethical Considerations in Emerging Technology,HMB306H1-F,"Advancing technology increases our ability to intervene in the course of natural events involving human health and well being. Questions arise as whether we ought to and who will benefit or be harmed.  This course considers the far-reaching bioethical implications of emerging bio-technology. Topics to be explored include-but are not limited to- ethical considerations in emerging reproductive technologies, genetic alteration/genetic enhancement. Use of life support technologies, synthetic life, life extension.","BIO230H1, HMB265H1/BIO260H1",Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,,,Room,LEC0101,Monday,—,10:00,12:00,UC 161,https://map.utoronto.ca/?id=1809#!m/494517,0,97,Yes: 0 student,In Person (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. NOTE: Spaces for each priority group in this course are not equal, and each priority group has its own waitlist until July 28. As of July 30, the waitlists for each priority group merge into one, and your rank on the waitlist may change; this is also when other Arts & Science students can begin to enrol. Beginning August 4, other downtown campus students can enrol in this section. There is no course enrolment on August 5. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASSPE1050 SP FUNDMNTL GENETICS & ITS APP  - Year 3,ASSPE1050 SP FUNDMNTL GENETICS & ITS APP  - Year 4,ASSPE1472 SP HMB: NEUROSCIENCE  - Year 3,ASSPE1472 SP HMB: NEUROSCIENCE  - Year 4,ASSPE2013 SP HMB: HEALTH AND DISEASE  - Year 3,,Delivery instructions,,ASSPE2013 SP HMB: HEALTH AND DISEASE  - Year 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bowman, K.",Note:,"This course is in person with recordings available for asynchronous viewing, and all assessments can be completed online.",,
HMB,Laboratory in Neuroscience,HMB310H1-F,"A laboratory course based on current research techniques for students in the Neuroscience program. Lab topics may include human brain imaging and disorders, electrophysiology, cell culture, and changes in gene expression during neuronal development. Labs start in the first week of term. (Lab Materials Fee: $63)","Completion of 9.0 credits, HMB200H1/PSY290H1, HMB265H1/BIO260H1, BIO230H1/ BIO255H1",Prerequisite:,PSL300H1,Corequisite:,HMB311H1/HMB312H1/HMB314H1/PSY359H1,Exclusion:,Science,Distribution Requirement:,Room,LEC0101,Tuesday,—,10:00,11:00,,,4,200,Yes: 0 student,Online - Synchronous (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. NOTE: Spaces for each priority group in this course are not equal, and each priority group has its own waitlist until July 28. As of July 30, the waitlists for each priority group merge into one, and your rank on the waitlist may change; this is also when other Arts & Science students can begin to enrol. Beginning August 4, other downtown campus students can enrol in this section. There is no course enrolment on August 5. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Year 4 NEUROSCIENCE Human Biology Program Human Biology Program  Program (Faculty of Arts and Science),Year 3 NEUROSCIENCE Human Biology Program Human Biology Program  Program (Faculty of Arts and Science),Year 2 NEUROSCIENCE Human Biology Program Human Biology Program  Program (Faculty of Arts and Science),,,—,Delivery instructions,,,Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,PRA0102,RW 225,—,09:00,12:00,Thursday,https://map.utoronto.ca/?id=1809#!m/494515,of  available,1,24,No,In Person (See Delivery Instructions.),Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,PRA0103,RW 226,—,09:00,12:00,of  available,0,24,No,In Person (See Delivery Instructions.),"Dockstader, C.",Note:,Recordings of lectures will also be available for students to view asynchronously. Lab practicals will be available only as in-person at their scheduled times.,,
ASABS,Anishinaabemowin II,INS310Y1-Y,Further study of the Anishinaabe language with emphasis on speaking and writing.,INS210Y1,Prerequisite:,ABS310Y1,Exclusion:,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,,LEC0101,Tuesday,—,16:00,19:00,SS 2112,https://map.utoronto.ca/?id=1809#!m/494510,2,10,Yes: 0 student,In Person,,,,,,,,,SS 2112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HMB,Laboratory in Health and Disease,HMB312H1-S,"A laboratory course based on current research techniques and topics which may include basic microbiology, molecular biology and animal cell culture techniques, immunocytochemistry, changes in gene expression, and histological techniques. Labs start in the first week of term. (Lab Materials Fee: $81)","Completion of 9.0 credits, HMB202H1/HMB203H1/HMB204H1, HMB265H1/BIO260H1, BIO230H1/BIO255H1",Prerequisite:,BCH210H1,Corequisite:,HMB310H1/HMB311H1/HMB314H1,Exclusion:,Science,Distribution Requirement:,Room,LEC0101,Monday,—,12:00,13:00,BR 200,https://map.utoronto.ca/?id=1809#!m/494595,0,216,Yes: 7 students,In Person (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. NOTE: Spaces for each priority group in this course are not equal, and each priority group has its own waitlist until July 28. As of July 30, the waitlists for each priority group merge into one, and your rank on the waitlist may change; this is also when other Arts & Science students can begin to enrol. Beginning August 4, other downtown campus students can enrol in this section. There is no course enrolment on August 5. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1050 MA FUNDMNTL GENETICS & ITS APP  - Year 3,ASMAJ1050 MA FUNDMNTL GENETICS & ITS APP  - Year 4,ASMAJ2013 MA HMB: HEALTH AND DISEASE  - Year 3,ASMAJ2013 MA HMB: HEALTH AND DISEASE  - Year 4,ASMAJ2035 MA HUMAN BIOLOGY  - Year 3,,Delivery instructions,,ASMAJ2035 MA HUMAN BIOLOGY  - Year 4,Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,PRA0102,RW 225,—,09:00,12:00,Wednesday,https://map.utoronto.ca/?id=1809#!m/494515,of  available,0,24,No,In Person (See Delivery Instructions.),Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,PRA0103,RW 226,—,09:00,12:00,of  available,2,24,No,In Person (See Delivery Instructions.),"Dias, A.",Note:,Lectures and labs/practicals will be available only as in person at their scheduled times,,
HMB,Neuroanatomy,HMB320H1-S,"This is a rigorous, introductory course that addresses the structure of the vertebrate central nervous system with an emphasis on functional human neuroanatomy. It is designed for students who intend to continue with studies in the Neurosciences and related areas.","9 FCE complete, PSL300H1, HMB200H1/PSY290H1, BIO230H1/ BIO255H1",Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,,,Room,LEC0101,Monday,—,15:00,17:00,HS 610,https://map.utoronto.ca/?id=1809#!m/494459,33,165,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. NOTE: Spaces for each priority group in this course are not equal, and each priority group has its own waitlist until July 28. As of July 30, the waitlists for each priority group merge into one, and your rank on the waitlist may change; this is also when other Arts & Science students can begin to enrol. Beginning August 4, other downtown campus students can enrol in this section. There is no course enrolment on August 5. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1472 MA HMB: NEUROSCIENCE  - Year 3,ASMAJ1472 MA HMB: NEUROSCIENCE  - Year 4,ASMAJ1472 MA HMB: NEUROSCIENCE  - Year 2,ASSPE1472 SP HMB: NEUROSCIENCE  - Year 3,ASSPE1472 SP HMB: NEUROSCIENCE  - Year 4,Contact DEPT,,,ASSPE1472 SP HMB: NEUROSCIENCE  - Year 2,Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,PRA0201,Contact DEPT,—,11:00,13:00,Wednesday,,of  available,14,55,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,PRA0301,Contact DEPT,—,15:00,17:00,of  available,0,55,No,In Person,"Koeberle, P.",,,,
ASABS,Kanien’kéha II,INS320Y1-Y,Further study of Kanien’kéha (Mohawk Language); a member of the Iroquoian language family.,INS220Y1,Prerequisite:,INS323Y1,Exclusion:,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,,LEC0101,Wednesday,—,14:00,17:00,BL 305,https://map.utoronto.ca/?id=1809#!m/494536,0,10,Yes: 0 student,In Person,,,,,,,,,BL 305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DeCaire, R.",,,,
HMB,Topics in Genetics,HMB321H1-S,"The overall theme of this course is human genetics in disease. Topics include the molecular basis of human disease, using model organisms to identify disease-related genes, and genetic counseling. Expert guest lectures from clinical and basic sciences as well as small group work in tutorials build in-depth understanding.","9 FCE completed,  HMB265H1/ BIO260H1",Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,,,Room,LEC0101,Wednesday,—,13:00,14:00,LM 162,https://map.utoronto.ca/?id=1809#!m/494502,40,100,Yes: 0 student,In Person (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. NOTE: Spaces for each priority group in this course are not equal, and each priority group has its own waitlist until July 28. As of July 30, the waitlists for each priority group merge into one, and your rank on the waitlist may change; this is also when other Arts & Science students can begin to enrol. Beginning August 4, other downtown campus students can enrol in this section. There is no course enrolment on August 5. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASFOC1540C FOC HEALTH AND DISEASE,"ASFOC1540D FOC GENES,GENETICS&BIOTECHNOL",ASFOC2270C FOC HEALTH AND DISEASE,ASFOC2270D FOC GENES GENETICS&BIOTECHNOL,ASMAJ1050 MA FUNDMNTL GENETICS & ITS APP  - Year 2,LM 162,Delivery instructions,,ASMAJ1050 MA FUNDMNTL GENETICS & ITS APP  - Year 3,Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Wednesday,—,15:00,16:00,WE 51B,https://map.utoronto.ca/?id=1809#!m/494509,of  available,2,25,No,In Person (See Delivery Instructions.),Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0102,Wednesday,—,15:00,16:00,of  available,9,25,No,In Person (See Delivery Instructions.),"Papaconstantinou, M.",Note:,"Lectures, tutorials, and exams will be held in person during the meeting schedule, or during a final assessment period. Lectures only will be recorded.",,
HMB,Topics in Health & Disease,HMB322H1-S,Explore the scientific basis and interdisciplinary healthcare practices of several diseases (diseases vary by year). Discuss current issues related to the biology and the impact of these diseases.,"9 FCE complete,  HMB202H1/ HMB203H1/ HMB204H1, BIO230H1/BIO255H1, PSL300H1",Prerequisite:,PSL301H1,Corequisite:,HMB302H1,Recommended Preparation:,Science,Distribution Requirement:,Room,LEC0101,Tuesday,—,13:00,15:00,BL 205,https://map.utoronto.ca/?id=1809#!m/494536,0,120,Yes: 20 students,In Person (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. NOTE: Spaces for each priority group in this course are not equal, and each priority group has its own waitlist until July 28. As of July 30, the waitlists for each priority group merge into one, and your rank on the waitlist may change; this is also when other Arts & Science students can begin to enrol. Beginning August 4, other downtown campus students can enrol in this section. There is no course enrolment on August 5. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ2013 MA HMB: HEALTH AND DISEASE  - Year 3,ASMAJ2013 MA HMB: HEALTH AND DISEASE  - Year 4,ASMAJ2035 MA HUMAN BIOLOGY  - Year 3,ASMAJ2035 MA HUMAN BIOLOGY  - Year 4,ASMAJ2575 MA HMB: GLOBAL HEALTH  - Year 3,,Delivery instructions,,ASMAJ2575 MA HMB: GLOBAL HEALTH  - Year 4,Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Thursday,—,15:00,16:00,TF 200,https://map.utoronto.ca/?id=1809#!m/494581,of  available,0,30,No,In Person (See Delivery Instructions.),Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0102,Thursday,—,15:00,16:00,of  available,0,30,No,In Person (See Delivery Instructions.),"Dias, A.",Note:,Lectures and tutorials (if/when scheduled) will be available only as in person at their scheduled times.,,
ASABS,Indigenous Narratives of Empowerment,INS322H1-S,"This course explores Indigenous decolonization and empowerment by analysing comparatively theoretical and literary debates that focus on issues of sovereignty, gender, grass-roots activism, and anti-racism. It analyses several emerging paradigm approaches to this set of debates including intersectional critical-race theory, Indigenous feminisms, and decolonization practices in theoretical and literary texts.","8 FCE including INS201Y1, plus one additional INS full course equivalent",Prerequisite:,ABS322H1,Exclusion:,"Humanities, Social Science",Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,Room,LEC0101,Wednesday,—,13:00,16:00,BL 312,https://map.utoronto.ca/?id=1809#!m/494536,6,20,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Suzack, C.",,,,
GGR,"Indigenous Worlds, Worldviews and the Environment",JIG322H1-S,"Explores the diverse ways of understanding and responding to the world that emerge from indigenous cultures around the world. Examines how indigenous ways of being and relating to their natural environment can help us understand and address the current environmental crisis. Using examples of indigenous activism from Canada and around the world, examines how colonial histories shape dispossession and marginalization and inform visions for the future. Topics include traditional ecological knowledge, place-based social movements, environmental concerns of indigenous peoples, bio-cultural restoration and decolonization of nature-human relations.","8.0 credits including one of INS200H1, INS201Y1, INS250H1, GGR107H1, GGR124H1, GGR240H1, GGR246H1, GGR254H1",Prerequisite:,"JAG321H1, GGR321H1",Exclusion:,Social Science,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,Room,LEC5101,Wednesday,—,18:00,20:00,SS 2125,https://map.utoronto.ca/?id=1809#!m/494510,22,60,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Geography and Planning   (Faculty of Arts and Science),Indigenous Studies   (Faculty of Arts and Science),"Department of Geography and Planning   (John H. Daniels Faculty of Architecture, Landscape, & Design)","Indigenous Studies   (John H. Daniels Faculty of Architecture, Landscape, & Design)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dorries, H.",,,,
HMB,Global Health Research,HMB323H1-S,Health is a responsibility shared worldwide. Globalization of health has impacted biomedical research. Students will explore current global health research advances and build skills in the design and conduct of global health research studies.,"9 FCE complete, HMB202H1/HMB203H1/HMB204H1, BIO230H1/ BIO255H1",Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,,,Room,LEC0101,Monday,—,15:00,18:00,OI 2214,https://map.utoronto.ca/?id=1809#!m/494563,0,80,Yes: 12 students,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. NOTE: Spaces for each priority group in this course are not equal, and each priority group has its own waitlist until July 28. As of July 30, the waitlists for each priority group merge into one, and your rank on the waitlist may change; this is also when other Arts & Science students can begin to enrol. Beginning August 4, other downtown campus students can enrol in this section. There is no course enrolment on August 5. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASFOC1540B FOC GLOBAL HEALTH,ASFOC1540C FOC HEALTH AND DISEASE,ASFOC2270C FOC HEALTH AND DISEASE,ASMAJ2013 MA HMB: HEALTH AND DISEASE  - Year 3,ASMAJ2013 MA HMB: HEALTH AND DISEASE  - Year 4,,,,ASMAJ2035 MA HUMAN BIOLOGY  - Year 3,Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,TUT5101,Monday,—,17:00,18:00,OI 2211,https://map.utoronto.ca/?id=1809#!m/494563,of  available,0,27,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT5102,Monday,—,17:00,18:00,of  available,0,27,No,In Person,"Dimaras, H.",,,,
HMB,Cellular and Molecular Neurobiology of the Synapse,CJH332H1-S,"Examination of all aspects of the synapse in both the peripheral and central nervous systems of invertebrates and vertebrates. Topics include: neuroplasticity, synapse formation, synaptic transmission, synaptic modulation, and the molecular biological basis of neurodegenerative disorders.",BIO271H1/PSL300H1,Prerequisite:,CSB332H1,Exclusion:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,Room,LEC9901,3.0 hours / week,,,,,,160,500,Yes: 0 student,Asynchronous,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. NOTE: Spaces for each priority group in this course are not equal, and each priority group has its own waitlist until July 28. As of July 30, the waitlists for each priority group merge into one, and your rank on the waitlist may change; this is also when other Arts & Science students can begin to enrol. Beginning August 4, other downtown campus students can enrol in this section. There is no course enrolment on August 5. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Year 3 CELL AND SYSTEMS BIOLOGY Department of Cell and Systems Biology    (Faculty of Arts and Science),Year 4 CELL AND SYSTEMS BIOLOGY     (Faculty of Arts and Science),Year 3 NEUROSCIENCE Human Biology Program   Program (Faculty of Arts and Science),Year 4 NEUROSCIENCE Human Biology Program   Program (Faculty of Arts and Science),,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fraigne, J.",,,,
IMM,Fundamental Immunology,IMM340H1-F,"This course introduces the basic principles and key players of the immune system: differences and interplay between innate and adaptive immunity, how immune cells develop and function, how immune cells recognize threats and danger and mount an appropriate and measured response. This course is offered in the Fall term with in-class lectures and tutorials, as well as in the Summer term with hybrid delivery (online lectures and in-class tutorials).",BIO230H1,Prerequisite:,IMM334Y1/IMM335Y1/IMM341H1,Exclusion:,IMM250H1,Recommended Preparation:,Science,Distribution Requirement:,Room,LEC0101,Thursday,—,10:00,12:00,,,2,450,Yes: 0 student,Online - Synchronous (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1002 MA IMMUNOLOGY,,,,,—,Delivery instructions,,,Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Monday,—,16:00,17:00,MC 102,https://map.utoronto.ca/?id=1809#!m/494474,of  available,14,450,No,In Person (See Delivery Instructions.),,,,,,,,,,,,,,,,,"Clemenza, L.",Note:,"Lectures will be delivered  as per the meeting schedule (TH: 10:00-12:00) and recorded (permitting synchronous delivery, but also asynchronous attendance).","Tutorials will be offered in person as per the meeting schedule (MO: 16:00-17:00) with attendance in rotation; cap to be announced based on Public Health recommendations. Note: these tutorial arrangements are subject to change, depending on Public Health recommendations.",online synchronously
IMM,Fundamental Immunology (Advanced),IMM341H1-F,"This course introduces the fundamental principles and key players of the immune system: differences and interplay between innate and adaptive immunity, how immune cells develop and function, how immune cells recognize threats and danger and mount an appropriate and measured response. Intended for students specializing in Immunology and related programs.",BIO230H1,Prerequisite:,IMM334Y1/IMM335Y1/IMM340H1,Exclusion:,IMM250H1,Recommended Preparation:,Science,Distribution Requirement:,Room,LEC0101,Thursday,—,10:00,12:00,,,3,25,Yes: 0 student,Online - Synchronous (See Delivery Instructions.),Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,BIOCHEMISTRY    Specialist (Faculty of Arts and Science),"BIOCHEMISTRY    Specialist (John H. Daniels Faculty of Architecture, Landscape, & Design)",IMMUNOLOGY    Specialist (Faculty of Arts and Science),"IMMUNOLOGY    Specialist (John H. Daniels Faculty of Architecture, Landscape, & Design)",LAB MEDICINE & PATHOBIOLOGY    Specialist (Faculty of Arts and Science),—,Delivery instructions,,"LAB MEDICINE & PATHOBIOLOGY    Specialist (John H. Daniels Faculty of Architecture, Landscape, & Design)",Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Friday,—,13:00,14:00,UC 65,https://map.utoronto.ca/?id=1809#!m/494517,of  available,4,25,No,In Person (See Delivery Instructions.),,,,,,,,,,,,,,,,,"Clemenza, L.",Note:,"Lectures will be delivered  as per the meeting schedule (TH: 10:00-12:00) and recorded (permitting synchronous delivery, but also asynchronous attendance).",Tutorials will be offered as per the meeting schedule (FR: 13:00-14:00). Term tests will be delivered during regular class time (TH: 10:00-12:00).,online synchronously
HMB,Epidemiology of Health & Disease,HMB342H1-S,"This course engages students in the fundamental science of epidemiology applied to health and disease. After an introduction to various measures of health and disease, the scientific methods used to investigate, analyze, prevent and control health problems will be illustrated using social, biomedical and public health examples","9.0 credits complete, (BIO120H1, BIO130H1)/HST209H1",Prerequisite:,HST373H1,Exclusion:,STA220H1/ STA288H1/ EEB225H1/ PSY201H1,Recommended Preparation:,Science,Distribution Requirement:,Room,LEC9901,Tuesday,—,10:00,12:00,,,0,210,Yes: 54 students,Online - Synchronous (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. NOTE: Spaces for each priority group in this course are not equal, and each priority group has its own waitlist until July 28. As of July 30, the waitlists for each priority group merge into one, and your rank on the waitlist may change; this is also when other Arts & Science students can begin to enrol. Beginning August 4, other downtown campus students can enrol in this section. There is no course enrolment on August 5. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASFOC1540A FOC HEALTH STUDIES,ASFOC1540B FOC GLOBAL HEALTH,ASFOC1540C FOC HEALTH AND DISEASE,ASFOC2270A FOC HEALTH STUDIES,ASFOC2270C FOC HEALTH AND DISEASE,—,Delivery instructions,,ASMAJ2013 MA HMB: HEALTH AND DISEASE  - Year 4,Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Thursday,—,10:00,11:00,—,,of  available,1,35,No,Online - Synchronous (See Delivery Instructions.),Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0102,Thursday,—,10:00,11:00,of  available,3,35,No,Online - Synchronous (See Delivery Instructions.),"De Souza, L.",Note:,Lectures are live streamed and recorded.,,
