resultDept,pbot15,hiCC,legendControl,extraTxt,extraTxt 2,extraTxt 4,extraTxt 5,extraTxt 6,extraTxt 7,extraTxt 8,headerSect 3,colCode,weekDay,dayInfo,dayInfo 2,dayInfo 3,weekDay 2,colInst,numCurr,numTot,numWait,onlineMeeting,headerSect 8,headerSect 9,headerSect 10,headerSect 11,headerSect 12,headerSect 13,headerSect 14,colCode 2,weekDay 3,dayInfo 4,dayInfo 5,dayInfo 6,weekDay 4,alignC,colAvail 2,numCurr 2,numTot 2,numWait 2,onlineMeeting 2,weekDay 5,alignC 2,weekDay 8,weekDay href,legendControl 3,legendControl 4,enConDesc,enConList,extraTxt 9,extraTxt 10,extraTxt 11,extraTxt 12,extraTxt 13,extraTxt 14,enConList 2,enConList 3,enConList 4,enConList 5,weekDay href 2,weekDay href 3,extraTxt href
ETHIC,Topics in Value Theory,ETH350H1-Y,Timetable instructions,Note:,"Selected topics in value theory, broadly construed (ethics, political theory, law): Ethics of AI in Context.","Selected topics in value theory, broadly construed (ethics, political theory, law). Consult the Centre for Ethics website for offering information.",Humanities,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,,LEC0101,Tuesday,—,15:00,18:00,LA 200,"Dubber, M.",3,10,Yes: 0 student,In Person,Subtitle,,,,,,,,LA 200,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494544,Department Approval Required (AE),Enrolment Controls:,"This course requires approval from the department. The groups of students listed below can request enrolment for this course on ACORN until July 28. Once requested, the course will appear on ACORN with an Interim (INT) status until the sponsoring department has had an opportunity to review students' requests. Check ACORN after July 28 to see if your enrolment in the course has been Approved (APP) or Refused (REF). Beginning July 30 enrolment can no longer be requested on ACORN, and must instead be done by contacting the sponsoring department. The following list of students can request enrolment for this course on ACORN until July 28:",,"Please note that this section meets every other week. To request to enroll in the course, please contact Ellen Ough at .",,,,,"For further information, please consult the Centre for Ethics website ().",,,,,https://map.utoronto.ca/?id=1809#!m/494544,,https://ethics.utoronto.ca/
ENVMT,Social Media and Environmentalism,ENV361H1-S,,,,"This course examines the impacts of the internet on environmental thinking and policy-making. Topics include the use of social media as a tool for community-building and collaborative design, the sharing economy, online protest movements, mass surveillance and its implications, and the impact of misinformation on climate denialism.",Students must have completed a minimum of 6.0 FCEs to register for the course.,Prerequisite:,BIG102Y1; ENV381H1 if taken in 2015-16 or 2016-17,Exclusion:,Room,LEC0101,Friday,—,10:00,12:00,AB 107,"Soden, R.",0,60,Yes: 27 students,In Person,Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Friday,—,12:00,13:00,,—,of  available,0,30,No,In Person,Friday,—,LM 157,https://map.utoronto.ca/?id=1809#!m/494489,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",School of Environment School of Environment   (Faculty of Arts and Science),"ENV221H1, ENV222H1, and/or ENV261H1",Recommended Preparation:,Social Science,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,"School of Environment School of Environment   (John H. Daniels Faculty of Architecture, Landscape, & Design)",,,,,https://map.utoronto.ca/?id=1809#!m/494502,
ENVMT,Energy & Environment: Transitions in History,ENV362H1-S,,,,"An exploration of the interactions between humans and their environments in the Holocene, focussing on the contexts and consequences of changes in energy technologies. Includes consideration of changes in food production and processing, transport and power generation technologies from the adoption of agriculture to the twentieth century.",Students must have completed a minimum of 6.0 FCEs to register for the course.,Prerequisite:,BIG101Y1; ENV282H1 if taken in 2015-16 or 2016-17; HPS307H1; HIS300H1;,Exclusion:,Room,LEC0101,Thursday,—,12:00,14:00,ES B142,"Akrigg, B.",29,60,Yes: 0 student,In Person,Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Thursday,—,14:00,15:00,,—,of  available,6,30,No,In Person,Thursday,—,NF 004,https://map.utoronto.ca/?id=1809#!m/494499,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",School of Environment School of Environment   (Faculty of Arts and Science),"ENV221H1, ENV222H1, and/or ENV262H1",Recommended Preparation:,Humanities,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,"School of Environment School of Environment   (John H. Daniels Faculty of Architecture, Landscape, & Design)",,,,,https://map.utoronto.ca/?id=1809#!m/494600,
ENT,Exploring New Ventures,ENT391H1-S,Timetable instructions,Note:,"To apply, complete and submit the online application form found .Application Deadline: September 24, 2021 11:59 PM (EST)For Winter Term 2022, the only available option for ENT391H1-S is to work on your venture. If you are interested in an internship opportunity, please apply to the . The department will review the application and send the decision via email to the student in October 2021. If accepted, you will receive the follow-up instruction, and the department admin will enrol you on ACORN. For more information, visit the Centre for Entrepreneurship course webpage","This experiential learning course allows students to explore the inner working of new ventures or other innovative organizations. The majority of the course consists of activities applying entrepreneurial concepts within a local organization or the student’s own venture, with oversight from the Centre for Entrepreneurship. In-class activities facilitate the application of entrepreneurial tools to develop the students’ entrepreneurial skills.",8.0 credits in any subject.,Prerequisite:,IMC200H1/ENT200H1/RSM100H1/MGT100H1,Corequisite:,Room,LEC0101,Thursday,—,10:00,12:00,NF 119,,30,30,No,In Person,,,,,,,,,,,,,,—,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494600,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,"IMC390Y1, IMC391H1, IMC392Y1, ENT392Y1",Exclusion:,"The experiential learning activities are designed to accommodate students from all disciplines including science, social sciences and humanities.",Recommended Preparation:,Social Science,Distribution Requirement:,,,,,,,https://utoronto.startuptree.co/event/s/MCMDUyeLvKpCiykH3rNfLX/ENT391H1-S-Winter-2022-Student-Application-
ENVMT,Research Opportunity Program,ENV399Y1-Y,,,,Credit course for supervised participation in faculty research project. Details at . Not eligible for CR/NCR option.,,,,,,LEC0101,—,—,,,,"Bass, B.",9992,9999,No,In Person,,,,,,,,,—,,,,—,,,,,,,—,,,,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,https://www.artsci.utoronto.ca/current/academics/research-opportunities/research-opportunities-program,,,,,,,,,https://www.artsci.utoronto.ca/current/academics/research-opportunities/research-opportunities-program
ETHIC,Seminar in Ethics,ETH401H1-Y,,,,"The seminar will expose advanced undergraduates to cutting edge research in ethics. It meets bi-weekly over the entire academic year. Participants will attend research presentations at the Centre for Ethics (topics have included bioethics, indigenous rights, equality and education, free speech, and workplace democracy). They will also meet individually with the instructor (the Centre’s Director) to plan an independent research project related to the theme of the course. In the winter term, students will present their research and discuss it with the other students in the seminar. (Note that this is an ""H1Y"" course -- a half-credit course taught throughout both Fall and Winter terms.)","One of PHL365H1, PHL375H1, PHL271H1, POL200Y1 or an equivalent, POL330Y1 or an equivalent. Preference for enrolment will be given to students of the Department of Philosophy, the Department of Political Science, and Trinity College's program in Ethics, Society, and Law.",Prerequisite:,"Humanities, Social Science",Distribution Requirement:,,LEC0101,Wednesday,—,11:00,14:00,LA 200,"Dubber, M.",7,12,Yes: 0 student,In Person,,,,,,,,,LA 200,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494544,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:","ASMAJ1618 MA ETHICS, SOCIETY & LAW","Thought, Belief and Behaviour (2)",Breadth Requirement:,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494544,,
ENVMT,Sustainability Thinking,ENV411H1-S,,,,"This capstone course for the Certificate in Sustainability will build on the guiding sustainability principles and journal reflections that began in in the foundational course, ENV222H1, and require students to reflect on the entirety of their sustainability education and experience.","ENV222H1/(TRN140Y1, TRN141Y1); 12.0 credits and enrolment in the Certificate in Sustainability.",Prerequisite:,Social Science,Distribution Requirement:,Room,LEC0101,Monday,—,12:00,14:00,ES B149,"Classens, M.",8,60,No,In Person,,,,,,,,,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494499,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,ASCER1500 CER SUSTAINABILITY PATHWAYS  - Year 3,Society and its Institutions (3),Breadth Requirement:,,,,,ASCER1500 CER SUSTAINABILITY PATHWAYS  - Year 4,,,,,,
ENVMT,Environmental Research,ENV421H1-Y,,,,"A research course for all students in the School combining report writing, independent and group-based research on an interdisciplinary topic. This course is restricted to students enrolled in one of the Environmental Studies Major, Environmental Ethics Major, Environment & Health Specialist, Environmental Chemistry Specialist or Environment & Toxicology Specialist programs, or permission of the Undergraduate Associate Director. Not eligible for CR/NCR option.",Completion of 10.0 FCE including ENV221H1/ENV222H1,Prerequisite:,"Humanities, Social Science",Distribution Requirement:,,LEC0101,Wednesday,—,15:00,17:00,BA B026,"Classens, M.",7,20,No,In Person,,,,,,,,,BA B026,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494470,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,ASMAJ1107 MA ENVIRONMENTAL ETHICS,Society and its Institutions (3),Breadth Requirement:,,,,,ASMAJ1254 MA ENVIRONMENTAL STUDIES,ASSPE0365 SP ENVIRONMENT & HEALTH,ASSPE0605 SP ENVIRONMENT & TOXICOLOGY,ASSPE2543 SP ENVIRONMENTAL CHEMISTRY,https://map.utoronto.ca/?id=1809#!m/494470,,
ENVMT,Environmental Law,ENV422H1-F,,,,An introduction to environmental law for students in Environmental Studies; legal methods available to resolve environmental problems and the scope and limits of those methods; common law and statutory tools as well as environmental assessment legislation; the problem of standing to sue and the limits of litigation.,Completion of 12.0 FCE including ENV221H1/ENV222H1; or permission of the Undergraduate Associate Director,Prerequisite:,Social Science,Distribution Requirement:,Room,LEC5101,Tuesday,—,18:30,21:30,ES B149,"Rempe, G.",11,50,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494499,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",School of Environment School of Environment   (Faculty of Arts and Science),Society and its Institutions (3),Breadth Requirement:,,,,,"School of Environment School of Environment   (John H. Daniels Faculty of Architecture, Landscape, & Design)",,,,,,
EEB,Urban Ecology,ENV432H1-F,,,,"The ecology of urban areas through consideration of the biological and physical environments, in particular how the human-constructed environment alters pre-existing biophysical conditions and interactions. Encompasses a comparative perspective to study the development of these emerging ecosystems of increasing importance given global urbanization. One or two Saturday field trips (a fee of approximately $15 may be charged for field trip transportation.)",BIO220H1 and at least one of EEB319H1/EEB321H1/EEB365H1/ENV334H1,Prerequisite:,Science,Distribution Requirement:,Room,LEC0101,Wednesday,—,09:00,12:00,MP 118,"Ing, K.",5,30,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494490,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ0110 MA BIODIV & CONSERVATION BIOL,Living Things and Their Environment (4),Breadth Requirement:,,,,,ASMAJ1006 MA ECOLOGY & EVOLUTIONARY BIOL,ASMAJ1390 MA ENVIRONMENTAL BIOLOGY,ASMAJ2364 MA BIOLOGY,ASMAJ2368 MA QUANTITATIVE BIOLOGY,,,
ENVMT,Professional Experience Course,ENV440H1-F,Delivery instructions,Note:,The class will be online synchronous and the class will be recorded.,"Regular academic seminars complement off-campus work on an environmental project. The course enables students to gain practical experience of the needs and demands of professional environmental agencies. Students are given a choice of placements in a variety of sectors (such as government, NGOs, industry).","Eligible students who wish to do a work placement in the upcoming summer or fall session are must submit an application form to the Placement Coordinator by mid-January of each year. Please contact the School of the Environment’s Placement Coordinator, David Powell, at , or consult the  for access to the application form, instructions and application deadline.",Prerequisite:,"10 full courses or their equivalent, including three FCE of environmental courses in the student's environmental program completed before ENV440H1 taken; or permission of Undergraduate Associate Director",Distribution Requirement:,Room,LEC9901,Thursday,—,17:00,21:00,—,"Sider, D.",9,60,No,Online - Synchronous (See Delivery Instructions.),,,,,,,,,,,,,,,,,,,,,,,,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,Year 4   School of Environment   (Faculty of Arts and Science),Social Science,Breadth Requirement:,Society and its Institutions (3),ug.office.env@utoronto.ca,School’s undergraduate courses webpage,,"Year 4   School of Environment   (John H. Daniels Faculty of Architecture, Landscape, & Design)",,,,,,mailto:ug.office.env@utoronto.ca
ENVMT,Current Environmental Topics,ENV451H1-F,Delivery instructions,Note:,"The lectures will be online, synchronous and will be recorded.","This capstone course for the School’s core programs will explore current environmental topics, with the goal of integrating the multi- and interdisciplinary strands of each student's learning to date. This course is for students enrolled in one of the School's BA programs, or permission of the Undergraduate Associate Director.",Completion of 12.0 FCE including ENV221H1/ENV222H1,Prerequisite:,Social Science,Distribution Requirement:,Room,LEC9901,Friday,—,10:00,13:00,—,"Vogt, E.",0,80,Yes: 0 student,Online - Synchronous (See Delivery Instructions.),,,,,,,,,,,,,,,,,,,,,,,,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Year 4   School of Environment   (Faculty of Arts and Science),Society and its Institutions (3),Breadth Requirement:,,,,,"Year 4   School of Environment   (John H. Daniels Faculty of Architecture, Landscape, & Design)",,,,,,
ENVMT,Environmental Science Seminar,ENV452H1-S,,,,"Scientists from within and external to the university share and discuss challenges, findings and opportunities. Specific topics (and speakers) vary from year to year but may draw from rehabilitation techniques, contaminants in our environment, environmental health, impacts on landscapes and communities, biodiversity, water, and modelling of environmental processes. This course is for students enrolled in the School of the Environment, Environmental Science Major BSc program, or permission of the Undergraduate Associate Director.","Completion of 12 FCE of courses, including ENV316H1/ENV334H1/ENV337H1",Prerequisite:,Science,Distribution Requirement:,Room,LEC0101,Tuesday,—,15:00,16:00,UC 255,"Peng, H.",13,20,Yes: 0 student,In Person,,,,,,,,,,,,,Thursday,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494517,"Priority, then Enrol at Department (PE)",Enrolment Controls:,"Priority enrolment on ACORN is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all students must request permission to enrol in this section by contacting the sponsoring department. Please see Timetable Instructions tab for contact information. The following groups of students are given priority access on ACORN until July 28:",ASMAJ1076 MA ENVIRONMENTAL SCIENCE  - Year 4,Living Things and Their Environment (4),Breadth Requirement:,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494517,,
HMB,Current Issues in Environment and Health,JEH455H1-S,Delivery instructions,Note:,"This is an in person seminar course, lecture recordings may not always be available.","This course introduces students to complex issues at the interface between environment and health where health is broadly defined. Each year a current and controversial case study is explored from scientific, medical, political and policy perspectives. The course takes students from the molecular to individual to population and societal levels.","14 FCE complete, ENV341H1/ HMB302H1/HMB312H1/ HMB314H1/ HMB322H1",Prerequisite:,Science,Distribution Requirement:,Room,LEC0101,Tuesday,—,12:00,14:00,WI 524,"Jeffrey, M.",0,30,Yes: 10 students,In Person (See Delivery Instructions.),,,,,,,,,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494503,Restricted (R1),Enrolment Controls:,"This section is restricted at all times to the students listed below. NOTE: Spaces for each priority group in this course are not equal, and each priority group has its own waitlist until July 28. As of July 30, the waitlists for each priority group merge into one, and your rank on the waitlist may change.",Year 3 HUMAN BIOLOGY     (Faculty of Arts and Science),Living Things and Their Environment (4),Breadth Requirement:,,,,,Year 4 HUMAN BIOLOGY     (Faculty of Arts and Science),ASMAJ0365 MA HMB: ENVIRONMENT & HEALTH  - Year 4,ASMAJ0365 MA HMB: ENVIRONMENT & HEALTH  - Year 3,ASSPE0365 SP ENVIRONMENT & HEALTH  - Year 4,,,
ENVMT,The U of T Campus as a Living Lab of Sustainability,ENV461H1-F,,,,"Sustainability is a growing priority for universities all over the world. Many are developing strong operational sustainability goals and targets, and are giving increasing emphasis to teaching and research on sustainability issues. Yet few have committed at the executive level to integrating academic and operational sustainability in the context of treating their campus as a living laboratory of sustainable practice, research and teaching. Arguably, it is such living lab approaches that offer the largest potential for universities to play a significant role in the sustainability transition. This course will explore and apply the living lab concept, in the context of operational sustainability at the University of Toronto. We will begin by looking at the literature on university sustainability and the living lab concept. The bulk of the course will involve undertaking an applied research project on some aspect of campus sustainability, working in close partnership with operational staff at the University of Toronto. Students will develop the skills needed to work across disciplines and fields of study, and with non-academic partners. This course will put students to work on operational sustainability projects identified by the staff working in or with the Sustainability Office at the University of Toronto. Students will be organized into groups, each of which will be assigned one project, to be overseen by one or more U of T staff members. The bulk of the course will consist of regular meetings with the staff “clients”, with instructors, and in small groups to undertake a group project. Each group will produce a mid-term and final report, and give a mid-term and final presentation. Each student will also submit two 360 reviews of the group process. A crucial aspect of this course is the ability of students to work collaboratively together in a group environment, and to work effectively with a university staff person acting as a “client” for their work. Students will be provided with a Handbook outlining information on working in groups and the focus of the class in the second week will be on this issue. The first 360 peer review will serve to provide information on how well each group is working. Students are encouraged to discuss and resolve group process issues in the weekly group meetings, and in their regular meetings with the instructor and TA. The second 360 review will occur at the end of the term. The results of the two 360 reviews will be used, where appropriate, to adjust individual marks from the group averages.",Completion of 10.0 credits including ENV221H1 or ENV222H1; or permission of the Undergraduate Associate Director,Prerequisite:,ENV481H1 (Special Topics in the Environment: The U of T Campus as a Living Lab of Sustainability); offered in Fall 2016,Exclusion:,Room,LEC0101,Tuesday,—,14:00,16:00,OI 4414,"Robinson, J.",0,24,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494563,"Priority, then Enrol at Department (PE)",Enrolment Controls:,"Priority enrolment on ACORN is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all students must request permission to enrol in this section by contacting the sponsoring department. Please see Timetable Instructions tab for contact information. The following groups of students are given priority access on ACORN until July 28:",Year 4   School of Environment   (Faculty of Arts and Science),1.0 credit of environment-related coursework,Recommended Preparation:,"Humanities, Science, Social Science",Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,"Year 4   School of Environment   (John H. Daniels Faculty of Architecture, Landscape, & Design)",ASCER1500 CER SUSTAINABILITY PATHWAYS  - Year 4,,,,,
ENVMT,"Energy and Environment: Economics, Politics, and Sustainability",ENV462H1-S,,,,"This is an interdisciplinary course that examines key ideas in economics, politics and security that are essential to understanding energy and environmental issues. The course will cover energy markets, energy security, and the increasing role that sustainability plays in setting policies.",Students must have completed a minimum of 10.0 FCE's to register for the course.,Prerequisite:,BIG101Y1; ENV382H1 if taken in 2015-16 or 2016-17,Exclusion:,Room,LEC0101,Tuesday,—,14:00,17:00,ES B142,"Yatchew, A.",26,60,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494499,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Year 4   School of Environment   (Faculty of Arts and Science),ENV221H1/ENV222H1,Recommended Preparation:,Social Science,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,Year 3   School of Environment   (Faculty of Arts and Science),"Year 4   School of Environment   (John H. Daniels Faculty of Architecture, Landscape, & Design)","Year 3   School of Environment   (John H. Daniels Faculty of Architecture, Landscape, & Design)",,,,
ENVMT,Independent Studies Project,ENV491Y1-Y,Timetable instructions,Note:,"Students can download the application form and course outline by going to  and clicking on the ""Syllabus"" link for ENV491Y1. For more information, please contact David Powell at 416-946-8100 or david.powell@utoronto.ca","A research project or selected topic in an area of environment not otherwise available in the Faculty, meant to develop skills in independent study of interdisciplinary topics. This course is restricted to students enrolled in a School of the Environment program. A written proposal co-signed by the student and supervisor must be submitted for approval by the Academic Associate Director of the School normally one month prior to commencing the course. Not eligible for CR/NCR option.",Completion of 14.0 FCE including ENV221H1/​ENV222H1,Prerequisite:,,,,LEC0101,,—,,,,,9994,9999,No,In Person,,,,,,,,,—,,,,—,—,,,,,,,,,,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,Year 4  School of Environment School of Environment   (Faculty of Arts and Science),,,,Note:,,,"Year 4  School of Environment School of Environment   (John H. Daniels Faculty of Architecture, Landscape, & Design)",,,,,,https://www.environment.utoronto.ca/undergraduate/course-list/
ENVMT,Independent Studies Project,ENV492H1-F,Timetable instructions,Note:,"Students can download the application form and course outline by going to  and clicking on the ""Syllabus"" link for ENV492H. For more information, please contact David Powell at 416-946-8100 or david.powell@utoronto.ca","A research project or selected topic in an area of environment not otherwise available in the Faculty, meant to develop skills in independent study of interdisciplinary topics. This course is restricted to students enrolled in a School of the Environment program. A written proposal co-signed by the student and supervisor must be submitted for approval by the Academic Associate Director of the School normally one month prior to commencing the course. Not eligible for CR/NCR option.",Completion of 14.0 FCE including ENV221H1/ENV222H1,Prerequisite:,Social Science,Distribution Requirement:,Room,LEC0101,,—,,,—,,9994,9999,No,In Person,,,,,,,,,,,,,,—,,,,,,,,,,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,Year 4  School of Environment School of Environment   (Faculty of Arts and Science),,,,Note:,,,"Year 4  School of Environment School of Environment   (John H. Daniels Faculty of Architecture, Landscape, & Design)",,,,,,https://www.environment.utoronto.ca/undergraduate/course-list/
ENVMT,Independent Studies Project,ENV492H1-S,Timetable instructions,Note:,"Students can download the application form and course outline by going to  and clicking on the ""Syllabus"" link for ENV492H. For more information, please contact David Powell at 416-946-8100 or david.powell@utoronto.ca","A research project or selected topic in an area of environment not otherwise available in the Faculty, meant to develop skills in independent study of interdisciplinary topics. This course is restricted to students enrolled in a School of the Environment program. A written proposal co-signed by the student and supervisor must be submitted for approval by the Academic Associate Director of the School normally one month prior to commencing the course. Not eligible for CR/NCR option.",Completion of 14.0 FCE including ENV221H1/ENV222H1,Prerequisite:,Social Science,Distribution Requirement:,Room,LEC0101,,—,,,—,,9999,9999,No,In Person,,,,,,,,,,,,,,—,,,,,,,,,,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,Year 4   School of Environment   (Faculty of Arts and Science),,,,Note:,https://www.environment.utoronto.ca/undergraduate/course-list/,,"Year 4   School of Environment   (John H. Daniels Faculty of Architecture, Landscape, & Design)",,,,,,
ENVMT,Independent Studies Project,ENV492H1-Y,Timetable instructions,Note:,"Students can download the application form and course outline by going to  and clicking on the ""Syllabus"" link for ENV492H. For more information, please contact David Powell at 416-946-8100 or david.powell@utoronto.ca","A research project or selected topic in an area of environment not otherwise available in the Faculty, meant to develop skills in independent study of interdisciplinary topics. This course is restricted to students enrolled in a School of the Environment program. A written proposal co-signed by the student and supervisor must be submitted for approval by the Academic Associate Director of the School normally one month prior to commencing the course. Not eligible for CR/NCR option.",Completion of 14.0 FCE including ENV221H1/ENV222H1,Prerequisite:,Social Science,Distribution Requirement:,,LEC0101,,—,,,,,9999,9999,No,In Person,,,,,,,,,—,,,,—,—,,,,,,,,,,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,Year 4  School of Environment School of Environment   (Faculty of Arts and Science),,,,Note:,,,"Year 4  School of Environment School of Environment   (John H. Daniels Faculty of Architecture, Landscape, & Design)",,,,,,https://www.environment.utoronto.ca/undergraduate/course-list/
ENVMT,Independent Studies Project,ENV493H1-F,Timetable instructions,Note:,"Students can download the application form and course outline by going to  and clicking on the ""Syllabus"" link for ENV493H. For more information, please contact David Powell at 416-946-8100 or david.powell@utoronto.ca","A research project or selected topic in an area of environment not otherwise available in the Faculty, meant to develop skills in independent study of interdisciplinary topics. This course is restricted to students enrolled in a School of the Environment program. A written proposal co-signed by the student and supervisor must be submitted for approval by the Academic Associate Director of the School normally one month prior to commencing the course. Not eligible for CR/NCR option.",Completion of 14.0 FCE including ENV221H1/ENV222H1,Prerequisite:,Social Science,Distribution Requirement:,Room,LEC0101,,—,,,—,,9999,9999,No,In Person,,,,,,,,,,,,,,—,,,,,,,,,,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,Year 4  School of Environment School of Environment   (Faculty of Arts and Science),,,,Note:,,,"Year 4  School of Environment School of Environment   (John H. Daniels Faculty of Architecture, Landscape, & Design)",,,,,,https://www.environment.utoronto.ca/undergraduate/course-list/
ENVMT,Independent Studies Project,ENV493H1-S,Timetable instructions,Note:,"Students can download the application form and course outline by going to  and clicking on the ""Syllabus"" link for ENV493H. For more information, please contact David Powell at 416-946-8100 or david.powell@utoronto.ca","A research project or selected topic in an area of environment not otherwise available in the Faculty, meant to develop skills in independent study of interdisciplinary topics. This course is restricted to students enrolled in a School of the Environment program. A written proposal co-signed by the student and supervisor must be submitted for approval by the Academic Associate Director of the School normally one month prior to commencing the course. Not eligible for CR/NCR option.",Completion of 14.0 FCE including ENV221H1/ENV222H1,Prerequisite:,Social Science,Distribution Requirement:,Room,LEC0101,,—,,,—,,9998,9999,No,In Person,,,,,,,,,,,,,,—,,,,,,,,,,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,Year 4  School of Environment School of Environment   (Faculty of Arts and Science),,,,Note:,,,"Year 4  School of Environment School of Environment   (John H. Daniels Faculty of Architecture, Landscape, & Design)",,,,,,https://www.environment.utoronto.ca/undergraduate/course-list/
