resultDept,pbot15,hiCC,legendControl,extraTxt,extraTxt 2,extraTxt 4,extraTxt 5,extraTxt 6,extraTxt 7,extraTxt 8,extraTxt 9,extraTxt 10,headerSect 3,colCode,weekDay,dayInfo 2,dayInfo 3,weekDay 2,colInst,numCurr,numTot,numWait,onlineMeeting,headerSect 15,alignC,weekDay href,legendControl 3,legendControl 4,enConDesc,enConList,extraTxt 11,extraTxt 12,enConList 2,enConList 3,enConList 4
LIN,Syntactic Theory,LIN331H1-S,,,,A course in syntactic theory and analysis within a current formal framework. (Students who want to pursue graduate studies in linguistics are strongly advised to include this course in their program.),LIN232H1,Prerequisite:,"LIN332H5, LINC11H3",Exclusion:,Humanities,Distribution Requirement:,Room,LEC0101,Monday,13:00,16:00,RW 142,"Bejar, S.",0,40,Yes: 8 students,In Person,,,https://map.utoronto.ca/?id=1809#!m/494515,Restricted (R2),Enrolment Controls:,"This section is restricted to two groups of students. Group 1 is given priority access until July 28. There is no course enrolment on July 29. Beginning July 30, Group 2 can enrol in this section:",Group 1:  LINGUISTICS    Specialist (Faculty of Arts and Science),"Thought, Belief and Behaviour (2)",Breadth Requirement:,"Group 1:  LINGUISTICS    Specialist (John H. Daniels Faculty of Architecture, Landscape, & Design)",Group 1: ASSPE0506 SP LINGUISTICS,Group 2:  LINGUISTICS    Major (Faculty of Arts and Science)
LIN,Morphological Patterns in Language,LIN333H1-F,,,,"The nature and organization of morphological systems, with practical work in linguistic analysis.","LIN229H1, LIN232H1",Prerequisite:,"LIN231H5, LINB10H3",Exclusion:,Humanities,Distribution Requirement:,Room,LEC0101,Thursday,09:00,12:00,SS 2105,"Bejar, S.",5,40,Yes: 0 student,In Person,,,https://map.utoronto.ca/?id=1809#!m/494510,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ0506 MA LINGUISTICS,"Thought, Belief and Behaviour (2)",Breadth Requirement:,ASMIN0506 MI LINGUISTICS,ASSPE0506 SP LINGUISTICS,
LMP,Introduction to Pathobiology I,LMP340H1-F,,Living Things and Their Environment (4),Breadth Requirement:,"Concepts in pathogenesis, cell injury, adaptation and death; oxidative stress, ion channels and pumps, calcium homeostasis. Molecular basis of diseases affecting iron, blood and the cardiovascular system. The laboratory examines anatomical and histopathological specimens in cardiac disease.","Enrolment is limited to students specializing in Pathobiology who have completed, or are completing, the first and second year requirements of the program.",Prerequisite:,"LMP300Y1, LMP301H1, LMP363H1",Exclusion:,Second Year required courses for the Pathobiology Specialist Program,Recommended Preparation:,Room,LEC0101,Wednesday,09:00,11:00,MS 3278,"Templeton, D.",3,35,Yes: 0 student,In Person,Activity,—,https://map.utoronto.ca/?id=1809#!m/494491,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,ASSPE2025 SP PATHOBIOLOGY  - Year 3,Science,Distribution Requirement:,ASSPE2025 SP PATHOBIOLOGY  - Year 4,,
LIN,Semantic Theory,LIN341H1-F,,,,"This linguistics course focuses on the study of natural language semantics and the relation between interpretation and syntactic structure. Topics include predication and quantification, scope and anaphora, problems of discourse analysis, the interpretation of different types of pronouns, and ellipsis.",LIN241H1,Prerequisite:,Humanities,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,Room,LEC0101,Thursday,13:00,16:00,SS 1074,"Thomas, G.",2,35,Yes: 0 student,In Person,,,https://map.utoronto.ca/?id=1809#!m/494510,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",LINGUISTICS    Major (Faculty of Arts and Science),,,LINGUISTICS    Specialist (Faculty of Arts and Science),"LINGUISTICS    Specialist (John H. Daniels Faculty of Architecture, Landscape, & Design)","LINGUISTICS    Major (John H. Daniels Faculty of Architecture, Landscape, & Design)"
LMP,Introduction to Pathobiology II,LMP350H1-S,,Living Things and Their Environment (4),Breadth Requirement:,"Molecular basis of tissue repair and fibrosis, endocrine and signaling disorders, introduction to neurodegenerative diseases. Animal models and genetic basis of disease. Mechanisms infection by virus, bacteria and parasites. Topics are chosen to complement LMP340H1 and introduce areas that may be explored in more depth in 400-level LMP courses. Enrolment is limited to students specializing in Pathobiology who have completed LMP340H1.",LMP340H1,Prerequisite:,"LMP300Y1, LMP301H1, LMP363H1",Exclusion:,Second Year required courses for the Pathobiology Specialist Program,Recommended Preparation:,Room,LEC0101,Wednesday,09:00,11:00,HA 410,"Lee, J.",2,35,Yes: 0 student,In Person,Activity,,https://map.utoronto.ca/?id=1809#!m/494475,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,ASSPE2025 SP PATHOBIOLOGY  - Year 3,Science,Distribution Requirement:,ASSPE2025 SP PATHOBIOLOGY  - Year 4,,
LIN,Sociolinguistic Patterns in Language,LIN351H1-S,,,,"In this sociolinguistics course, we explore linguistic variation and its social implications, especially the quantitative study of phonological and grammatical features and their correlations with age, sex, ethnicity, and other social variables.","LIN251H1, or permission of the instructor",Prerequisite:,"Humanities, Social Science",Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,Room,LEC0101,Thursday,13:00,15:00,MS 3153,"Brook, M.",57,105,Yes: 0 student,In Person,Activity,—,https://map.utoronto.ca/?id=1809#!m/494491,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",LINGUISTICS    Major (Faculty of Arts and Science),,,LINGUISTICS    Specialist (Faculty of Arts and Science),"LINGUISTICS    Major (John H. Daniels Faculty of Architecture, Landscape, & Design)","LINGUISTICS    Specialist (John H. Daniels Faculty of Architecture, Landscape, & Design)"
LIN,Language and Gender,JAL355H1-F,,,,"An introduction to some of the principal questions of feminist theory, as viewed from sociolinguistics. Topics include: socialization into gendered discourse patterns, cultural and ethnic differences in gendered interactions; the role of language and gender in legal, medical and labour settings; multilingualism, migration, imperialism and nationalism; sexuality, desire and queer linguistics, language, gender and globalization.",One FCE at the 200-level in LIN/ANT/JAL/SOC/WGS,Prerequisite:,ANT204H1/ANT253H1/SOC200H1/SOC214H1,Recommended Preparation:,Social Science,Distribution Requirement:,Room,LEC5101,Wednesday,18:00,20:00,SS 2105,"Konnelly, L.",1,45,Yes: 0 student,In Person,,,https://map.utoronto.ca/?id=1809#!m/494510,,,,,Society and its Institutions (3),Breadth Requirement:,,,
LIN,Historical Linguistics,LIN362H1-S,,,,"An introduction to diachronic linguistics. Theories of language change; the comparative method, internal reconstruction, linguistic geography, the origin of languages; language death.",LIN229H1,Prerequisite:,LIN360H5,Exclusion:,Humanities,Distribution Requirement:,Room,LEC0101,Thursday,16:00,18:00,SS 1085,"Kochetov, A.",0,45,Yes: 14 students,In Person,,,https://map.utoronto.ca/?id=1809#!m/494510,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",LINGUISTICS    Major (Faculty of Arts and Science),"Thought, Belief and Behaviour (2)",Breadth Requirement:,LINGUISTICS    Specialist (Faculty of Arts and Science),"LINGUISTICS    Major (John H. Daniels Faculty of Architecture, Landscape, & Design)","LINGUISTICS    Specialist (John H. Daniels Faculty of Architecture, Landscape, & Design)"
LMP,Principles of Pathobiology,LMP363H1-F,,,,"Pathological changes brought on by foreign compounds; mechanisms of pathologic, toxic and carcinogenic change.","BIO230H1, CHM247H1/CHM249H1",Prerequisite:,LMP300Y1,Exclusion:,Science,Distribution Requirement:,Room,LEC0101,Tuesday,13:00,15:00,MS 3154,"Krizova, A.",56,100,Yes: 0 student,In Person,,,https://map.utoronto.ca/?id=1809#!m/494491,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASSPE2340 SP PHARM & BIOMED TOXICOLOGY  - Year 3,Living Things and Their Environment (4),Breadth Requirement:,ASSPE2340 SP PHARM & BIOMED TOXICOLOGY  - Year 4,ASSPE2573 SP BIOMEDICAL TOXICOLOGY  - Year 3,ASSPE2573 SP BIOMEDICAL TOXICOLOGY  - Year 4
LMP,Neoplasia,LMP365H1-S,,,,"A general introduction to the cellular and molecular aspects of cancer and its etiology. The laboratory component presents the range of benign and malignant tumor types at the gross and histological levels. Pathophysiology of cancer, invasion and metastases, role of the immune system.",LMP300Y1 or permission of department,Corequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,Room,LEC0101,Thursday,13:00,15:00,MS 3278,"Elsholtz, H.",0,35,No,In Person,,,https://map.utoronto.ca/?id=1809#!m/494491,"Priority, then Enrol at Department (PE)",Enrolment Controls:,"Priority enrolment on ACORN is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all students must request permission to enrol in this section by contacting the sponsoring department. Please see Timetable Instructions tab for contact information. The following groups of students are given priority access on ACORN until July 28:",ASSPE2025 SP PATHOBIOLOGY  - Year 3,,,ASSPE2025 SP PATHOBIOLOGY  - Year 4,,
LIN,Psychology of Language,JLP374H1-F,,,,"In Psychology of Language, we investigate human and other animal communication, structure of human language, word meaning and semantic memory, psychological studies of syntax, bilingualism, language and thought, language errors and disorders. (Sponsored by the Departments of Linguistics and Psychology, but administered solely by the Dept. of Linguistics).","One FCE from LIN228H1, LIN229H1, LIN232H1, LIN241H1, PSY260H1, PSY270H1, PSY280H1, PSY290H1, COG250Y1",Prerequisite:,"LIN258H5, PSY374H5, PLIC55H3",Exclusion:,Science,Distribution Requirement:,Room,LEC0101,Tuesday,09:00,12:00,SS 1073,"Bondoc, I.",0,100,Yes: 0 student,In Person,,,https://map.utoronto.ca/?id=1809#!m/494510,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",COGNITIVE SCIENCE    Major (Faculty of Arts and Science),"Thought, Belief and Behaviour (2)",Breadth Requirement:,LINGUISTICS    Specialist (Faculty of Arts and Science),LINGUISTICS    Major (Faculty of Arts and Science),PSYCHOLOGY    Specialist (Faculty of Arts and Science)
JSP,Special Topics in Jewish Studies,CJS390H1-F,Timetable instructions,Note:,"Course details (course description, instructor) for CJS390H1-F “Special Topics in Jewish Studies: The World of the Cairo Geniza"" will be posted on . Please continue to check  for up-to-date information as Fall 2021 nears.",An examination of issues in Jewish Studies. Content in any given year depends on instructor.,Completion of at least 4.0 credits.,Prerequisite:,Humanities,Distribution Requirement:,this webpage,,Room,LEC0101,Friday,10:00,12:00,SS 1072,"Goldberg, J.",28,30,Yes: 0 student,In Person,Subtitle,,https://map.utoronto.ca/?id=1809#!m/494510,,,,,this webpage on the CJS website,,,,
JSP,Special Topics in Jewish Studies,CJS390H1-S,Timetable instructions,Note:,"Course details (course description, instructor) for CJS390H1-S “Topics in Jewish Studies: Religion and Religiosity in Israel/Palestine"" will be posted on . Please continue to check  for up-to-date information as Winter/Spring 2022 nears.",An examination of issues in Jewish Studies. Content in any given year depends on instructor.,Completion of at least 4.0 credits.,Prerequisite:,Humanities,Distribution Requirement:,this webpage,,Room,LEC0101,Monday,14:00,16:00,AB 107,"Nizri, Y.",8,10,Yes: 0 student,In Person,Subtitle,,https://map.utoronto.ca/?id=1809#!m/494489,,,,,this webpage on the CJS website,Exclusions: RLG338H1-S.,,,
JSP,Special Topics in Jewish Studies,CJS391H1-F,Timetable instructions,Note:,"Course details (course description, instructor) for CJS391H1-F “Topics in Jewish Studies: Adversus Iudaeos Dialogues: Christian-Jewish Relations and Rivalries from Late Antiquity to the Early Middle Ages"" will be posted on . Please continue to check  for up-to-date information as Fall 2021 nears.",An examination of issues in Jewish Studies. Content in any given year depends on instructor.,Completion of at least 4.0 credits.,Prerequisite:,Humanities,Distribution Requirement:,this webpage,,Room,LEC0101,Tuesday,10:00,12:00,UC 67,"Kitsos, M.",26,30,Yes: 0 student,In Person,Subtitle,,https://map.utoronto.ca/?id=1809#!m/494517,,,,,this webpage on the CJS website,,,,
JSP,Special Topics in Jewish Studies,CJS391H1-S,Timetable instructions,Note:,"Course details (course description, instructor) for CJS391H1-S “Topics in Jewish Studies: Israel's Modern Tribes"" will be posted on . Please continue to check  for up-to-date information as Winter/Spring 2022 nears.",An examination of issues in Jewish Studies. Content in any given year depends on instructor.,Completion of at least 4.0 credits.,Prerequisite:,Humanities,Distribution Requirement:,this webpage,,Room,LEC0101,Tuesday,16:00,18:00,UC 67,"Oron, O.",11,15,Yes: 0 student,In Person,Subtitle,,https://map.utoronto.ca/?id=1809#!m/494517,,,,,this webpage on the CJS website,Exclusions: POL377H1-S LEC0101.,,,
JSP,Special Topics in Jewish Studies,CJS392H1-F,Timetable instructions,Note:,"All course details (title, course description, instructor) for CJS392 “Special Topics in Jewish Studies"" will be posted on . Please continue to check  for up-to-date information as Fall 2021 nears.",An examination of issues in Jewish Studies. Content in any given year depends on instructor.,Completion of at least 4.0 credits.,Prerequisite:,Humanities,Distribution Requirement:,this webpage,,Room,LEC5101,Thursday,18:00,20:00,UC 67,"Bredovskis, E.",19,30,Yes: 0 student,In Person,Subtitle,,https://map.utoronto.ca/?id=1809#!m/494517,,,,,this webpage on the CJS website,,,,
JSP,Special Topics in Jewish Studies,CJS392H1-S,Timetable instructions,Note:,"All course details (title, course description, instructor) for CJS392 “Special Topics in Jewish Studies"" will be posted on . Please continue to check  for up-to-date information as Winter/Spring 2022 nears.",An examination of issues in Jewish Studies. Content in any given year depends on instructor.,Completion of at least 4.0 credits.,Prerequisite:,Humanities,Distribution Requirement:,this webpage,,Room,LEC5101,Thursday,18:00,20:00,UC 67,,29,30,Yes: 0 student,In Person,,—,https://map.utoronto.ca/?id=1809#!m/494517,,,,,this webpage on the CJS website,,,,
JSP,Independent Study,CJS396H1-F,Timetable instructions,Note:,"To enrol in CJS396H1, email cjs.events@utoronto.ca.",A scholarly project on an approved topic supervised by a faculty affiliated with the Centre for Jewish Studies. Not eligible for CR/NCR option.,"CJS200H1 or CJS201H1, and permission of the CJS Undergraduate Director",Prerequisite:,At least 2.0 credits in Jewish Studies courses (this can include courses listed in the CJS Undergraduate Handbook),Recommended Preparation:,Humanities,Distribution Requirement:,Room,LEC0101,,,,—,,9998,9999,No,In Person,,—,,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,this webpage on the CJS website,Please visit  to read about Independent Study courses and how they work at the Anne Tanenbaum Centre for Jewish Studies.,,,
JSP,Independent Study,CJS396H1-S,Timetable instructions,Note:,"To enrol in CJS396H1, email cjs.events@utoronto.ca.",A scholarly project on an approved topic supervised by a faculty affiliated with the Centre for Jewish Studies. Not eligible for CR/NCR option.,"CJS200H1 or CJS201H1, and permission of the CJS Undergraduate Director",Prerequisite:,At least 2.0 credits in Jewish Studies courses (this can include courses listed in the CJS Undergraduate Handbook),Recommended Preparation:,Humanities,Distribution Requirement:,Room,LEC0101,,,,—,,9999,9999,No,In Person,,—,,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,this webpage on the CJS website,Please visit  to read about Independent Study courses and how they work at the Anne Tanenbaum Centre for Jewish Studies.,,,
LIN,Research Opportunity Program,LIN399Y1-Y,,,,Credit course for supervised participation in faculty research project. Details at https://www.artsci.utoronto.ca/current/academics/research-opportunities/research-opportunities-program. Not eligible for CR/NCR option.,,,,,,,,LEC0101,—,,,—,"Grigoroglou, M.",9997,9999,No,In Person,,,,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,
LMP,Research Opportunity Program,LMP399Y1-Y,Timetable instructions,Note:,"Enrolment for the Research Opportunity Program is done by Arts and Science. For more information, please see: http://www.artsci.utoronto.ca/current/focus/course/rop",Credit course for supervised participation in faculty research project. Details at https://www.artsci.utoronto.ca/current/academics/research-opportunities/research-opportunities-program. Not eligible for CR/NCR option.,,,,,,,,LEC0101,—,,,—,,9999,9999,No,In Person,,—,,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,
LIN,Field Linguistics,JAL401H1-S,,,,"Field Linguistics provides practice in language analysis based on elicited data from a native speaker of an indigenous or foreign language, emphasizing procedures and techniques. (Given by the Departments of Anthropology and Linguistics)",Completion of LIN322H1 and LIN331H1 or permission of the instructor,Prerequisite:,LIND46H3,Exclusion:,Social Science,Distribution Requirement:,Room,LEC5101,Tuesday,18:00,20:00,WW 119,"Oliveira de Lima, S.",0,17,Yes: 8 students,In Person,,,https://map.utoronto.ca/?id=1809#!m/494547,Restricted (R2),Enrolment Controls:,"This section is restricted to two groups of students. Group 1 is given priority access until July 28. There is no course enrolment on July 29. Beginning July 30, Group 2 can enrol in this section:",Group 1: ASSPE0506 SP LINGUISTICS,"Thought, Belief and Behaviour (2)",Breadth Requirement:,Group 2: ASMAJ0506 MA LINGUISTICS,,
LMP,Inflammation and Infection,LMP402H1-F,,,,"Mechanisms that allow microbial pathogens to cause disease and the host to detect infection, mount an inflammatory response and resolve the infection.  Primary research articles are discussed.  Topics include commensal bacteria, bacterial toxins, pattern recognition receptors, leukocyte emigration, chemotaxis, and the role of non-coding RNAs in immunity.","(IMM340H1, IMM350H1)/(IMM341H1, IMM351H1)/(MGY377H1, MGY378H1)",Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,Room,LEC0101,Tuesday,11:00,12:30,MS 4279,"Cybulsky, M.",0,40,Yes: 0 student,In Person,,,https://map.utoronto.ca/?id=1809#!m/494491,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASSPE2025 SP PATHOBIOLOGY,,,,,
LIN,Advanced Quantitative Methods in Linguistics,LIN405H1-F,,,,"This course introduces advanced statistical modeling techniques using the statistical software R, tailored specifically to the needs of linguistic research.",LIN305H1,Prerequisite:,Humanities,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,Room,LEC0101,Monday,15:00,18:00,RW 109,"Bondoc, I.",14,24,Yes: 0 student,In Person,,,https://map.utoronto.ca/?id=1809#!m/494515,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",LINGUISTICS    Major (Faculty of Arts and Science),,,LINGUISTICS    Specialist (Faculty of Arts and Science),"LINGUISTICS    Major (John H. Daniels Faculty of Architecture, Landscape, & Design)","LINGUISTICS    Specialist (John H. Daniels Faculty of Architecture, Landscape, & Design)"
LMP,Project in Pathobiology,LMP405Y1-Y,Timetable instructions,Note:,"For LMP405Y1 (Project in Laboratory Medicine & Pathobiology): visit the departmental website: https://www.lmp.utoronto.ca/lmp405y1-project-pathobiology-154p or contact the LMP Undergraduate Office, Medical Science Bldg, room 6209, Phone: 416-946-0136, Email: lmp.undergrad@utoronto.ca","A self-contained research project to be completed under the supervision of a faculty member. The main areas of research are as listed in the description of the Department (above). The student will normally have completed three full years of study, and is expected to devote at least one full day per week to the project. Admission is by arrangement with the Department and with a particular supervisor. A list of potential supervisors is available from the Departmental Office and on our web site. Not eligible for CR/NCR option.","BCH210H1/BCH242Y1, LMP300Y1/(LMP340H1, LMP350H1)/LMP363H1/LMP365H1, and permission of department",Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,,LEC0101,—,,,—,"Opas, M.",9977,9999,No,In Person,,,,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,
LMP,Pathobiology of the Cardiovascular System,LMP406H1-S,,,,"Pathobiology of the heart, blood vessels, and lymphatic system. Congenital diseases of the heart, ischemic injury, stroke. Treatments of vascular disease and cardiovascular biomaterials. Major focus on atherosclerosis and hypertension. The emphasis is on the underlying cell biology of these processes.","(PSL300H1, PSL301H1)/PSL302Y1",Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,Room,LEC0101,Tuesday,10:00,12:00,MS 3278,"Bendeck, M.",7,30,No,In Person,,,https://map.utoronto.ca/?id=1809#!m/494491,"Priority, then Enrol at Department (PE)",Enrolment Controls:,"Priority enrolment on ACORN is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all students must request permission to enrol in this section by contacting the sponsoring department. Please see Timetable Instructions tab for contact information. The following groups of students are given priority access on ACORN until July 28:",ASSPE2025 SP PATHOBIOLOGY,,,,,
LMP,Genetic Modelling of Human Development and Disease,LMP408H1-F,,,,"Introduces use of genetic model systems and organisms in exploring aspects of human reproduction, development, and disease. A major focus is on the impact of the genetic models on understanding human health, and disease. Ethical issues in animal research, genetic manipulation, and disease modeling are highlighted.","LMP300Y1/(LMP340H1, LMP350H1)/BIO260H1/HMB265H1",Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,Room,LEC0101,Thursday,09:00,11:00,MS 3278,"Irwin, D.",11,30,Yes: 0 student,In Person,,,https://map.utoronto.ca/?id=1809#!m/494491,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASSPE2025 SP PATHOBIOLOGY  - Year 3,,,ASSPE2025 SP PATHOBIOLOGY  - Year 4,,
LIN,Structure of a Specific Language,LIN409H1-S,,,,"Topics may include: the phonological, morphological, syntactic, and semantic systems; the writing system; a brief diachronic sketch; linguistic variation and sociolinguistic aspects. (Not offered every year).","LIN228H1, LIN229H1, LIN232H1, 1.0 credit at the 300/400- level in LIN/JAL/JFL/JLP/JLS",Prerequisite:,LIN479H5 or LINC61H3 if the same language was analyzed.,Exclusion:,Humanities,Distribution Requirement:,Room,LEC0101,Tuesday,12:00,14:00,WE 69,"Rice, K.",0,20,Yes: 3 students,In Person,,,https://map.utoronto.ca/?id=1809#!m/494509,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",LINGUISTICS    Major (Faculty of Arts and Science),"Thought, Belief and Behaviour (2)",Breadth Requirement:,LINGUISTICS    Specialist (Faculty of Arts and Science),"LINGUISTICS    Major (John H. Daniels Faculty of Architecture, Landscape, & Design)","LINGUISTICS    Specialist (John H. Daniels Faculty of Architecture, Landscape, & Design)"
LMP,Pathobiology of Neurodegenerative Disease,LMP410H1-F,,,,"Molecular basis of neurodegenerative diseases of the central and peripheral nervous systems. Emphasis on the molecular pathobiology of neurodegenerative diseases, current research developments and guidance with writing of research proposals. Mid-term and final exams will practice assembly of a succinct research proposal and query neurodegenerative disease material taught in course.","BCH311H1/(PSL300H1, PSL301H1)",Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,Room,LEC0101,Wednesday,10:00,12:00,HS 106,"Schmitt-Ulms, G.",3,40,Yes: 0 student,In Person,,,https://map.utoronto.ca/?id=1809#!m/494459,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASSPE2025 SP PATHOBIOLOGY,,,,,
LMP,Forensic Pathobiology,LMP415H1-S,,,,A thematic review of the major scientific areas and research controversies in forensic medicine. The approach is mechanistic analysis and evidence-based medicine. Classical forensic medicine is critically analyzed with emphasis on experimental methods to resolve controversies. We also explore how the justice system utilizes medical and scientific data.,"LMP300Y1/(LMP340H1, LMP350H1)/permission of department",Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,Room,LEC0101,Friday,14:00,16:00,PB 255,"Bellis, M.",4,35,No,In Person,,,https://map.utoronto.ca/?id=1809#!m/494476,"Priority, then Enrol at Department (PE)",Enrolment Controls:,"Priority enrolment on ACORN is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all students must request permission to enrol in this section by contacting the sponsoring department. Please see Timetable Instructions tab for contact information. The following groups of students are given priority access on ACORN until July 28:",ASSPE2025 SP PATHOBIOLOGY  - Year 4,,,,,
LIN,Phonetic Analysis,LIN423H1-S,,,,This course provides students with hands-on experience with main methods of linguistic phonetic (acoustic and articulatory) analysis through project-based group work and training in writing up experimental results.,LIN323H1,Prerequisite:,LIND09H3,Exclusion:,"Humanities, Social Science",Distribution Requirement:,Room,LEC0101,Wednesday,13:00,16:00,RW 107,"Kochetov, A.",11,15,Yes: 0 student,In Person,,,https://map.utoronto.ca/?id=1809#!m/494515,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",LINGUISTICS    Major (Faculty of Arts and Science),The Physical and Mathematical Universes (5),Breadth Requirement:,LINGUISTICS    Specialist (Faculty of Arts and Science),"LINGUISTICS    Major (John H. Daniels Faculty of Architecture, Landscape, & Design)","LINGUISTICS    Specialist (John H. Daniels Faculty of Architecture, Landscape, & Design)"
LIN,Research in Phonology,LIN429H1-S,,,,"Research in Phonological Theory, including guided instruction in how to undertake critical reading of primary literature, develop an original topic, write a research paper, an abstract, a handout, and give an oral presentation. Not eligible for CR/NCR option.",LIN322H1,Prerequisite:,Humanities,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,Room,LEC0101,Wednesday,10:00,12:00,SS 2120,"Jurgec, P.",6,15,Yes: 0 student,In Person,,,https://map.utoronto.ca/?id=1809#!m/494510,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",LINGUISTICS    Major (Faculty of Arts and Science),,,LINGUISTICS    Specialist (Faculty of Arts and Science),"LINGUISTICS    Major (John H. Daniels Faculty of Architecture, Landscape, & Design)","LINGUISTICS    Specialist (John H. Daniels Faculty of Architecture, Landscape, & Design)"
