resultDept,pbot15,hiCC,extraTxt 2,extraTxt 3,extraTxt 4,extraTxt 5,extraTxt 6,extraTxt 7,extraTxt 8,headerSect 3,colCode,weekDay,dayInfo,dayInfo 2,dayInfo 3,weekDay 2,dayInfo 4,dayInfo 5,dayInfo 6,weekDay 5,weekDay href,weekDay 6,weekDay href 2,colInst,colAvail,numCurr,numTot,numWait,onlineMeeting,alignC,extraTxt 9,extraTxt 10,legendControl 2,extraTxt 11,extraTxt 12,legendControl 4,legendControl 5,enConDesc,enConList,enConList 2
CLAS,Greek and Roman Archaeology,CLA210H1-S,"A survey of the practices and theory of archaeology in the Classical Mediterranean, from the Greek Bronze Age through the Roman Empire. This course introduces students to the archaeological record of the Greco-Roman past, as well as the means by which we access it. Students will develop essential skills to recognize and analyze ancient material culture in preparation for upper level classes, or for fieldwork. No previous knowledge of the discipline is required.",Humanities,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,,,Room,LEC0101,Tuesday,—,11:00,13:00,Thursday,—,11:00,13:00,BR 200,https://map.utoronto.ca/?id=1809#!m/494595,BR 200,https://map.utoronto.ca/?id=1809#!m/494595,"Cooper, K.",of  available,124,250,Yes: 0 student,In Person,,,,,,,,,,,
CINE,Science Fiction Film,CIN211H1-F,"This course is the study of science fiction films in their cultural and political contexts and the genre's narrative and conceptual components. The goal of the course is to familiarize students with science fiction films as popular genre texts, emphasizing the period between 1950 and the present.",INI227H1,Exclusion:,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,Room,LEC9901,4.0 hours / week,,,,,,,,,,,,"Thompson, M.",of  available,3,200,Yes: 0 student,Asynchronous (See Delivery Instructions.),,,,Delivery instructions,Note:,"Lectures will be delivered asynchronously online (recorded) and tutorials will be delivered synchronously online, per the meeting schedule. Screenings will be online asynchronous. It is recommended that students have a computer with a microphone and camera in order to participate in online activities.",,,,,
CINE,Crime Film Traditions,CIN216H1-S,"Originating in the mid-19th century from journalistic accounts and detective stories, crime fiction has emerged as one of the dominant popular genres in the 20th century across a variety of media and platforms, from true crime dime novels to radio dramas, from hard-boiled literature to prestige television series. Rejuvenated in the 21st century by the consolidation of gaming culture and the rise of podcasting, crime narratives have expanded to transmediality, stretching the boundaries between fiction and documentary practices. In this context, the culturally porous and generically elastic crime film had remained one of the most enduring cinematic expressions of sociopolitical anxieties related to class, gender, race, and ethnicity. This course examines a selection of crime film traditions across various geographical areas and historical periods, investigating the resilience of this form from the silent period to the present day.",Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,,,Room,LEC0101,Monday,—,15:00,18:00,,,,,IN 112,https://map.utoronto.ca/?id=1809#!m/494541,,,"Meneghetti, M.",of  available,0,200,Yes: 11 students,In Person (See Delivery Instructions.),,,,Delivery instructions,Note:,"Lectures and screenings are delivered in person. Tutorials are delivered synchronously online, as per the meeting schedule. It is recommended that students have a computer with a microphone and camera in order to participate in online activities.",,,,,
CHM,Introduction to Analytical Chemistry,CHM217H1-F,"Introduction to the science of chemical measurement, from sampling through analysis to the interpretation of results, including how water, food products, pharmaceuticals, and dietary supplements are analysed for content, quality, and potential contaminants. Also how to interpret experimental measurements, compare results and procedures, and calibrate analytical instrumentation. Through closely integrated lectures, laboratories, and tutorials, this highly practical course introduces a variety of analytical techniques including volumetric methods, potentiometry, uv/visible and infrared spectrophotometry, flame atomic absorption spectrometry, and chromatography. Additional information can be found at . (Lab Materials Fee: $25).","(CHM135H1/CHM139H1, CHM136H1/CHM138H1)/CHM151Y1 with a minimum grade of 63%; (MAT135H1, MAT136H1)/MAT137Y1/MAT157Y1",Prerequisite:,"CHM211H5, CHMB16H3",Exclusion:,Science,Distribution Requirement:,Room,LEC0101,Tuesday,—,16:00,17:00,Thursday,—,16:00,17:00,LM 161,https://map.utoronto.ca/?id=1809#!m/494502,LM 161,https://map.utoronto.ca/?id=1809#!m/494502,"Stone, D.",of  available,0,90,Yes: 0 student,In Person,,The Physical and Mathematical Universes (5),Breadth Requirement:,,http://www.chem.utoronto.ca/coursenotes/CHM217/,,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1376 MA CHEMISTRY,ASMAJ2543 MA ENVIRONMENTAL CHEMISTRY
CLAS,Women in Antiquity,CLA219H1-F,"A survey of the position of women in ancient Greece and Rome, with focus on women's sexuality and socialization; their economic, religious, and political roles; and their creative production in the arts.",Humanities,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,,,Room,LEC0101,Tuesday,—,10:00,12:00,Thursday,—,10:00,12:00,BR 200,https://map.utoronto.ca/?id=1809#!m/494595,BR 200,https://map.utoronto.ca/?id=1809#!m/494595,"Vasconcellos Amaral, F.",of  available,199,250,Yes: 0 student,In Person,,,,,,,,,,,
CHM,Physical Chemistry for Life Sciences,CHM220H1-F,"Introduction to thermodynamics; kinetics; phase equilibrium, properties of mixtures, chemical equilibrium, electrochemistry; introduction to quantum mechanics and spectroscopy. This course is recommended for students in life and health science programs that involve a small amount of chemistry. Students enrolled in any chemistry specialist program (including Biological Chemistry and Environmental Chemistry) or who will be including a substantial amount of chemistry in their degree (such as those following a chemistry major program); are strongly encouraged to take CHM222H1 and CHM223H1.","(CHM135H1/CHM139H1, CHM136H1/CHM138H1)/CHM151Y1; (MAT135H1, MAT136H1)/MAT137Y1/MAT157Y1",Prerequisite:,Recommended co-requisite: MAT235Y1/MAT237Y1,Corequisite:,"CHM225Y1/CHM222H1, CHMB20H3, JCP221H5/CHM221H5",Exclusion:,Room,LEC0101,Monday,—,13:00,14:00,Wednesday,—,13:00,14:00,ES 1050,https://map.utoronto.ca/?id=1809#!m/494499,ES 1050,https://map.utoronto.ca/?id=1809#!m/494499,"Miller, R.",of  available,171,343,Yes: 0 student,In Person,,Science,Distribution Requirement:,,,,,,,,
CHM,Introduction to Physical Chemistry,CHM222H1-F,"Topics: introductory thermodynamics, first and second law and applications; chemical equilibrium. The course is intended for students who will be following one of the chemistry specialist programs (including Biological Chemistry and Environmental Chemistry) or who will be including a substantial amount of chemistry in their degree (such as those following a chemistry major program).","[(CHM135H1/CHM139H1, CHM136H1/CHM138H1)/CHM151Y1 with a minimum grade of 63%], (MAT135H1, MAT136H1)/MAT137Y1/MAT157Y1,(PHY131H1, PHY132H1)/(PHY151H1, PHY152H1)",Prerequisite:,MAT235Y1/MAT237Y1,Corequisite:,"CHM220H1/CHM225Y1, CHMB20H3, CHM221H5, JCP221H5",Exclusion:,Room,LEC0101,Monday,—,16:00,17:00,Wednesday,—,16:00,17:00,LM 158,https://map.utoronto.ca/?id=1809#!m/494502,LM 158,https://map.utoronto.ca/?id=1809#!m/494502,"Schofield, J.",of  available,24,70,Yes: 0 student,In Person,,Science,Distribution Requirement:,,,,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1376 MA CHEMISTRY,ASMAJ2543 MA ENVIRONMENTAL CHEMISTRY
CHM,Physical Chemistry: The Molecular Viewpoint,CHM223H1-S,A continuation of CHM220H1 or CHM222H1 for students wishing to take some additional material in Physical Chemistry. The course covers topics in quantum mechanics and spectroscopy.,"CHM220H1 with a minimum grade of B, or CHM222H1",Prerequisite:,"MAT235Y1/MAT237Y1 recommended, but may be required pre-requisite in 3rd year Chemistry courses",Corequisite:,"CHM225Y1/CHM221H1, CHMB21H3",Exclusion:,Room,LEC0101,Monday,—,16:00,17:00,Wednesday,—,16:00,17:00,LM 158,https://map.utoronto.ca/?id=1809#!m/494502,LM 158,https://map.utoronto.ca/?id=1809#!m/494502,"Wilson, M.",of  available,9,108,Yes: 0 student,In Person,,Science,Distribution Requirement:,,,,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1376 MA CHEMISTRY,ASMAJ2543 MA ENVIRONMENTAL CHEMISTRY
CINE,The Business of Film,CIN230H1-S,"Examines cinema as a commercial enterprise, emphasizing production, distribution, and exhibition and the political economy of North American film culture.",This is a Breadth Category 3 course but has been specially-designed to fulfill the Quantitative Reasoning requirement for Cinema Studies Specialists and Majors.,Exclusion:,INI228H1,Distribution Requirement:,"Humanities, Social Science",Breadth Requirement:,Room,LEC0101,Thursday,—,10:00,13:00,,,,,RL 3025,https://map.utoronto.ca/?id=1809#!m/494531,,,"Nayman, A.",of  available,0,50,Yes: 42 students,In Person (See Delivery Instructions.),,Society and its Institutions (3),,Delivery instructions,Note:,Lectures and screenings will be delivered in person.,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Cinema Studies Institute   (Faculty of Arts and Science),"Cinema Studies Institute   (John H. Daniels Faculty of Architecture, Landscape, & Design)"
CLAS,Introduction to Greek History,CLA230H1-F,A historical survey of the most significant features in the development of the civilization and states of ancient Greece from the Bronze Age to the second century B.C.E.,Humanities,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,,,Room,LEC0101,Tuesday,—,14:00,16:00,Thursday,—,14:00,16:00,BR 200,https://map.utoronto.ca/?id=1809#!m/494595,BR 200,https://map.utoronto.ca/?id=1809#!m/494595,"Akrigg, B.",of  available,161,250,Yes: 0 student,In Person,,,,,,,,,,,
CHM,Pharmaceutics 1,PHC230H1-S,"An introduction to the key concepts in the design, manufacture, and use of efficatious dosage forms. The course covers the characteristics of different delivery routes.","(CHM135H1, CHM136H1)/(CHM138H1, CHM139H1)/CHM151Y1; CHM220H1/CHM222H1",Prerequisite:,PHM141H1,Exclusion:,Science,Distribution Requirement:,Room,LEC0101,Monday,—,14:00,15:00,Tuesday,—,11:00,12:00,PB B150,https://map.utoronto.ca/?id=1809#!m/494476,PB B150,https://map.utoronto.ca/?id=1809#!m/494476,"Chalikian, T.",of  available,15,40,Yes: 0 student,In Person,,Living Things and Their Environment (4),Breadth Requirement:,,,,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASSPE1211 SP PHARMACEUTICAL CHEMISTRY,
CLAS,Introduction to Roman History,CLA231H1-S,A historical survey of the most significant features in the development of the civilization and state of ancient Rome from the mythical beginnings to the fourth century C.E.,Humanities,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,,,Room,LEC0101,Tuesday,—,14:00,17:00,,,,,BR 200,https://map.utoronto.ca/?id=1809#!m/494595,,,"Bruun, C.",of  available,166,250,Yes: 0 student,In Person,,,,,,,,,,,
CLAS,Greek Literature and Society,CLA232H1-F,"An introduction to ancient Greek literature. Students will explore a range of genres, authors and texts as well as ways of interpreting them.",Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,,,Room,LEC0101,Tuesday,—,12:00,14:00,Thursday,—,12:00,14:00,UC 140,https://map.utoronto.ca/?id=1809#!m/494517,OI 2212,https://map.utoronto.ca/?id=1809#!m/494563,"Gerbasi, J.",of  available,127,150,Yes: 0 student,In Person,,,,,,,,,,,
CLAS,Roman Literature and Society,CLA233H1-S,"An introduction to ancient Roman literature. Students will explore a range of genres, authors and texts as well as ways of interpreting them.",Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,,,Room,LEC0101,Monday,—,10:00,12:00,Wednesday,—,10:00,12:00,EM 001,https://map.utoronto.ca/?id=1809#!m/494463,EM 001,https://map.utoronto.ca/?id=1809#!m/494463,"Welsh, J.",of  available,123,150,Yes: 0 student,In Person,,,,,,,,,,,
CLAS,Greek and Roman Epic,CLA236H1-S,A study of one or more of the epic poems of Greek and Roman antiquity (e. g. The  and  of Homer and the  of Virgil).,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,Odyssey,Aeneid,Room,LEC0101,Wednesday,—,12:00,15:00,,,,,AH 100,https://map.utoronto.ca/?id=1809#!m/494578,,,"Burgess, J.",of  available,193,250,Yes: 0 student,In Person,,,Iliad,,,,,,,,
CHM,Introduction to Inorganic Chemistry,CHM238Y1-Y,"The first part (with CHM338H1) of a two-year sequence in Inorganic Chemistry, designed to illustrate and systematize the rich variety of structures, physical properties and reactions of compounds of the elements across and down the Periodic Table. Introduction to structure, symmetry and bonding of molecules and lattices; acid-base and redox reactions; d-metal complexes; chemistry of elements of the s and p blocks; inorganic materials and solid state chemistry with applications in advanced technologies. (Lab Materials Fee: $50).","CHM151Y1/(CHM135H1/CHM139H1, CHM136H1/CHM138H1) with a minimum grade of 63%",Prerequisite:,CHM231H5,Exclusion:,Science,Distribution Requirement:,,LEC0101,Monday,—,15:00,16:00,Wednesday,—,15:00,16:00,Contact DEPT,https://map.utoronto.ca/?id=1809#!m/494502,Contact DEPT,https://map.utoronto.ca/?id=1809#!m/494502,"Morris, R.",of  available,2,80,Yes: 0 student,In Person,,The Physical and Mathematical Universes (5),Breadth Requirement:,,,,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1376 MA CHEMISTRY,ASSPE0600 SP CHEMICAL PHYSICS
CINE,Special Topics in Cinema Studies,CIN240H1-F,Course on special topics in Cinema Studies. Topics vary each year.,Humanities,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,,,Room,LEC9901,4.0 hours / week,,,,,,,,,,,,"Meneghetti, M.",of  available,3,200,Yes: 0 student,Asynchronous (See Delivery Instructions.),,,,Delivery instructions,Note:,Lectures and screenings will be delivered online asynchronously (recorded) and tutorials will be delivered online synchronously per the meeting schedule. It is recommended that students have a computer with a microphone and camera in order to participate in online activities.,,,,,
CHM,Introductory Organic Chemistry II,CHM247H1-S,"Reactions of organic compounds. Principles of mechanism, synthesis, and spectroscopy, continuing from CHM138H1. This course is recommended for students in life and health science programs that involve a small amount of chemistry. Students enrolled in any chemistry specialist program (including Biological Chemistry and Environmental Chemistry) or who will be including a substantial amount of chemistry in their degree (such as those following a chemistry major program) are strongly encouraged to take CHM249H1. (Lab Materials Fee: $25).","(CHM135H1/CHM139H1, CHM136H1/CHM138H1)/CHM151Y1",Prerequisite:,"CHM249H1, CHM243H5, CHMB42H3",Exclusion:,Science,Distribution Requirement:,Room,LEC0101,Monday,—,13:00,14:00,Wednesday,—,13:00,14:00,ES 1050,https://map.utoronto.ca/?id=1809#!m/494499,ES 1050,https://map.utoronto.ca/?id=1809#!m/494499,"Dicks, A.",of  available,88,400,Yes: 0 student,In Person,—,The Physical and Mathematical Universes (5),Breadth Requirement:,Priority (P),,,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASSPE2340 SP PHARM & BIOMED TOXICOLOGY,ASSPE2340 SP PHARM & BIOMED TOXICOLOGY
CHM,Organic Chemistry,CHM249H1-S,"An introductory course in organic chemistry, based around the themes of structure, bonding, reaction mechanism and synthesis. Reactions are discussed with a view to understanding mechanism and how they are useful in the multi-step synthesis of medicinally and industrially important compounds. An introduction to the spectroscopy of organic molecules is also given, as well as discussion of topics relating to the biological behaviour of organic molecules and medicinal chemistry. Students are also introduced to green chemistry approaches from an experimental perspective. This course continues from CHM151Y1 or CHM138H1 and is designed for students enrolled in any chemistry specialist or major program. This course is highly recommended for students in the Biological Chemistry Specialist program. (Lab Materials Fee: $25).","CHM151Y1/(CHM135H1/CHM139H1, CHM136H1/CHM138H1) with a minimum grade of 63%",Prerequisite:,"CHM247H1, CHM243H5, CHMB42H3",Exclusion:,Science,Distribution Requirement:,Room,LEC0101,Monday,—,13:00,14:00,Tuesday,—,15:00,16:00,LM 158,https://map.utoronto.ca/?id=1809#!m/494502,LM 158,https://map.utoronto.ca/?id=1809#!m/494502,"Dicks, A.",of  available,0,84,Yes: 20 students,In Person,,The Physical and Mathematical Universes (5),Breadth Requirement:,,,,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1376 MA CHEMISTRY,ASMAJ2543 MA ENVIRONMENTAL CHEMISTRY
CINE,Selected Topics in Cinema Studies,CIN260H1-S,"Course on selected topics in Cinema Studies. Past topics include: ""New Media.""",Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,,,Room,LEC0101,Tuesday,—,15:00,18:00,,,,,IN 112,https://map.utoronto.ca/?id=1809#!m/494541,,,"Reese, C.",of  available,7,200,Yes: 0 student,In Person (See Delivery Instructions.),,,,Delivery instructions,Note:,Lectures and screenings will be delivered in person and tutorials will be delivered online synchronously per the meeting schedule. It is recommended that students have a computer with a microphone and camera in order to participate in online activities.,,,,,
CLAS,Method and Theory in Classics,CLA260H1-F,An introduction to key issues in methodology and theory in the study of the classical world.,Humanities,Distribution Requirement:,,,,,Room,LEC0101,Monday,—,11:00,13:00,Wednesday,—,11:00,13:00,AH 107,https://map.utoronto.ca/?id=1809#!m/494578,AH 107,https://map.utoronto.ca/?id=1809#!m/494578,"Murray, S.",of  available,22,70,Yes: 0 student,In Person,,,,,,,,,,,
CHM,Research Opportunity Program,CHM299Y1-Y,Credit course for supervised participation in faculty research project. Details at . Not eligible for CR/NCR option.,Science,Distribution Requirement:,,,,,,LEC0101,—,—,,,—,—,,,—,,—,,"Dhirani, A.",of  available,9998,9999,No,In Person,—,,,,https://www.artsci.utoronto.ca/current/academics/research-opportunities/research-opportunities-program,,,,,,
CLAS,Research Opportunity Program,CLA299Y1-Y,Credit course for supervised participation in faculty research project. Details at . Not eligible for CR/NCR option.,Humanities,Distribution Requirement:,,,,,,LEC0101,,—,,,,,,,,,,,,of  available,9999,9999,No,In Person,—,,,,https://www.artsci.utoronto.ca/current/academics/research-opportunities/research-opportunities-program,,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,
CHM,Molecular Pharmacology 1,PHC300H1-F,Structural and mechanistic determinants of drug action at the molecular level. Topics include the physicalchemical properties of drugs per se as they relate to therapeutic intervention and the biophysical and biochemical properties of enzymes and nucleic acids that underlie and are affected by their interactions with drugs.,"(CHM135H1, CHM136H1)/(CHM138H1,CHM139H1)/CHM151Y1; CHM220H1/CHM222H1",Prerequisite:,PCL302H1,Exclusion:,Science,Distribution Requirement:,Room,LEC0101,Monday,—,14:00,15:00,Thursday,—,14:00,15:00,PB 255,https://map.utoronto.ca/?id=1809#!m/494476,PB 255,https://map.utoronto.ca/?id=1809#!m/494476,"Crandall, I.",of  available,11,33,Yes: 0 student,In Person,,Living Things and Their Environment (4),Breadth Requirement:,,,,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASSPE1211 SP PHARMACEUTICAL CHEMISTRY,
CINE,Film Cultures II: Politics and Global Media,CIN301Y1-Y,"Examines film theory and practice from the 1950s onward, and the impact of media change on earlier film cultures and aesthetics. Topics include: New Wave cinemas, the politicization of theory, spectatorship, counter-cinemas, transnational film and “Global Hollywood”, and media theory from the analog to the digital.","CIN105Y1, CIN201Y1",Prerequisite:,"INI214Y1, INI314Y1, INI315Y1",Exclusion:,Humanities,Distribution Requirement:,,LEC0101,Tuesday,—,12:00,13:00,Wednesday,—,12:00,15:00,,https://map.utoronto.ca/?id=1809#!m/494541,,https://map.utoronto.ca/?id=1809#!m/494541,"Cahill, J.",of  available,29,120,Yes: 0 student,In Person (See Delivery Instructions.),,"Creative and Cultural Representations (1), Thought, Belief and Behaviour (2)",Breadth Requirement:,Delivery instructions,Note:,"Both lectures and screenings are delivered in person synchronously. Tutorials are delivered online synchronously, as per the meeting schedule. It is recommended that students have a computer with a microphone and camera in order to participate in online activities.",Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Cinema Studies Institute   (Faculty of Arts and Science),"Cinema Studies Institute   (John H. Daniels Faculty of Architecture, Landscape, & Design)"
CHM,Principles and Practices in Science Education,JSC301H1-S,"Fundamental principles and practices in education and public outreach in the sciences, mathematics, and engineering, including education research, curriculum, teaching, and assessment.  Students will learn and apply effective strategies which engage and educate learners at the K-16 and public level.  The course assignments include a project and/or placement experience.","At least 8.0 credits, and enrolment in a science, mathematics, or engineering program",Prerequisite:,Social Science,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,Room,LEC0101,Monday,—,15:00,16:00,Wednesday,—,15:00,16:00,LM 157,https://map.utoronto.ca/?id=1809#!m/494502,LM 157,https://map.utoronto.ca/?id=1809#!m/494502,,of  available,21,28,Yes: 0 student,In Person,—,,,,,,,,,,
CHM,Molecular Pharmacology 2,PHC301H1-S,Structural and mechanistic determinants of drug action via macromolecules that effect cellular signalling. Neurohumoral receptors and other signalling proteins are grouped according to their structure and mechanism of action. Native properties and their modulation by drugs are discussed in the context of basic principles of molecular pharmacology.,"(CHM135H1, CHM136H1)/(CHM138H1, CHM139H1)/CHM151Y1; CHM220H1/CHM222H1; BCH210H1",Prerequisite:,"PCL302H1, PHM140H1",Exclusion:,Science,Distribution Requirement:,Room,LEC0101,Monday,—,13:00,14:00,Tuesday,—,10:00,11:00,PB B150,https://map.utoronto.ca/?id=1809#!m/494476,PB B150,https://map.utoronto.ca/?id=1809#!m/494476,"Bonin, R.",of  available,12,40,Yes: 0 student,In Person,,Living Things and Their Environment (4),Breadth Requirement:,,,,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASSPE1211 SP PHARMACEUTICAL CHEMISTRY,
CLAS,The Ancient Novel,CLA303H1-S,"An introduction to the Greek romances of love and adventure (Chariton, Longus, Heliodorus); and the more ironical and socially conscious works of the Roman writers Petronius and Apuleius.",CLA160H1 + 1 of CLA204H1/CLA219H1/CLA232H1/CLA233H1/CLA236H1/CLA260H1,Prerequisite:,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,Room,LEC0101,Tuesday,—,13:00,15:00,Thursday,—,13:00,15:00,LI 220,https://map.utoronto.ca/?id=1809#!m/494613,LI 220,https://map.utoronto.ca/?id=1809#!m/494613,,of  available,16,30,Yes: 0 student,In Person,—,,,,,,,,,,
CLAS,Religion in the Greek World,CLA308H1-F,A study of the religious cults and forms of worship in the ancient Greek world.,"CLA160H1, (CLA204H1/CLA210H1/CLA230H1/CLA232H1/CLA236H1/CLA260H1)",Prerequisite:,Humanities,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,Room,LEC0101,Monday,—,13:00,15:00,Wednesday,—,13:00,15:00,LI 220,https://map.utoronto.ca/?id=1809#!m/494613,LI 220,https://map.utoronto.ca/?id=1809#!m/494613,"Davis, D.",of  available,3,30,Yes: 0 student,In Person,,,,,,,,,,,
CHM,Environmental Fate and Toxicity of Organic Contaminants,CHM310H1-S,"Organic chemical contaminants surround us in our everyday lives (e.g. in medications, personal care products, flame retardants, refrigerants) and because of this, they are present in the environment and in ourselves. In this course we will explore the fate of chemicals in the environment as a whole, as well as in the body, to understand how chemicals can be designed to mitigate the risks associated with their use and unintended release. Specific topics will include environmental partitioning; environmentally-relevant transformation processes; the chemistry and effects of redox-active species; and the toxicity/detoxification of electrophilic species in the body.","(CHM135H1/CHM139H1, CHM136H1/CHM138H1)/CHM151Y1, (MAT135H1, MAT136H1)/MAT137Y1/MAT157Y1",Prerequisite:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,Room,LEC0101,Tuesday,—,14:00,15:00,Thursday,—,14:00,15:00,LM 158,https://map.utoronto.ca/?id=1809#!m/494502,LM 158,https://map.utoronto.ca/?id=1809#!m/494502,"Peng, H.",of  available,28,105,Yes: 0 student,In Person,,,,,,,,,,,
CINE,Documentary Film,CIN312Y1-Y,"Critical and historical survey of documentary practice, including cinema verité, ethnographic experiments, and various hybrid forms, with emphasis on the rhetorical, aesthetic, and political dimensions of the ""art of record."" Topics include: the filmmaker/subject/audience nexus; historiography, hagiography, and performance; and how emerging technology and new media platforms, evinced in the rise of documentary-based webdocs, i-docs, and webgames, affect the actual production and style of linear documentary, as well as impact earlier models of documentary exhibition, distribution, and viewer engagement alike.",CIN105Y1,Prerequisite:,"INI325Y1, ENGD94H3",Exclusion:,CIN201Y1,Recommended Preparation:,,LEC5101,Tuesday,—,18:00,21:00,Wednesday,—,18:00,20:00,,https://map.utoronto.ca/?id=1809#!m/494541,,https://map.utoronto.ca/?id=1809#!m/494541,"Meneghetti, M.",of  available,1,40,Yes: 0 student,In Person (See Delivery Instructions.),,Humanities,Distribution Requirement:,Delivery instructions,Note:,"In the Fall 2021 term, lectures will take place in person on Wednesdays 6-8pm and screenings will be online asynchronous. In the Winter 2022 term, lectures remain the same while screenings will switch to in person on Tuesdays 6-9pm. It is recommended that students have a computer with internet access for the Fall screenings.",Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Cinema Studies Institute   (Faculty of Arts and Science),"Cinema Studies Institute   (John H. Daniels Faculty of Architecture, Landscape, & Design)"
CHM,Introduction to Instrumental Methods of Analysis,CHM317H1-S,Scope of instrumental analytical chemistry; Fourier transform IR absorption spectroscopy; molecular luminescence; emission spectroscopy; mass spectrometry; sensors; gas and high performance liquid chromatography; instrument design principles and applications in industry and the environment. (Lab Materials Fee: $25).,"CHM217H1 with a minimum grade of 63%; (MAT135H1, MAT136H1)/MAT137Y1/MAT157Y1",Prerequisite:,"CHM391H5, CHMC11H3, CHMC16H3",Exclusion:,"(CHM220H1/CHM222H1,CHM221H1/CHM223H1)/CHM225Y1",Recommended Preparation:,Room,LEC0101,Monday,—,14:00,15:00,Wednesday,—,14:00,15:00,LM 155,https://map.utoronto.ca/?id=1809#!m/494502,LM 155,https://map.utoronto.ca/?id=1809#!m/494502,"Jockusch, R.",of  available,0,48,Yes: 14 students,In Person,,Science,Distribution Requirement:,,,,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1376 MA CHEMISTRY,ASSPE0600 SP CHEMICAL PHYSICS
