resultDept,pbot15,hiCC,extraTxt,extraTxt 2,extraTxt 3,extraTxt 4,extraTxt 5,extraTxt 6,headerSect 3,colCode,weekDay,dayInfo,dayInfo 2,dayInfo 3,weekDay 2,colInst,colAvail,numCurr,numTot,numWait,onlineMeeting,legendControl 2,legendControl 3,enConDesc,enConList,enConList 2,enConList 3,enConList 4,extraTxt 18,extraTxt 19,extraTxt 20,extraTxt 21,weekDay 3,dayInfo 4,dayInfo 5,dayInfo 6,weekDay 4,weekDay href,weekDay 5,weekDay href 2,enConList 5,enConList 6,headerSect 8,headerSect 9,headerSect 11,headerSect 12,headerSect 13,headerSect 14,colCode 2,dayInfo 7,dayInfo 8,dayInfo 9,colInst 2,colAvail 2,numCurr 2,numTot 2,numWait 2,onlineMeeting 2,legendControl 6,legendControl 7,enConDesc 2,alignC
ECO,Topics in Health Economics,ECO402H1-F,Course Description:,"This course explores a variety of topics in health economics, providing students with an overview of current and historical institutional characteristics of the market for, and public policy towards, health care. Students will apply theoretical and empirical tools to current domestic and international issues in health policy. No previous background in health economics is required.","ECO200Y1/ECO204Y1/ECO206Y1; ECO202Y1/ECO208Y1/ECO209Y1; ECO220Y1/ ECO227Y1/ (STA237H1, STA238H1)/ (STA247H1, STA248H1)/ (STA257H1, STA261H1); at least 1.0 FCE in ECO at the 300+ level.",Prerequisite:,Social Science,Distribution Requirement:,Room,LEC0101,Monday,—,10:00,12:00,,"Ward, C.",of  available,0,40,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Economics   (Faculty of Arts and Science),Rotman Commerce   (Faculty of Arts and Science),"Department of Economics   (John H. Daniels Faculty of Architecture, Landscape, & Design)",Department of Economics   (Faculty of Arts and Science),Society and its Institutions (3),Breadth Requirement:,,,Tuesday,—,13:00,15:00,OI 5250,https://map.utoronto.ca/?id=1809#!m/494563,OI 5250,https://map.utoronto.ca/?id=1809#!m/494563,Rotman Commerce   (Faculty of Arts and Science),"Department of Economics   (John H. Daniels Faculty of Architecture, Landscape, & Design)",Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0201,—,13:00,15:00,"Ward, C.",of  available,1,40,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",
ECO,Topics in Development Economics and Policy,ECO403H1-F,Course Description:,"This course covers a variety of topics pertaining to economic development and associated policies. Depending on the course instructor, the focus may be on theories and policies related to poverty alleviation, human capital formation, financial markets, international trade, governance or economic growth.","ECO200Y1/ECO204Y1/ECO206Y1; ECO202Y1/ECO208Y1/ECO209Y1; ECO220Y1/ ECO227Y1/ (STA237H1, STA238H1)/ (STA247H1, STA248H1)/ (STA257H1, STA261H1); at least 1.0 FCE in ECO at the 300+ level.",Prerequisite:,Social Science,Distribution Requirement:,Room,LEC0101,Monday,—,11:00,14:00,,"Vivalt, E.",of  available,1,40,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Rotman Commerce   (Faculty of Arts and Science),Department of Economics   (Faculty of Arts and Science),"Department of Economics   (John H. Daniels Faculty of Architecture, Landscape, & Design)",Rotman Commerce   (Faculty of Arts and Science),Society and its Institutions (3),Breadth Requirement:,,,Monday,—,15:00,18:00,UC 163,https://map.utoronto.ca/?id=1809#!m/494517,UC 261,https://map.utoronto.ca/?id=1809#!m/494517,Department of Economics   (Faculty of Arts and Science),"Department of Economics   (John H. Daniels Faculty of Architecture, Landscape, & Design)",Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0201,,,,"Vivalt, E.",of  available,0,40,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",
ECO,Competing Views in Macroeconomic Theory and Policy,ECO407H1-S,Course Description:,"Provides students with a systematic analysis of competing perspectives on key areas of macroeconomic theory and policy. Special attention paid to competing views regarding key fiscal, monetary, and trade policy issues as applied to Canada.","ECO200Y1/ECO204Y1/ECO206Y1; ECO202Y1/ECO208Y1/ECO209Y1; ECO220Y1/ ECO227Y1/ (STA237H1, STA238H1)/ (STA247H1, STA248H1)/ (STA257H1, STA261H1); at least 1.0 FCE in ECO at the 300+ level.",Prerequisite:,Social Science,Distribution Requirement:,Room,LEC0101,Wednesday,—,15:00,18:00,,,of  available,6,40,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Rotman Commerce   (Faculty of Arts and Science),Department of Economics   (Faculty of Arts and Science),"Department of Economics   (John H. Daniels Faculty of Architecture, Landscape, & Design)",,Society and its Institutions (3),Breadth Requirement:,,,,,,,WW 121,https://map.utoronto.ca/?id=1809#!m/494547,,,,,,,,,,,,,,,,,,,,,,,,
ECO,Energy and Regulation,ECO414H1-S,Course Description:,"This course provides a general treatment of the economics of energy markets and the use of regulation in addressing environmental and other issues arising in these markets. A central theme is the search for an appropriate balance between market forces and regulatory/government intervention. Familiarity with tools of microeconomics and statistics/econometrics is essential. Topics include: oil, natural gas, coal and electricity markets, global warming and other externalities, networks, feed-in-tariffs, carbon taxes, ‘cap-and-trade’ and incentive regulation.","ECO200Y1/ECO204Y1/ECO206Y1; ECO220Y1/ ECO227Y1/ (STA237H1, STA238H1)/ (STA247H1, STA248H1)/ (STA257H1, STA261H1)",Prerequisite:,Social Science,Distribution Requirement:,Room,LEC0101,Monday,—,14:00,17:00,,"Yatchew, A.",of  available,0,50,Yes: 46 students,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Economics   (Faculty of Arts and Science),Rotman Commerce   (Faculty of Arts and Science),"Department of Economics   (John H. Daniels Faculty of Architecture, Landscape, & Design)",,Society and its Institutions (3),Breadth Requirement:,,,,,,,OI 2212,https://map.utoronto.ca/?id=1809#!m/494563,,,,,,,,,,,,,,,,,,,,,,,,
ECO,Special Topics in Economics,ECO421H1-F,Course Description:,Seminars or workshops may be offered in one or more subjects each year. Students must meet the prerequisites announced by the Department.,See the Department of Economics website for details.,Prerequisite:,Social Science,Distribution Requirement:,Room,LEC0101,Wednesday,—,10:00,13:00,,"Koffi, M.",of  available,5,40,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Economics   (Faculty of Arts and Science),Rotman Commerce   (Faculty of Arts and Science),"Department of Economics   (John H. Daniels Faculty of Architecture, Landscape, & Design)",Department of Economics   (Faculty of Arts and Science),Society and its Institutions (3),Breadth Requirement:,,,Wednesday,—,14:00,17:00,BL 114,https://map.utoronto.ca/?id=1809#!m/494536,UC 163,https://map.utoronto.ca/?id=1809#!m/494517,Rotman Commerce   (Faculty of Arts and Science),"Department of Economics   (John H. Daniels Faculty of Architecture, Landscape, & Design)",Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0201,,,,"Koffi, M.",of  available,5,40,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",
ECO,Special Topics in Economics,ECO421H1-S,Course Description:,Seminars or workshops may be offered in one or more subjects each year. Students must meet the prerequisites announced by the Department.,See the Department of Economics website for details.,Prerequisite:,Social Science,Distribution Requirement:,Room,LEC0101,,,,,,,,,,,,,,,,,,,Society and its Institutions (3),Breadth Requirement:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECO,Special Topics in Economics,ECO422H1-S,Course Description:,Seminars or workshops may be offered in one or more subjects each year. Students must meet the prerequisites announced by the Department.,See the Department of Economics website for details.,Prerequisite:,Social Science,Distribution Requirement:,Room,LEC0101,Wednesday,—,09:00,12:00,,"Stepner, M.",of  available,19,45,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Rotman Commerce   (Faculty of Arts and Science),Department of Economics   (Faculty of Arts and Science),"Department of Economics   (John H. Daniels Faculty of Architecture, Landscape, & Design)",Rotman Commerce   (Faculty of Arts and Science),Society and its Institutions (3),Breadth Requirement:,,,Thursday,—,10:00,13:00,UC 163,https://map.utoronto.ca/?id=1809#!m/494517,WI 524,https://map.utoronto.ca/?id=1809#!m/494503,Department of Economics   (Faculty of Arts and Science),"Department of Economics   (John H. Daniels Faculty of Architecture, Landscape, & Design)",Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0201,—,14:00,17:00,"Stepner, M.",of  available,4,40,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",
ECO,Market Design,ECO426H1-S,Course Description:,"This course presents the theory and practice of market design, including matching markets and auctions. Sample topics include: school choice, kidney exchange, spectrum auctions, and keyword auctions.",ECO316H1(60%)/ECO326H1,Prerequisite:,Social Science,Distribution Requirement:,Room,LEC0101,Monday,—,10:00,13:00,,"Roesler, A.",of  available,0,40,Yes: 16 students,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Economics   (Faculty of Arts and Science),Rotman Commerce   (Faculty of Arts and Science),"Department of Economics   (John H. Daniels Faculty of Architecture, Landscape, & Design)",,Society and its Institutions (3),Breadth Requirement:,,,,,,,WW 126,https://map.utoronto.ca/?id=1809#!m/494547,,,,,,,,,,,,,,,,,,,,,,,,
ECO,Classical Economic Thought,ECO428H1-F,Course Description:,"An examination of the price, distribution, and growth theories of major economic thinkers before 1870, from pre-classical contributions by Aristotle, Mercantilists, and Physiocrats to the classical authors Adam Smith, David Ricardo, T.R. Malthus, and Karl Marx.",ECO200Y1/ECO204Y1/ECO206Y1; ECO202Y1/ECO208Y1/ECO209Y1,Prerequisite:,"ECO322Y5, ECO429Y1",Exclusion:,Room,LEC0101,Wednesday,—,10:00,13:00,,"Furlong, K.",of  available,3,50,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Economics   (Faculty of Arts and Science),Rotman Commerce   (Faculty of Arts and Science),"Department of Economics   (John H. Daniels Faculty of Architecture, Landscape, & Design)",,Social Science,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,Friday,—,09:00,10:00,UC 244,https://map.utoronto.ca/?id=1809#!m/494517,UC 244,https://map.utoronto.ca/?id=1809#!m/494517,,,,,,,,,,,,,,,,,,,,,,
ECO,Reading Course or Thesis,ECO430Y1-Y,Course Description:,Intended for advanced Specialist students who have exhausted course offerings in a particular area. Open only when a faculty member is available and willing to supervise. Students must obtain the approval of the Associate Chair for Undergraduate Studies before enrolling. Not eligible for CR/NCR option.,Social Science,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,,LEC0101,,—,,,—,,of  available,9999,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,
EEB,Modeling in Ecology and Evolution,EEB430H1-F,Course Description:,"Study of ecology and evolution uses models to explain biological phenomena including the maintenance of biodiversity, population growth, competition, eco-evolutionary dynamics, trait and molecular evolution, epidemiology, spatial ecology, phylogeny and extinction. Students will learn to develop, assess and apply analytical, simulation and statistical models for analysis and data interpretation.","BIO220H1, EEB225H1, MAT136H1/MAT137Y1/MAT223H1, and at least one of EEB319H1/EEB321H1/EEB322H1/EEB323H1",Prerequisite:,Science,Distribution Requirement:,Room,LEC0101,Monday,—,10:00,11:00,,"Osmond, M.",of  available,18,30,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ0110 MA BIODIV & CONSERVATION BIOL,ASMAJ1006 MA ECOLOGY & EVOLUTIONARY BIOL,ASMAJ1390 MA ENVIRONMENTAL BIOLOGY,ASMAJ2364 MA BIOLOGY,Living Things and Their Environment (4),Breadth Requirement:,,,Wednesday,—,10:00,11:00,RW 142,https://map.utoronto.ca/?id=1809#!m/494515,RW 142,https://map.utoronto.ca/?id=1809#!m/494515,ASMAJ2368 MA QUANTITATIVE BIOLOGY,ASSPE1006 SP ECOLOGY & EVOLUTIONARY BIOL,,,,,,,,—,15:00,17:00,,,,,,,,,,—
ECO,Reading Course or Thesis,ECO431H1-F,Course Description:,Intended for advanced Specialist students who have exhausted course offerings in a particular area. Open only when a faculty member is available and willing to supervise. Students must obtain the approval of the Associate Chair for Undergraduate Studies before enrolling. Not eligible for CR/NCR option.,Social Science,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,Room,LEC0101,,—,,,—,,of  available,9999,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECO,Reading Course or Thesis,ECO431H1-S,Course Description:,Intended for advanced Specialist students who have exhausted course offerings in a particular area. Open only when a faculty member is available and willing to supervise. Students must obtain the approval of the Associate Chair for Undergraduate Studies before enrolling. Not eligible for CR/NCR option.,Social Science,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,Room,LEC0101,,—,,,—,,of  available,9999,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECO,Reading Course or Thesis,ECO431H1-Y,Course Description:,Intended for advanced Specialist students who have exhausted course offerings in a particular area. Open only when a faculty member is available and willing to supervise. Students must obtain the approval of the Associate Chair for Undergraduate Studies before enrolling. Not eligible for CR/NCR option.,Social Science,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,,LEC0101,,—,,,—,,of  available,9999,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,
EEB,Urban Ecology,ENV432H1-F,Course Description:,"The ecology of urban areas through consideration of the biological and physical environments, in particular how the human-constructed environment alters pre-existing biophysical conditions and interactions. Encompasses a comparative perspective to study the development of these emerging ecosystems of increasing importance given global urbanization. One or two Saturday field trips (a fee of approximately $15 may be charged for field trip transportation.)",BIO220H1 and at least one of EEB319H1/EEB321H1/EEB365H1/ENV334H1,Prerequisite:,Science,Distribution Requirement:,Room,LEC0101,Wednesday,—,09:00,12:00,,"Ing, K.",of  available,5,30,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ0110 MA BIODIV & CONSERVATION BIOL,ASMAJ1006 MA ECOLOGY & EVOLUTIONARY BIOL,ASMAJ1390 MA ENVIRONMENTAL BIOLOGY,ASMAJ2364 MA BIOLOGY,Living Things and Their Environment (4),Breadth Requirement:,,,,,,,MP 118,https://map.utoronto.ca/?id=1809#!m/494490,,,ASMAJ2368 MA QUANTITATIVE BIOLOGY,ASSPE1006 SP ECOLOGY & EVOLUTIONARY BIOL,,,,,,,,,,,"Jackson, D.",,,,,,,,,
ECO,The Economics of Modern China,ECO435H1-F,Course Description:,"A focus on post-1949 Chinese economy, and the PRCs economic legacy. Economic development during the Maoist period, particularly post-1979 reforms. China's experience is compared to Eastern Europe's and the role of China in the rapidly growing East Asian economy. This is a limited enrolment seminar requiring extensive reading.","ECO200Y1(70%)/ECO204Y1(70%)/ECO206Y1(70%); ECO220Y1/ ECO227Y1/ (STA237H1, STA238H1)/ (STA247H1, STA248H1)/ (STA257H1, STA261H1)",Prerequisite:,Social Science,Distribution Requirement:,Room,LEC0101,Tuesday,—,14:00,17:00,,"Brandt, L.",of  available,7,40,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Economics   (Faculty of Arts and Science),Rotman Commerce   (Faculty of Arts and Science),"Department of Economics   (John H. Daniels Faculty of Architecture, Landscape, & Design)",,Society and its Institutions (3),Breadth Requirement:,,,,,,,UC 144,https://map.utoronto.ca/?id=1809#!m/494517,,,,,,,,,,,,,,,,,,,,,,,,
ECO,Topics in Behavioural Economics,ECO438H1-F,Course Description:,"Behavioural Economics is a relatively new field that incorporates insights gained from psychological, experimental and neuroscientific studies. Research methods adapted from behavioural economics are now being employed in virtually every field in economics. The course will cover the main themes in behavioural economics: individual choices under risk and uncertainty, reference-dependent choices, intertemporal preferences, other-regarding preferences, bounded rationality in individual and interactive decision-making, and the measurement of rationality and recovery of preferences.","ECO200Y1/​ECO204Y1/​ECO206Y1; ECO220Y1/ ECO227Y1/ (STA237H1, STA238H1)/ (STA247H1, STA248H1)/ (STA257H1, STA261H1); at least 1.0 FCE in ECO at the 300+ level.",Prerequisite:,"ECO422H1 (Special Topics in Economics: Topics in Behavioural Economics); offered in Winter 2018, Winter 2019, and Winter 2020.",Exclusion:,Room,LEC0101,Monday,—,13:00,15:00,,"Halevy, Y.",of  available,0,20,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Economics   (Faculty of Arts and Science),Rotman Commerce   (Faculty of Arts and Science),"Department of Economics   (John H. Daniels Faculty of Architecture, Landscape, & Design)",,Social Science,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,,,,,SS 1073,https://map.utoronto.ca/?id=1809#!m/494510,,,,,,,,,,,,,,,,,,,,,,,,—
ECO,Empirical Methods in Microeconomics,ECO439H1-S,Course Description:,"This course studies the methods used in modern program evaluation and micro-econometrics to identify causal effects in the presence of potentially unobserved confounding factors. Covers a range of methods and designs, both experimental and quasi-experimental. There is a heavy emphasis on the application of these methods to a broad range of economic questions.",(ECO375H1(60%)/ECO374H1(70%)) OR (ECO200Y1(80%)/ECO204Y1(80%)/ECO206Y1(80%); (ECO220Y1(80%)/ECO227Y1(80%)),Prerequisite:,Social Science,Distribution Requirement:,Room,LEC0101,Thursday,—,11:00,13:00,,"Bobonis, G.",of  available,21,40,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Economics   (Faculty of Arts and Science),"Department of Economics   (John H. Daniels Faculty of Architecture, Landscape, & Design)",ASSPE2038 SP FINANCE & ECONOMICS,,Society and its Institutions (3),Breadth Requirement:,,,Friday,—,10:00,11:00,RW 142,https://map.utoronto.ca/?id=1809#!m/494515,RW 142,https://map.utoronto.ca/?id=1809#!m/494515,,,,,,,,,,,,,,,,,,,,,,
EEB,Ecology and Evolution of Plant-Animal Interactions,EEB440H1-F,Course Description:,"Major concepts in ecology and evolution from the perspective of plant-animal interactions. The richness of interactions between plants and animals is explored including antagonistic interactions (e.g., herbivory); mutualistic interactions (e.g., pollination, seed dispersal, ant-plant associations); and interactions involving multiple species across trophic levels.","BIO220H1, a course in statistics (from EEB225H1 (recommended)/PSY201H1 / STA220H1/ STA257H1/ STA288H1/ GGR270H1/ HMB325H1) and at least one of EEB318H1 /EEB319H1/ EEB321H1/ EEB323H1/ EEB324H1/ EEB328H1/ EEB403H1/ EEB403H0/ EEB405H1/ EEB405H0/ EEB406H1/ EEB406H0/ EEB407H1/ EEB407H0/ EEB410H1/ EEB410H0",Prerequisite:,Science,Distribution Requirement:,Room,LEC0101,,,,,,,,,,,,,,,,,,,Living Things and Their Environment (4),Breadth Requirement:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—
ECO,Advanced Public Economics,ECO446H1-S,Course Description:,"Advanced topics in public economics and economic analysis of Canadian public policy. Through a mix of lectures and independent research, students will acquire theoretical and empirical tools for public policy analysis. Topics may include: income inequality and redistribution; fiscal federalism; taxation of corporate profits; and policies to deal with public goods and externalities.","ECO200Y1/ ECO204Y1/ ECO206Y1; ECO220Y1/ ECO227Y1/ (STA237H1, STA238H1)/ (STA247H1, STA248H1)/ (STA257H1, STA261H1); at least 1.0 FCE in ECO at the 300+ level.",Prerequisite:,ECO336Y1,Exclusion:,Room,LEC0101,Tuesday,—,14:00,17:00,,"Smart, M.",of  available,0,40,Yes: 4 students,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Rotman Commerce   (Faculty of Arts and Science),Department of Economics   (Faculty of Arts and Science),"Department of Economics   (John H. Daniels Faculty of Architecture, Landscape, & Design)",,ECO372H1/ECO374H1/ECO375H1 (familiarity with STATA),Recommended Preparation:,Social Science,Distribution Requirement:,,,,,UC 144,https://map.utoronto.ca/?id=1809#!m/494517,,,,,,,,,,,,,,,,,,,,,,,,
EEB,"Genes, Environment and Behaviour",EEB455H1-S,Course Description:,"An examination of the Gene-Environment Interplay perspective as sources of individual differences in behaviour, from both mechanistic and evolutionary viewpoints. Both historical and recent studies are used to illustrate important concepts in the field. Student-led discussions address the evidence base for these concepts.","BIO220H1, HMB265H1/BIO260H1, and at least 12.0 FCEs (including 1.0 FCE 300+ level series EEB course)",Prerequisite:,EEB322H1,Recommended Preparation:,Room,LEC0101,Tuesday,—,14:00,17:00,Contact DEPT,"Sokolowski, M.",of  available,0,24,Yes: 10 students,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ0110 MA BIODIV & CONSERVATION BIOL,ASMAJ1006 MA ECOLOGY & EVOLUTIONARY BIOL,ASMAJ1390 MA ENVIRONMENTAL BIOLOGY,ASMAJ2364 MA BIOLOGY,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,,,,,,,,,ASMAJ2368 MA QUANTITATIVE BIOLOGY,ASSPE1006 SP ECOLOGY & EVOLUTIONARY BIOL,,,,,,,,,,,,,,,,,,,,
EEB,Molecular Evolution and Genomics,EEB460H1-S,Course Description:,"Processes of evolution at the molecular level, and the analysis of molecular data. Gene structure, neutrality, nucleotide sequence evolution, sequence evolution, sequence alignment, phylogeny construction, gene families, transposition.","BIO220H1, BIO230H1/BIO255H1, BIO260H1/HMB265H1",Prerequisite:,Science,Distribution Requirement:,Room,LEC0101,Wednesday,—,10:00,11:00,,"Chang, B.",of  available,0,50,Yes: 4 students,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ0110 MA BIODIV & CONSERVATION BIOL,ASMAJ1006 MA ECOLOGY & EVOLUTIONARY BIOL,ASMAJ1390 MA ENVIRONMENTAL BIOLOGY,ASMAJ2364 MA BIOLOGY,Living Things and Their Environment (4),Breadth Requirement:,,,Friday,—,10:00,12:00,SS 1071,https://map.utoronto.ca/?id=1809#!m/494510,SS 1071,https://map.utoronto.ca/?id=1809#!m/494510,ASMAJ2368 MA QUANTITATIVE BIOLOGY,ASMAJ2655 MA GENOME BIOLOGY,,,,,,,,,,,"Irwin, D.",,,,,,,,,
ECO,The Economics of Financial Risk Management,ECO461H1-S,Course Description:,"This course is intended primarily for students in the Financial Economics specialist program and is not open to students in the BCom program. The role of risk management in both private and public sectors, a discussion of why firms and government should hedge financial risks; individual and social gains of financial risk management; identification and quantification of financial risks (including Value-at-Risk measures); how derivative securities can be used for financial risk management.",ECO358H1(70%),Prerequisite:,"ACT349H1, RSM435H1, ECO460H5, ECO461H5",Exclusion:,Room,LEC0101,Tuesday,—,09:00,12:00,,"Mazaheri, A.",of  available,0,80,Yes: 13 students,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASSPE2722 SP FINANCIAL ECONOMICS,ERSPE2722 SP FINANCIAL ECONOMICS,,,Social Science,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,,,,,SS 1085,https://map.utoronto.ca/?id=1809#!m/494510,,,,,,,,,,,,,,,,,,,,,,,,
